@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha28                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_50                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu120                                  numeric
@attribute elu330                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.18,-0.08,0.34,0.0785714,0.35,-0.19,-0.25,0.23,0.31,-0.3,0.0306667,0.9,-0.0273333,0.22,0.27,0.25,0.05,0.13,-0.2,0.22,-0.16,0.05,0.03,0.3,0.12,-0.48,20.09.07
-0.49,0.12,-0.24,-0.26,-0.28,0.03,-0.85,0.18,0.22,0.06,0.5,1.07,-1.01,-0.24,-0.14,0.67,0.26,-0.29,0.16,0.19,0.87,0.24,-0.27,-0.05,0.24,0.08,01.06.02.01
0.18,1.87,-0.26,0.18,0.02,-0.3,0.35,-0.43,0.82,-0.41,0.32,0.65,-0.06,0.89,-0.92,-1.05,-0.52,0.38,0.25,-0.03,0.094,0.187143,-0.47,0.19,0.1,-0.23,14.10
0.1,0.07,0,-0.09,-0.1,0.02,0.16,-0.38,0.24,-0.17,-0.11,-0.17,0.25,0.6,-0.51,-0.81,-0.49,0.04,0.234,0.65,0.71,0.65,-0.33,0.36,0.11,-0.33,01.01.06
0,-0.11,0.32,0.02,0.25,0.06,0.36,-0.66,-0.66,0.46,-0.5,-1.16,-0.44,-0.04,-0.02,0.71,0.21,-0.24,0.0572674,-0.02,0.57,0.09,-0.12,0.22,0.09,-0.17,01.04
0.12,0.14,0.25,0,-0.19,0.24,0.19,-0.8,-0.38,0.3,-0.06,-0.44,-1.03,0.18,0.05,-0.3,-0.31,-0.09,-0.16,0.0113043,0.36,0.25,0.88,0.18,-0.11,-0.18,11.02.03.04
0.33,0.14,0.31,0.08,-0.05,-0.12,-0.36,0.25,0.12,0.07,1.04,0.8,-0.13,-0.29,0.05,-0.19,-0.61,-0.02,0.33,0.71,0.16,-0.23,0.22,0,-0.04,-0.08,20.01.01.01
-0.15,-0.31,-0.3,-0.13,0.47,-0.16,0.208519,0.02,0.51,-0.155769,-0.14,0.23,0.23,-0.4,-0.09,0.62,-0.12,-0.17,0.36,0.18,-0.062963,0.0444444,0.03,0.26,-0.09,0.01,10.01.09.05
0.26,-0.11,-0.16,0.1,0.17,-0.21,0.22,0.25,0.19,-0.2,0.17,0.58,0.11,-0.57,0,0.18,0.1,0.16,0.00829787,0.16,-0.19,-0.21,-0.04,0,0.04,-0.2,11.02.03.04
0.49,-0.3,0.02,-0.28,0.13,-0.44,-0.15,0.38,0.33,-0.3,0.19,0.54,-0.23,0.08,-0.12,0.79,0.04,-0.35,0.04,0.06,-0.38,-0.78,-0.27,-0.41,0.18,0.48,01.05
0.23,-0.67,0.66,0.04,0.56,-0.32,-0.295625,0.150638,-0.00369565,-0.204043,0.10913,0.393778,0.0995745,-0.33,-0.04,0.49,0.38,0.11,-0.76,0.0310811,-0.52,-0.09,0.56,-0.02,0.27,0.23,32.01
0.9,-1.81,-1.33,1.51,-0.09,0.35,1.74,-2.13,0.89,1.06,0.22,-0.00814159,-0.78,-0.7,-0.96,0.34,0.24,-0.38,0.63,0.86,0.78,0.02,-0.56,-0.1,0.6,-0.4,11.02.03.04
-0.38,0.22,0.95,0.24,0.08,-0.36,-0.99,-0.02,0.32,-0.49,-0.04,0.22,1.14,-0.63,0,0.49,0.58,0.84,-0.07,0.53,-0.04,0.5,1.27,-1.01,0.38,0.7,01.05
0.53,-0.03,0.36,-0.1,-0.07,-0.32,-0.11,0.54,0.26,-0.86,0.54,0.49,0.72,-0.75,-0.64,-0.97,-0.37,-0.4,-0.09,-0.64,-0.04,0.08,2.35,-0.18,-0.24,0.5,16.01
-1.69,-0.11,-0.43,-0.88,0.27,0.41,-2.87,2.41,-1.03,0.02,0.9,2,1.42,-0.76,0.12,1.17,0.12,0.0558633,-0.21,0.63,0.95,0.59,-1.22,-0.22,0.5,0.51,01.04
-0.51,0,-0.34,-0.13,0.33,-0.13,0.0365517,-0.154138,-0.218276,-0.0317241,-0.23931,-0.0517857,0.114138,-0.43,-0.27,0.55,0.12,-0.24,-0.08,0.15,-0.05,0.03,-0.6,0.2,0.09,-0.33,12.10
0.04,0,-0.02,-0.25,0,0.27,-0.13,-0.11,0.17,-0.11,-0.08,0.13,0.56,-0.16,0.18,0.05,0.26,0.36,0.27,0.39,0.0555263,0.0321053,0.89,-0.14,-0.23,-0.12,34.11.03.07
0.04,0.08,-0.21,0.08,0.4,0.02,0.15,-0.14,0.45,0.29,-0.05,0.34,-0.35,-0.18,0.13,-0.23,-0.47,-0.11,0.0197368,-0.01,0.16,-0.3,0.12,-0.32,0.14,-0.17,43.01.03.09
0.1,-0.15,0.15,-0.03,-0.12,0.34,0.13,-0.150625,-0.0980737,0.01,0.77,-0.00814159,0.0642286,0.33,0.04,-0.3,-0.15,0.04,0.02,0.22,0.33,0.24,0.31,-0.28,0.07,-0.14,11.02.03.04
-0.17,0.12,0.22,0.03,0.38,-0.33,0.29,0.24,0.06,0.1,-0.33,-0.33,0.56,-0.04,-0.3,0.23,0.3,-0.18,0.0572674,-0.16,0.01,-0.52,-0.96,0,0.77,0.39,01.04
-0.3,0.93,-0.26,-0.22,0.15,0.19,-0.02,0.4,0.21,0.16,0.12,0.2,0.32,-0.08,0.19,-0.13,-0.29,0.13,-0.01,0.0774797,0.16,-0.06,0.66,-0.38,0.01,-0.2,14.04
-0.0158364,-0.02,0.09,-0.09,-0.07,0.21,0,-0.24,-0.33,0,0.21,-0.08,-0.05,-0.47,-0.17,0.5,0.11,-0.00847656,-0.03,-0.08,0.09,0.24,0.65,-0.5,0.29,0.12,16.01
-0.18,-0.11,0.13,-0.02,0.17,0.08,-0.46,0.41,-0.05,0.08,-0.23,0.46,0.7,-0.18,-0.13,0.01,0.29,0.12,0.0217391,0.04,0.14,0.05,-0.32,0.13,0.06,-0.42,20.09.04
-0.14,0.02,0.43,0.08,0.1,0.44,-0.07,-0.13,0.05,-0.21,0.09,-0.23,0.15,-0.67,0.19,-0.12,0.06,0.05,-0.0542857,0.08,0.07,0.08,0.78,-0.01,-0.14,-0.29,14.13.01.01
0.1,0.04,0.65,0.11,0.31,-0.2,-0.19,0,0.21,-0.3,0.11,0.15,0.32,-0.38,-0.37,0.39,0.54,0.1,-0.26,0.145294,-0.08,0.09,0.55,-0.22,0.64,0.03,01.06
0.38,-0.16,0.17,-0.07,0.21,-0.38,-0.25,0.17,0.27,-0.4,0.18,0.77,0.5,0.0948649,0.215135,-0.0730556,-0.0748649,0.0583333,-0.0388889,0.0759091,0.0170588,-0.0838235,1.2,-0.01,-0.4,0.01,16.19.03
0.74,-0.2,-0.03,-0.28,-0.1,-0.06,-0.07,-0.17,0.27,0.02,0.51,0.19,0.76,0.05,-0.17,-0.16,-0.28,-0.15,-0.06,0.0774797,0.19,-0.04,0.12,0.11,-0.08,0.03,14.04
0.73,-0.3,-0.11,-0.47,-0.07,0.03,0,-0.35,0.14,-0.06,0.11,0.1,0.77,-0.02,0.49,0.71,0.14,0.24,-0.7,-0.21,-0.21,0.5,0.31,-0.12,-0.12,0.05,16.19.03
0.1,0.33,0.38,-0.15,-0.03,-0.33,-0.39,0.49,0.3,-0.09,0.62,0.85,0.21,-0.06,-0.26,0.17,-0.5,0.25,0.4,0.36,-0.26,-0.16,-0.36,0.22,-0.1,-0.04,01.07.01
-0.38,0.02,0,-0.33,0.11,0.09,-0.61,0.34,0.36,-0.51,-0.12,0.26,0.43,0.02,0.11,0.52,0.03,0.08,-0.21,-0.0157576,-0.11,-0.13,-0.46,-0.23,-0.09,0.15,42.01
-0.2,0.11,-0.32,-0.06,-0.12,0.32,-0.15,0.69,0.12,-0.24,0.48,0.47,-0.43,-0.44,-0.38,0.214172,-2.72,-0.22,0.51,1.1,0.9,0.33,-0.63,0.45,-0.4,-0.31,12.01.01
-0.32,0,0.1,0.17,0.03,-0.23,-0.12,-0.84,-0.55,0.56,-0.58,-1.02,-0.8,-0.19,-0.28,0.67,0.28,-0.07,0.12,0.223313,0.29,0.25,-0.59,-0.05,0.3,0.27,12.01.01
0.73,-0.13,0.16,0.18,0.35,0.02,-0.38,0.22,0.02,-0.28,0.28,0.35,-0.15,0.06,0.19,0.37,0.26,0.17,0.0973684,-0.21,0.1,-0.12,0,0.06,0.47,0.3,20.09.07.03
-0.62,0.24,-0.57,0.08,-0.11,0.47,0.38,0,-0.33,0.11,0.1,-0.18,-0.49,-0.49,-0.4,0.56,0.06,-0.4,0.13,0.37,0.17,0.19,-0.77,0.77,-0.42,-0.14,12.01.01
-0.97,0.04,0.17,0.25,-0.08,0.01,0.18,-0.31,-0.57,0.27,-0.54,-0.54,0.03,0,0.14,-0.06,0.03,-0.45,0.148286,0.05,0.02,0.16,0.02,0.23,0.07,0.04,14.10
-0.64,0.14,-0.161695,-0.18,-0.05,0.05,0.02,-0.4,-0.31,0.1,-0.25,0,0.12,0.06,0.14,0.42,0.23,-0.06,0.08,0.08,0.23,0.14,0.4,0.02,0.07,0,16.03.03
-0.25,1.19,0.12,0.17,0.05,0.01,0.46,0.51,-0.46,0.15,0.78,0.51,-0.76,0.48,0.48,-0.35,-0.44,-0.55,-1.09,-0.04,0.4,0.7,2.09,-0.05,-0.29,-0.07,20.01.07
0.32,0.04,-0.1,-0.1,-0.04,-0.38,0.75,-0.05,0.05,0.02,0.24,0.42,0.43,0.26,0.1,0,0.13,0.14,0.148286,-0.11,-0.59,0.12,-0.21,-0.02,0.2,0.04,14.10
0.38,-0.18,-0.1,-0.1,0.15,0.02,0.77,0.53,0.17,-0.03,0.53,0.61,0.85,0.31,0.14,0.61,0.29,0.11,-0.3,-0.29,0.251667,0.18,0.22,0.21,-0.25,-0.13,18.02
-0.58,1.38,0.17,-0.0812632,-0.2,0.120773,-0.18,0.81,0.26,-0.27,-0.47,0.62,0.14,-0.33,-0.33,0.214172,-2.74,-0.29,0.49,0.62,0.6,0.67,0.13,0.43,-1.31,-0.33,12.01.01
-0.03,0.06,-0.03,-0.01,0.17,-0.06,0.38,0.09,0.11,-0.22,-0.27,-0.27,0.03,-0.1,0.2,-0.16,0.46,0.16,0.27,0.145294,0.55,0.08,0,-0.1,0.03,0.4,01.06
0.59,-0.54,0.26,0.23,0.34,-0.46,0.47,-0.33,0.13,0.04,-0.61,-0.03,0.39,-0.09,-0.34,0.17,0.37,-0.09,0.0572674,-0.4,0.01,-0.05,-0.73,-0.31,0.17,0.31,01.04
-1.09,-0.32,-0.31,-0.04,0.32,0.09,-0.154759,-0.00971429,0.0421277,-0.34,0.0476336,0.158623,-0.0907801,-0.45,-0.34,0.79,0.1,-0.52,0.3,0.02,0.3,0.27,-1.2,0.35,-0.06,-0.05,01.05
-0.12,0.26,0.104815,-0.05,-0.24,-0.04,-0.18,0.296923,0.171923,-0.155769,0.246818,0.457917,-0.0973077,-0.08,0.14,0.26,0.33,0.61,-0.08,-0.02,0.28,-0.02,0.64,-0.42,0.43,0.26,20.03
-0.15,-0.42,0.27,-0.13,0.1,0.18,-0.01,0.08,0.05,-0.06,0.08,0.23,0.46,-0.42,-0.07,0.02,0.35,-0.28,0.3,-0.15,-0.48,-0.15,-0.41,-0.2,-0.12,0.16,11.02.03.04
-0.12,0.16,0.14,0.21,0.11,0.11,-0.04,-0.61,-0.5,0.09,-0.18,-0.46,-0.25,-0.16,0.18,-0.13,0.02,0.11,0.0572674,0.25,0.14,-0.04,-0.47,-0.05,0.12,0.04,01.04
0.61,-0.1,-0.11,0.02,0.05,-0.19,-0.56,0.28,0.45,-0.69,0.4,0.55,0.61,0.09,0.32,-0.4,0.41,0.65,-0.44,-0.09,-0.61,0,-0.16,-0.12,0.07,-0.05,20.01.03
0.14,-0.11,0.38,-0.06,-0.03,-0.21,0.08,0.16,0.6,-0.63,-0.44,0.39,1.24,-0.13,-0.11,0.08,0.38,0.07,0.15,0.0310811,0.06,0.19,0.51,-0.68,0.3,0.31,32.01
0.55,-0.15,0.04,-0.21,0.03,-0.32,-0.32,1.44,0.45,-1.18,0.3,0.54,0.73,0.06,-0.22,-0.48,-0.23,0.07,-0.0189583,0.08,0.29,-0.52,0.65,0.09,-0.21,-0.12,14.04
0.82,0.19,0.03,-0.24,-0.22,0.26,0.02,-0.37,0.08,-1.14,-0.01,0.02,0.45,0.48,0.03,-0.2,-0.74,0.2,0.3,0.3,0.17,-0.04,0.38,-0.09,-0.3,-0.35,10.01.05.01
-0.01,0,-0.33,-0.24,-0.1,0.03,-0.48,0.19,0.48,-0.67,-0.22,0.43,0.37,-0.31,-0.18,-0.08,-0.22,-0.16,-0.03,-0.010463,0.33,0.26,0.57,0.1,-0.41,-0.06,43.01.03.05
-0.17,-0.16,-0.1,-0.26,-0.26,-0.01,-1.09,0.25,-0.03,0.55,0.19,0.1,-0.14,-0.69,-0.63,1.28,0.4,-0.51,0.45,0.52,0.41,0.53,-0.21,-0.43,0.2,0.41,01.05.02.07
-1.89,-0.14,-0.59,-0.5,1.38,-0.68,-0.08,1.08,0.14,-1.26,-0.6,0.28,0.17,-0.36,0.01,1.2,0.82,0.05,0.0197368,-0.26,0.43,0.54,0.6,-0.58,1.4,0.98,43.01.03.09
0.07,0.31,0.19,0.28,-0.42,-0.06,-0.41,-0.77,-0.23,-0.16,0.47,0.6,-0.29,-0.07,-0.37,0.1,0.04,-0.00847656,0.06,0.02,0.28,0.28,0.07,-0.43,0.38,0.33,16.01
-0.29,0.19,0.03,-0.37,-0.12,0.01,0.15,2.24,-0.31,-0.06,-0.29,-0.52,-0.11,0.48,0.18,-0.06,-0.45,-0.15,0.00829787,-0.05,0.21,0.13,0.12,0.14,-0.06,-0.02,11.02.03.04
0.52,-1.29,-0.33,-0.19,-0.07,0.64,-1.46,0.3,-0.34,0.51,0.66,0.34,1.49,0.34,0.51,0.34,0.12,0.08,0.0317857,0.8,1.27,0.63,-1.33,-0.78,0.62,0.29,34.11.03.07
-0.94,-0.15,-0.22,-0.28,0.03,-0.12,0.02,-0.52,-0.18,0.11,0.13,0.01,0.42,-0.21,-0.2,0.53,0.13,-0.21,-0.0329412,0.24,-0.02,0.44,-0.05,-0.24,0.01,0.06,16.01
0.6,-0.194074,-0.0685714,0.148462,-0.0539286,0.0242857,-0.34,-0.09,0.13,-0.25,-0.12,0.38,0.51,-0.06,-0.33,0.3,0.13,-0.07,0.0973684,0.16,0.09,0.18,-0.151071,0.0214286,0.111786,-0.00892857,20.09.07.03
0.0121429,-0.05,-0.08,-0.09,-0.05,0.21,-0.26,0.36,0.21,-0.16,-0.29,0.44,-0.1,-0.12,-0.01,-0.07,0.21,0.17,0.0317857,0.15,0.08,-0.02,-0.08,-0.11,0.43,0.03,34.11.03.07
0.37,0.07,0.1,0.42,-0.25,0.14,0.07,0.03,-0.27,-0.02,-0.06,0.13,-0.02,0.1,0.11,-0.3,0,-0.02,0.28,0.0111165,0.15,0.42,1.09,-0.04,0.15,0,16.01
1.77,-0.45,-0.08,0.46,0.24,-0.08,1.01,-0.32,-0.14,0.06,-0.06,-0.78,-1.3,0.41,-0.11,-0.59,0.35,0.0846939,0.08,-0.22,-0.3,-0.21,-0.83,0.27,0.27,0.05,01.06
0.69,-0.17,-0.11,-0.34,-0.15,-0.04,-0.57,0.150638,0.71,-0.22,0.6,0.89,0.29,0.21,-0.17,0.26,-0.09,-0.16,-0.034,0.23,0.71,0.26,0.31,-0.33,0.14,0.15,32.01
0.195172,-0.23,0.01,0.25,0,-0.42,0.08,0.19,0.48,-0.34,0.29,0.17,0.38,0.22,-0.01,-0.44,0.34,0.1,0.23,0.0358824,-0.11,-0.07,-0.65,-0.16,0.15,-0.22,20.09.07.03
0.0156122,0.28,-0.09,-0.02,0.19,-0.04,0.07,0.05,-0.36,0.27,-0.1,0.27,0.03,0.19,0.17,-0.4,-0.29,-0.22,0.44,-0.00318841,0.42,0.14,-0.06,-0.06,-0.03,0.26,10.03.01
-0.393202,0.12,-0.16,-0.03,-0.21,0.31,0.16,0.24,-0.14,0.13,-0.07,-0.3,-0.18,-0.19,-0.4,0.214172,-2.92,-0.32,1,0.82,1.12,0.79,-1.17,0.58,-0.03,-0.33,12.01.01
0.106944,-0.26,-0.06,0,0.18,-0.26,-0.23,0.2,0.61,-0.21,-0.13,0.26,0.68,0.34,-0.07,-0.12,-0.08,0.09,0.0572674,0.06,0.6,0.07,-0.03,-0.06,0.01,0.02,01.04
-0.23,-0.64,0.03,-0.42,-0.28,0.12,-0.24,0.18,0.44,-0.61,-0.1,-0.05,0.33,0.14,-0.42,0.09,0.16,-0.05,0.56,0.39,0.56,0.28,-1.63,0.34,-0.23,-0.38,01.01.06
0.29,-0.21,0.34,0,0.26,-0.28,0.3,0,0.86,-0.53,-0.55,-0.16,-0.37,-0.02,-0.26,0.34,0.4,0.38,-0.02,-0.27,0.0457455,0.0343796,-0.58,-0.11,0.03,0.09,01.04
-0.6,-0.5,-0.08,-0.14,0.1,0.1,-0.08,0.53,1.04,-0.66,0.182,0.29825,0.18,0.39,0.68,0.35,-0.08,-0.38,-0.32,-0.69,-0.87,-0.08,-0.18,0.02,-0.24,-0.16,43.01.03.09
0.45,0.46,0.28,0.155294,0.01,-0.32,0.21,0.27,0.67,-0.63,0.3,0.46,0.25,0.25,-0.09,-0.3,-0.17,-0.09,0.2,-0.3,0.25,0.04,-0.11,0.21,0.01,-0.05,01.05
-0.51,-1.33,-0.48,0.2,0.09,-0.08,0.24,-1.21,0.62,0.46,0.58,-0.04,-0.32,0.07,-0.6,-0.32,0.16,-0.0426136,0.34,-0.19,-0.13,-0.6,-0.76,0.26,0.12,-0.18,42.01
-0.0158364,-0.41,-0.01,0.07,0.32,0.05,-0.06,0.01,-0.15,-0.17,-0.053125,0.34,0.31,-0.09,-0.08,0.18,0.09,0.15,-0.0329412,-0.26,-0.22,-0.16,0.32,0,0.23,0.05,16.01
0.58,-0.12,-0.15,0.09,0.08,-0.57,-0.2,0.83,0.38,-0.25,0.19,0.5,-0.14,-0.53,-0.29,0.59,0.04,-0.14,-0.1,-0.07,0.17,0.21,-1.93,0.71,0,-0.21,01.07.01
0.15,-0.08,0.24,0.07,0.13,0.06,-0.38,-0.18,-0.35,-0.12,0.05,-0.15,0.34,0.14,-0.18,-0.01,0.22,0.18,0.148286,0.14,0.49,0.33,-0.24,0.01,-0.09,-0.22,14.10
0.67,-0.22,-0.14,0.2,-0.42,-0.42,-0.44,0.22,0.11,-0.24,0.29,0.76,-0.87,-0.18,-0.24,0.03,-0.1,0.28,0.19,0.06,0.28,-0.27,-0.27,0.11,-0.29,0.08,20.01
0.08,0.3,-0.18,-0.22,-0.18,0.33,-0.33,0.02,-0.33,-0.19,-0.19,0.17,0.04,-0.42,-0.22,-0.63,-0.18,0.32,0.22,0.05,0.54,0.49,0.6,-0.21,0.18,0.27,01.05
-0.89,-0.03,-0.02,-0.05,0.04,-0.22,1.13,0.02,-0.07,-0.22,-0.53,0.57,-0.02,0.34,-0.33,-0.45,-0.91,-0.11,-0.33,-0.52,-0.27,-1.21,-0.06,0.06,-0.51,0.06,43.01.03.05
-0.06,-0.02,0.01,-0.38,-0.26,0.1,0.36,-0.16,-0.58,0.16,-0.79,-0.3,-0.65,0.02,-0.03,0.09,-0.18,0.12,0.03,0.0774797,0.28,0.11,-0.24,0.12,0.03,0.01,14.04
-0.14,-0.22,-0.25,-0.03,0.07,0.21,0.43,-0.48,-0.66,0.36,-0.42,-0.29,-0.76,0.15,0.25,-1.66,-0.2,0.34,0.43,-0.57,-0.34,0.1,0.36,0.26,-0.15,-0.03,11.02.03.04
0.19,0.07,-0.18,-0.08,-0.02,0.04,-0.36,-0.18,-0.19,-0.03,0.0252632,0.01,0.32,-0.06,-0.02,-0.42,-0.28,0.25,0.0572674,-0.28,0.31,0.27,0.18,0.02,0.02,0.23,01.04
0.06,-0.26,-0.11,-0.03,0.29,0.08,0.14,-0.18,-0.25,0.38,-0.55,-0.25,0.37,-0.13,0.02,0.25,0.13,0.13,0.04,0.00718062,0.34,0.11,0.18,-0.02,0,-0.09,01.04
0.9,-0.09,-0.04,-0.02,0.09,0.18,-0.05,0.26,0.19,-0.28,0.08,0.22,-0.22,-0.15,-0.09,0.11,-0.24,-0.22,-0.0329412,-0.12,-0.24,-0.29,0.04,-0.31,0.36,0.18,16.01
0.12,-0.00454545,0.239091,0.114545,-0.102727,0.139091,-0.13,-0.36,-0.32,-0.66,0.243333,-0.13,0.18,-0.45,-0.27,0.33,-0.03,-0.26,0.0277778,0.08,0.08,0.03,0.0545455,-0.0972727,0.0881818,0.0272727,20.01.07
0.15,-0.53,0.07,-0.07,0,-0.15,0.71,-0.86,-0.94,-0.4,-0.61,-0.27,0.17,-0.78,-1.63,-0.52,-0.86,0.0869536,0.39,0.14,0.66,0.39,1.12,-0.1,-0.03,0.44,01.05
1.72,-0.66,-0.48,0.47,-0.07,-0.12,-0.09,0.49,0.9,-0.08,0.98,0.71,-0.19,-0.51,-0.39,0.55,0.29,-0.06,-0.2,-0.05,0.01,-0.2,-0.75,0.45,-0.11,-0.5,14.04
0.31,-0.06,0.35,0.13,-0.23,0.07,0.25,0.16,0.0829545,-0.1,-0.0787805,0.0377273,0.06,-0.15,-0.15,-0.83,-0.5,-0.96,-0.83,-0.55,-0.9,-0.66,0.7,0.05,-0.67,-0.19,10.01.05.01
0.71,-0.13,0.34,0.13,-0.08,-0.01,0.39,0.251111,0.121111,-0.0666667,0.055,0.31,-0.212222,1.07,-0.56,-0.26,-0.49,0.25,0.2625,0.04,0.19,0.24,-0.56,-0.24,0.23,0.03,16.21.07
-0.14,0.26,0.63,-0.04,-0.23,-0.08,-0.06,-0.14,-0.3,0.04,-0.27,-0.21,0.27,-0.24,0.36,0.36,0.33,0.36,0.45,0.48,0.25,0.2,0.66,-0.58,0.56,-0.11,20.09.13
-0.36,0.21,0.28,-0.01,-0.18,-0.43,0.12,-0.31,-0.13,0.2,0.36,0.4,0.33,-0.27,-0.21,0.59,-0.03,0.07,0.296,0.15,0.53,0.34,-0.57,-0.05,-0.06,0.18,01.01
-0.94,-0.09,-0.12,-0.35,0.05,-0.28,-0.39,-0.13,-0.45,0.41,-0.02,-0.46,-0.01,0.02,0.15,0.35,-0.07,-0.21,-0.17,-0.00318841,-0.27,0.07,0.06,-0.34,-0.01,0.28,10.03.01
0.11,0.16,0.32,0.34,-0.03,-0.58,-0.17,0.27,0.01,-0.22,0.36,0.52,-1.08,-0.32,0,0.07,0.02,-0.12,-0.15,0.00718062,-0.22,-0.01,-0.0223051,0.39,-0.21,-0.15,01.04
0.07,-0.16,-0.23,-0.07,-0.07,0.43,0.26,-0.63,0.13,0.44,-0.48,-0.35,-0.42,-0.14,-0.06,-0.2,-0.08,0.28,0.00409091,0.24,0.4,0.23,0.38,0.31,-0.03,-0.01,16.03.01
-0.32,-0.34,0.18,-0.21,0.03,-0.14,-0.43,0.21,0.35,-0.12,0.11,0.23,-0.04,-0.1,0.02,-0.35,-0.22,0.45,0.22,0.14,0.28,0.43,0.48,-0.17,-0.15,0.08,14.04
-0.25,-0.19,-0.49,-0.31,0.17,0.56,-1.64,0.26,-0.88,0.36,-0.91,-0.23,0.29,0,1.23,0.17,-0.08,-0.45,-0.38,0.44,0.61,0.9,-0.74,-0.5,0.58,0.35,14.13.01.01
-0.18,0,0.04,-0.11,0.15,0.36,0.09,-0.11,0.03,-0.22,-0.42,-0.07,0.36,-0.14,0.14,0.01,-0.03,-0.23,0,0.0111165,0.25,0.05,0.89,-0.11,0.07,-0.15,16.01
0.56,0.01,0.45,-0.01,-0.03,-0.151538,-0.4,-0.19,0.25,-0.28,0.07,0.23,0.54,-0.62,-0.12,-0.23,0.04,0.84,0.09,-0.17,-0.32,0.05,1.2,-0.51,-0.01,0.48,01.05.02.07
1.1,-0.27,0.02,-0.48,-0.29,0.09,1.07,0.34,0.76,-0.93,-0.24,0.35,-0.14,1.27,-1.32,-0.95,-1.25,-0.02,-0.12,-0.28,0.04,0.65,0.09,0,-0.27,-0.06,01.02
-0.12,-0.03,-0.07,-0.03,0,-0.12,0.11,-0.52,-0.33,0.28,-0.15,-0.45,0.28,-0.09,0.12,0.08,-0.32,-0.13,0.0866667,0.06,0.19,-0.03,-0.31,0.02,0,0.07,14.07.11
0.2,0.13,-0.12,0.06,-0.08,0.27,-0.01,0.11,0.27,0.07,-0.05,-0.26,-0.53,0.14,0.27,-0.08,-0.01,0.04,0.18,0.0963636,0.08,-0.02,0.72,0.19,-0.09,-0.5,14.10
-0.29,-0.48,-0.11,-0.41,-0.04,-0.07,-0.31,0.65,0.21,-0.22,0.32,0.38,-0.2,0.0948649,0.215135,-0.0730556,-0.0748649,0.0583333,-0.0388889,0.0759091,0.0170588,-0.0838235,-1.79,0.03,0.06,0.54,16.19.03
-0.58,-0.06,-0.0647368,0.28,0.22,-0.27,-0.33,-0.42,-0.63,-0.03,-0.06,-0.1,-0.27,-0.28,0.27,-0.28,0.22,0.4,-0.24,-0.09,-0.35,0.06,-0.99,0.14,0.4,0.26,12.07
-0.36,-0.39,0.15,-0.24,0.04,0.04,-0.01,0.2,-0.09,0.02,-0.31,-0.29,0.47,-0.01,0.19,-0.09,-0.04,0.35,0.00829787,-0.01,0.19,0.32,0.13,-0.29,-0.08,-0.05,11.02.03.04
-0.36,0.13,-0.08,-0.2,0.08,0.18,0.2,-0.02,-0.12,0.14,-1.16,-0.48,-0.43,-0.51,-0.49,1.56,0.11,-0.187812,0.03,0.3,0.38,0.23,-0.73,0.44,-0.01,-0.21,12.01.01
-0.3,0.17,0.28,-0.04,0.06,-0.01,0.38,-0.08,-0.53,0.14,-0.96,-0.55,-0.32,-0.02,-0.06,0.26,0.04,-0.51,0.0624242,-0.04,0.52,0.35,-0.08,0.11,-0.02,0.09,10.03.01
-0.112857,-1.88,-1.22,-0.91,-0.02,0.7,-1.37,0.07,-1.16,0.92,0.21,0.4,0.89,0.69,0.86,-0.17,-0.41,-0.27,0.6,0.133333,0.92,0.8,-1.78,-0.7,1,0.53,18.02
0.26,-0.58,-0.45,0.04,-0.2,0.01,0.25,-0.46,-0.02,0.21,-0.16,0.33,0.33,0.16,-0.12,-0.51,0.08,0.77,0.75,-0.012,0.51,0.19,0.27,-0.26,-0.01,-0.11,42.04
