@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.79,-0.06,0.03,-1.44,-0.26,-0.07,0.12,0.46,-0.3,-0.5,0.2,-0.28,0.63,0.38,1.12,0.31,-0.2,0.4,01.05
0.58,-0.27,-0.18,-0.14,0.06,0.24,0.16,0.52,0.73,0.27,0.34,-0.1,0.4,-0.15,0.4,0.24,0.24,-0.82,11.02.03.04
-0.45,-0.14,0.47,-0.2,0.02,0.1,-1.16,0.32,-0.23,-0.04,0.21,-0.2,0.02,0.16,-0.28,-0.53,-0.07,-0.3,20.09.04
-0.67,-0.08,-0.13,0.22,0.05,-0.16,-0.03,-0.43,0.55,0.37,0.4,-0.29,-0.15,-0.3,-0.19,-0.23,0.2,0.13,01.07.01
0.12,0.16,-0.38,-0.17,-0.47,0.25,0.26,-0.18,0.25,0.36,0.11,0.14,-0.15,0.06,-0.18,-0.06,0.15,-0.01,16.01
0.15,0.02,0,-0.04,0.58,0.128571,0.11,0.0457143,1.09,-0.05,-0.2,-1.37,0.44,-0.01625,0.17,-0.23,0.09,-0.08,01.03.01
-0.45,-0.24,0.31,-0.21,0.25,0.19,-0.23,-0.06,0.13,0.19,-0.08,0.06,-0.14,-0.09,0.44,0.25,0.25,-0.08,20.09.07
-0.64,0.16,0.35,1.31,-0.39,-0.25,-0.06,-0.65,0.67,0.47,0.38,-0.14,-0.29,-0.44,-0.8,-0.46,0,0.03,42.01
0.1,0.23,-0.08,-1.17,0.58,0.54,0.07,0.5,0.25,-0.71,-0.05,-0.5,-0.05,-1.79,0.11,0.36,-0.36,0.08,01.05
0.48,0.08,-0.25,-0.54,0.16,0.15,0.12,0.5,0.48,-0.14,0.28,0.37,-0.2,-1.08,-0.56,-0.17,-0.11,0.18,01.06.02.01
0.04,0.41,-0.23,-0.61,-0.98,-0.63,0.31,-0.46,0.07,-0.31,0.52,0.52,0.06,-0.11,0,-0.74,0.29,0.04,12.01.01
0.71,-0.37,-0.35,0.54,-0.84,-0.13,0.81,0.26,-0.03,-0.85,-0.32,0.26,0.52,-0.62,-1.04,-0.72,0.28,0.15,01.04
0.42,0.09,-0.36,0.79,-0.5,-0.02,0.16,-0.55,0.41,0.12,0.13,-0.42,-0.34,-0.0838235,-0.43,-0.09,0.3,0.07,16.19.03
-0.25,-0.03,0.03,-0.05,0.09,0.12,0.19,0.48,0.13,-0.58,-0.12,-0.44,0.19,0.6,-0.85,0.63,0.17,0.3,01.01
-0.84,0.16,-0.15,0.23,-0.08,-0.54,0.11,-0.4,-0.51,-0.25,0.45,0.36,-0.00847656,0.28,0.03,0.04,0.22,-0.23,16.01
-0.01,0.03,-0.14,0.1,0.38,-0.93,-0.11,0.23,-0.15,-0.1,0.44,0.46,0.18,0.36,-0.68,-0.44,-0.1,0.12,01.05.02.07
-0.3,-0.02,0.03,0.64,-0.65,0.02,0.01,-0.37,-0.29,-0.3,0.43,-0.93,-0.11,0.132857,-0.06,-0.3,0.1,0.17,01.02
-0.27,0.19,-0.03,0.18,-0.18,-0.13,1.01,0.01,-0.03,-0.26,0.17,-0.23,-0.07,0.19,0.31,0.45,-0.15,0.09,32.01
-0.94,0.05,0.33,1.29,-0.93,-0.33,0.13,-0.75,-0.22,-0.14,0,0.25,-0.0155072,0.29,-0.69,-0.04,0.21,-0.39,16.03.01
0.24,0.13,-0.23,0.54,-0.46,-0.46,0.36,-0.56,0.12,-0.24,0.44,-0.42,-0.03,-0.03,1.75,-0.1,-0.19,-0.16,01.04
0.6,0.08,0.09,-0.04,0.5,0.16,0.14,0.07,0.18,0.02,0.25,0.32,-0.03,0.13,0.19,-0.24,0.09,0.19,16.01
0.64,-0.13,0.27,0.58,0.35,0.4,-0.23,0.29,0.08,-0.19,-0.36,0.54,-0.32,-0.24,0.19,0.1,-0.07,-0.03,32.01
-1.12,0.17,0.04,-0.4,0.13,0.75,-0.57,0.3,-0.09,0.25,0.52,0.15,0.08,-0.261957,0.15,0.66,-0.42,0.14,10.01.05.01
1.48,0.01,-0.07,0.1,0.15,0.27,-0.05,-0.41,0.09,0.27,0.27,0,0.25,-0.09,-0.03,-0.15,-0.03,0.07,14.04
0.106944,-0.19,-0.1,0.04,-0.79,-0.57,0.43,-0.57,-0.06,0.02,-0.03,0.24,-0.06,-0.2,0.62,-0.62,0.02,0.16,01.04
0.15,0.33,0.09,-0.35,0.34,1.16,1.05,1.12,0.19,-0.02,-0.34,-0.38,0.24,-0.7,-0.01,-0.27,0.23,-0.15,10.03.01
0.41,0.24,-0.09,-0.46,-0.4,-0.33,0.18,0.06,0.36,0.24,0.02,-0.36,-0.19,-0.32,-0.06,0.1,-0.04,-0.18,10.03.04
0.28,0.66,0.67,-1.2,0.21,0.57,-0.22,0.62,0.34,0.28,1.19,0.26,0.33,0.4,-0.5,-0.77,0.47,0.18,43.01.03.05
0.7,0.02,-0.06,-0.06,0.24,-0.3,0.32,-0.57,-0.02,-0.4,0.03,-0.3,0.13,-0.16,-0.67,-0.53,0.18,0.08,16.03.01
0.41,-0.28,-0.24,0.23,0.23,-0.31,-0.14,0.38,0.05,-0.19,0.24,0.36,0.26,-0.24,0.3,0.11,-0.06,0.15,43.01.03.05
0.62,0.11,-0.31,-0.1,0.25,0.3,-0.02,0.94,-0.27,-0.11,0.67,0.120364,0.73,0.22,0.28,0.13,0.24,0.02,20.09.18
0.62,0.01,0.24,0.47,-0.32,0.52,0.18,0.37,0.21,0.39,0.39,-0.433333,0.29,0.31,0.03,-0.08,0.27,-0.21,20.01.03
0.18,0.17,0.21,0.15,-0.13,0.09,-0.01,-0.17,-0.08,0.04,0.03,0.17,-0.15,-0.05,0.36,-0.11,-0.01,-0.05,11.02.03.04
-0.14,0.03,-0.14,-0.77,0.12,0.5,0.13,0.67,-0.28,0.1,0.52,0.86,0.04,0.55,0.51,0.19,-0.32,0.51,11.02.03.04
0.42,0.29,0.16,0.05,0.18,-0.09,0.38,0.33,0.54,0.37,-0.02,-0.73,0.53,0.25,-0.19,-0.37,0.27,-0.15,01.04
-0.14,-0.13,0.26,-0.19,-0.4,0.11,-0.12,0.44,-0.44,-0.34,-0.29,-0.44,-0.04,-0.39,-0.34,-0.16,-0.05,-0.03,02.13.03
0.26,0.29,-0.25,0.18,0.23,-0.23,0.35,-0.21,0.38,0.36,-0.04,-0.43,-0.12,-0.6,-0.42,-0.2,-0.15,-0.01,14.04
-0.04,-0.06,0.17,-0.47,0.11,0.13,0.05,-0.49,-0.5,-0.49,-0.03,0.77,-0.23,0.15,0.06,0.02,-0.25,0.04,14.10
0.99,0.5,0.89,-2.36,1.36,0.22,0.66,0.7,0.07,0.12,0.19,0.84,-0.0426136,0.32,-1.11,0.2,0.18,0.25,42.01
-0.23,0,-0.14,0.1,-0.1,0.1,0.17,-0.02,-0.4,-0.32,0.13,0.26,-0.08,-0.01,-0.22,0.58,0.11,0.08,01.01.06
-0.04,0.22,0.24,-0.91,-0.13,0.16,0.4,0.45,0.12,0.15,-0.3,-0.18,0.29,-0.32,-0.71,-0.111979,0.22,0.09,11.02.03.04
1.06,-0.03,-0.67,0.23234,-0.131778,-0.0713636,0.224773,0.214186,-0.41,-0.83,-0.56,0.66,0.5,-0.71,-1.25,-0.74,0.11,-0.06,10.01.05.01
-0.18,-0.12,0.23,0.1548,-0.13,-0.0130435,0.1312,0.0552174,-0.35,0.22,0.08,-0.08,-0.2,-0.27,0.01,0.29,-0.07,-0.11,11.02.03.01
-0.6,-0.18,0.18,0.54,-0.43,0.33,0.2,-0.41,-0.25,0.26,0.11,-0.13,0.06,0.07,-0.33,-0.22,0.11,-0.03,16.03.01
0.03,-0.04,-0.34,-0.76,0.32,0.47,0.43,1.21,0.17,0.32,0,0.26,0.11,-0.11,-0.48,0.02,0.04,0.04,42.01
-0.49,-0.28,-0.5,1.87,-2.23,-1.16,-0.53,0.58,-0.51,-0.92,0.78,2,0.23,1.05,0.84,-0.51,0.41,0.54,43.01.03.05
-0.34,-0.13,0.36,0.62,0.2,0.6,-0.41,-0.28,-0.06,-0.13,-0.21,0.09,-0.0472727,-0.31,-0.48,0.06,-0.3,-0.17,01.01
-0.15,0.08,0,-0.05,0.09,0.39,-0.212692,0.33,-0.45,0.07,0.51,0.120364,0.36,0.46,0.03,0.23,0.17,-0.24,20.09.18
0.06,0.37,-0.13,0.35,-0.18,-0.08,0.69,-0.12,-0.15,0.18,-0.05,0.01,0.05,-0.26,-0.38,-0.12,-0.04,-0.03,11.02.03.04
0.01,0.13,0.22,-0.47,0.12,0.17,-0.1,-0.21,0.19,0.28,-0.15,0.17,-0.21,-0.33,0.11,0.09,-0.13,0.14,20.09.18
0.18,-0.01,0.23,0.12,0.16,-0.13,0.31,0.027194,-0.07,-0.23,0.3,0.02,0.18,0.05,-0.53,-0.11,0.1,-0.03,11.02.03.04
-0.03,-0.13,-0.09,0.08,0.01,-0.46,0.06,0.06,-0.24,0.05,0.11,0.69,-0.04,-0.02,0.08,-0.24,-0.25,0.23,12.10
0.5,0.37,0.93,-0.77,-0.15,0.75,-0.39,-0.01,0.36,0.63,0.72,0.51,0.21,0.3,-0.9,-1,0.86,0.42,11.02.03.01
-0.12,0.14,0.08,-0.07,-0.4,-0.38,-0.17,-0.33,0.18,-0.24,0.53,0.15,0.42,0.04,-0.1,0.03,-0.32,0.16,01.04
0.38,-0.28,0.03,-0.16,-1.02,-0.77,0.28,0.07,-0.69,-0.61,-0.52,0.06,0.01,0.07,1.47,0.66,-1.03,0.53,10.03.01
-0.22,-0.01,-0.54,0.38,-0.18,-0.37,0.2,0,-0.07,0.13,-0.01,-0.22,0.24,0.01,-0.57,-0.29,-0.24,0.15,16.01
-0.17,0.1,-0.31,1.05,-0.02,-0.95,0.45,0.36,0.18,0.19,-0.05,0.14,-0.2,-0.3,-0.42,0,0.02,-0.33,10.01.09.05
0.56,0.01,0.1,0.59,0.09,-0.18,-0.16,0.3,0.02,-0.31,-0.28,0.07,-0.01,-0.35,-0.44,0.02,0,0,16.03.01
-0.25,0.16,-0.04,-0.11,0.27,0.47,-0.34,0.58,-0.06,0.32,0.26,-1.55,0.05,0.18,-0.62,0.24,0.34,0.08,01.06
-0.36,-0.33,0.54,-1.09,0.44,0.39,-0.09,-0.05,-0.2,-0.02,0.01,0.79,0.04,0.75,0.97,-0.11,0.27,-0.11,20.01.15
0.66,0.05,-0.19,-0.49,0.39,0.08,-1.69,0.7,0.27,0.27,0.31,0.54,-0.09,-0.03,-0.35,0.77,-0.38,-0.3,01.02
-0.06,-0.02,-0.18,0.11,-0.17,-0.11,0.43,0.21,-0.16,-0.12,0.1,0.19,0.24,0.34,0.04,-0.44,0.11,-0.05,11.02.03.04
0.14,-0.02,0.27,-0.24,0.58,0.22,-0.22,0.39,0.12,-0.38,0.13,0.51,-0.12,-0.36,0.76,0.37,0.2,0.11,16.21.07
-0.38,-0.07,0.16,0.12,-0.69,-0.42,0.13,-0.69,-0.03,0.05,0.05,0.07,0.05,0.2,0.12,0.14,0.03,0.35,11.02.03.04
0.11,0.0135616,0.0306757,-0.07,-0.04,0.33,0.5,-0.05,-0.21,-0.38,-0.62,0.16,0.2,-0.62,-0.119324,-0.131216,0.0448649,-0.00972603,16.03.01
2.02,-0.33,-0.44,2.4,-0.12,-1.18,0.83,-0.19,0.09,-0.51,-1.5,0.76,0.04,-1.02,-1.55,-1.2,-0.09,0.2,16.03.01
-0.64,0.05,-0.28,-0.82,0.1,0.09,-0.16,0.13,-0.1,0.19,0.38,0.29,0.36,0.12,0.15,-0.04,-0.1,-0.1,42.01
1.13,-0.06,-0.02,-0.35,0.19,0.2,-0.03,0.29,-0.24,-0.16,0.07,0.01,0.13,0.13,-0.04,0.04,0.19,0.18,11.02.03.04
1.02,-0.06,-0.06,0.58,-0.3,-0.5,0.06,0.51,-0.48,-0.73,-0.41,0.95,-0.24,-0.89,-1,0.14,-0.06,0.3,14.10
-0.4,-0.16,0.23,0.88,-1.05,-0.98,0.38,-0.68,-0.16,-0.38,-0.15,0.42,-0.11,0.15,0.24,-0.39,-0.16,0.04,11.02.03.01
-0.274,-0.07,-0.3,0.01,-0.45,1.25,0.48,0.25,-0.3,-0.41,0.04,-0.46,-0.28,0.45,0.5,-0.1,-0.16,0.34,14.07
-0.03,-0.07,-0.16,0.4,0.21,0.12,0.86,0.74,0.23,-0.13,-0.43,-0.13,0.08,-0.28,-0.65,-0.5,0.45,0.85,10.03.01
-0.36,-0.26,0.14,0.15,0.66,0.34,0.21,0.67,0.17,-0.08,-0.34,-0.3,-0.11,0.15,0.47,0.29,0.17,0.16,10.01.05
0.9,-0.24,0.12,0.16,0.62,0.11,0.14,0.14,-0.21,0.23,0.33,0.46,0.08,0.108182,0.31,-0.08,0,-0.1,20.01.10
-0.07,-0.1,-0.07,0.12,0.23,0.35,0.15,0,0.17,0.15,0.27,0.03,0.21,0.23,0.37,-0.52,-0.3,0.26,16.03.01
-0.18,0.0230928,0.120773,-0.105625,0.0172487,0.114681,0.114518,-0.145815,0.09,-0.08,-0.23,0.48,-0.31,0.07,-0.504286,-0.280102,0.0511224,-0.17066,12.01.01
-0.76,-0.06,0.34,1.22,-1.1,-1.14,-0.01,-0.08,-0.39,-0.52,-0.05,-0.03,-0.29,0.09,-0.35,0.43,0.03,0.16,20.01.13
-0.71,-0.3,0.11,-0.26,-0.45,-0.62,0.39,0.09,-0.34,-0.17,0.02,0.18,0.15,0.49,0.06,-0.06,0.0511224,0.06,12.01.01
1.44,-0.63,-0.54,-0.28,-0.11,0.27,0.17,1.04,-0.67,-0.05,0.13,0.65,0.42,0.04,-2.44,-0.78,-0.13,0.59,20.09
-0.06,-0.37,-0.56,-0.46,0.04,0.07,-0.09,0.74,-0.37,-0.28,-0.23,0.55,-0.12,0.18,-0.27,-0.36,-0.18,0.35,42.16
0.33,0.33,0.31,0.0985319,-0.00599432,0.0155398,0.116083,0.027194,0.34,0.46,0.5,-0.31,0.11,-0.09,0.0701562,-0.53,0,0.11,11.02.03.04
1.23,-0.27,-0.02,0.303288,-0.00760563,0.0340845,0.0538028,-0.00521739,-0.59,-0.59,-0.16,0.99,0.23,-0.5,-0.47,-0.73,0.1,-0.07,16.03.01
0.37,0.85,-0.24,-0.01,0.35,-0.04,-0.13,0.75,0.8,0.36,-0.77,-1.51,0.56,-0.0610112,-0.76,-0.48,0.03,-0.38,10.03.01
-0.25,-0.06,0.07,0.57,-0.29,0.05,1.27,0.1,-0.23,0.12,-0.01,0.05,-0.05,0.11,-0.65,-0.15,0.14,-0.01,16.03.01
0.51,0.19,-0.15,-0.04,0.09,0.09,0.17,0.19,-0.05,0.06,-0.2,-0.04,-0.24,0,0.09,-0.37,0.01,-0.37,01.04
0.43,-0.46,0.1,0.0514885,-0.116275,-0.0674409,0.0603516,-0.0293117,-0.14,-0.04,-0.11,0.3,-0.16,0.21,-0.66,-0.39,-0.09,-0.04,16.01
0.58,-0.24,0.25,-0.0112687,-0.0126966,0.00370787,0.0939394,0.114633,-0.06,-0.33,0.32,0.52,0.58,-0.4,-0.69,-0.05,-0.18,-0.05,01.04
0.49,0.29,0.16,0.0231579,-0.113784,-0.0130556,-0.0313889,0.0935294,0.19,0.15,-0.05,-0.23,0.18,-0.32,-0.05,-0.53,0.03,-0.26,34.11.03.07
0.28,-0.3,-0.19,0.15,0.06,0.44,-0.11,0.0456129,-0.28,-0.24,-0.02,0.59,-0.02,0.37,0.42,-0.02,0.46,0.28,14.04
-0.47,0.01,-0.26,0.3,0.02,0.02,0.08,-0.05,-0.34,-0.08,-0.23,0.7,-0.35,0.03,-0.81,-0.22,0.31,-0.02,11.02.03.04
-0.07,-0.31,0.07,0.24,-0.37,-0.03,-0.01,0.12,-0.05,0.11,0.31,-0.17,0.15,0.46,-0.45,0.02,-0.06,-0.09,11.02.03.04
0.24,-0.22,0.24,0.579189,-0.154737,0.0513158,-0.14,-0.302368,-0.26,-0.15,0.31,-0.24,0.02,0.1,-0.48,-0.06,-0.14,0.05,11.04.01
0.71,-0.05,-0.01,0.01,0.1,0.05,0.37,0.1,-0.28,0.01,-0.04,0.22,0.13,-0.14,-0.04,-0.29,0.3,-0.09,20.09.07.03
-0.32,0.14,-0.04,1.03,-0.23,-0.19,-0.07,-0.47,-0.06,0.23,0.14,-0.36,-0.14,-0.29,-0.7,-0.24,-0.04,-0.07,42.01
-0.3,-0.21,0.2,-0.3,0.52,0.19,0.03,-0.32,-0.33,-0.05,-0.12,0.119643,-0.09,0.42,-0.91,-0.11,-0.17,-0.28,14.04
0.04,-0.04,0.3,-0.36,0.15,0.08,0.16,0.114633,-0.51,-0.03,0.33,0.36,0.44,-0.18,0.88,0.14,-0.3,-0.03,01.04
-0.104355,-0.1,0.17,0.39,-0.36,-0.27,0.02,0,-0.17,-0.08,0.09,0.17,-0.08,-0.08,-0.28,-0.3,-0.52,0.4,01.07.01
-0.38,0.19,0.04,-0.33,0.21,0.23,0.06,-0.09,0.85,1.03,0.72,-0.62,0.45,0.71,0.37,-0.22,0.21,-0.18,10.03.04
-0.58,-0.04,-0.04,-0.46,0.21,0.8,0.0686466,0.63,-0.12,-0.27,-0.11,0.03,0.07,-0.13,1.14,0,0.16,-0.26,43.01.03.05
-1.09,-0.16,-0.01,-0.77,-0.27,-0.07,-0.3,0.09,-0.51,0.14,0.04,-0.6,0.44,1.33,-0.65,0.5,-0.3,0.32,20.03
-0.110667,0.39,0.11,0.62,-0.22,-0.65,0.16,0.06,-0.33,-0.61,-0.2,0.61,-0.24,-0.14,-1.03,0.41,-0.12,-0.27,16.03.03
-0.6,0,-0.05,0.22,-0.03,0.45,0.25,0.15,0.01,-0.07,0.04,0.56,-0.02,0.35,0.02,0.05,0.07,0.06,11.02.03.04
-0.81,0.12,0.41,-0.4,-0.4,0.61,0.18,0.38,-0.17,0.19,0.27,0.06,0.17,0.77,0.32,0.74,0.4,0.14,32.07
0.76,-0.22,-0.28,-0.04,0.88,-0.37,0.05,0.5,0.15,0.17,-0.2,-0.12,-0.01,-0.32,0.45,0.42,0.23,-0.1,14.04
0.15,0.55,0.66,-1.4,0.98,1.16,-0.6,-0.33,0.75,1.03,1.55,0.14,0.46,0.0206516,-0.55,-0.48,0.33,0.17,11.02.03.04
0.11,-0.17,0.27,-0.66,0.64,-0.06,0.06,-0.3,0.13,0.08,0.23,0.22,0.48,0.06,0.41,-0.15,-0.23,0.01,14.10
0.51,0.25,0.01,0.13,0.12,-0.12,0.04,-0.07,-0.06,0.09,-0.01,0.08,0.1,0.09,-0.25,0,0.13,-0.18,16.03.01
-0.58,-0.2,0.36,-0.35,0.44,0.22,-0.06,-0.05,-0.19,-0.27,-0.06,0.214172,0.16,0.83,-0.84,-0.32,0.17,-0.22,12.01.01
-0.23,-0.01,0.02,-0.28,-0.01,0.61,-0.15,0.37,0.14,0.4,0.19,0.09,0.14,0.23,-0.79,0.21,-0.03,0.08,20.03
0.34,0.13,-0.02,-0.26,-0.23,-0.37,0.05,0.07,0.07,-0.03,-0.13,-0.23,-0.01,-0.04,-1.04,-0.46,0.08,0.04,11.04.01
0.19,0.1,0.19,0.59,0.16,-0.07,0.07,-0.2,0.17,0.2,0.2,0.04,0.06,-0.01,0.13,-0.42,0,-0.15,16.03.01
0.43,-0.04,0.08,0.09,-0.08,0.37,-0.14,-0.48,0.13,-0.02,0.46,0.188182,0.61,0,0.02,-0.31,-0.23,-0.17,42.16
0,-0.19,0.22,-0.07,0.25,-0.24,0.21,0.2,-0.06,0.04,0.09,-0.11,-0.06,0.08,0.34,-0.13,-0.39,-0.07,32.07
-0.38,-0.19,0.13,0.11,-0.1,-0.26,0.36,0.06,0.06,-0.15,0.12,0.08,0.2,0.53,0.06,-0.36,-0.02,-0.27,01.05
0.52,-0.51,0.28,0.05,0.29,0.12,0.14,0.36,0.18,-0.74,-0.32,0.09,-0.1,-0.91,0.32,0.2,-0.36,0.02,01.04
0.25,0.03,-0.14,-0.8,-0.39,-0.26,0.24,0.22,0.29,0.07,-0.15,-0.34,-0.19,-0.07,-0.2,0.04,-0.02,0.2,10.01.05.01
1.09,-0.51,-0.67,0.72,0.28,-0.35,-0.04,0.12,0.03,-0.26,0.06,0.44,0.38,0.02,1.68,-0.4,-0.25,-0.25,43.01.03.05
-0.25,-0.37,0.23,0.39,0.04,0.5,-0.36,0.14,0.26,0.3,-0.21,-0.45,0.27,0.07,0.62,0.29,0.18,0.02,11.04.03.01
-0.07,-0.22,0.23,-0.03,0.24,0.53,-0.23,-0.08,0.1,0.03,0.21,0.03,0.13,0.24,0.46,-0.16,-0.07,-0.01,01.06.02.01
-0.25,0.08,0.39,-0.13,0.41,0.12,0.13,-1.08,-0.51,-0.67,-0.17,1.35,-0.29,0.07,-0.87,-0.63,-0.39,-0.31,12.01.01
-0.22,-0.4,-0.17,-0.93,0.0870213,0.0653191,-1.53,0.16,-0.12,-0.66,-0.11,0.16,0.35,0.53,1.14,-0.09,0.07,-0.04,01.06
-0.84,-0.61,-0.52,0.36,0.12,-0.21,0.07,0.2,0.05,0,-0.01,0.3,-0.05,0.25,1.37,-0.25,0.01,-0.21,01.05
0.43,-0.17,-0.36,0.16,0.58,0.200789,-0.08,0.94,-0.58,-0.46,-0.13,0.62,0.13,0.21,-0.15,-0.51,-0.49,0.38,32.07
0.64,-0.16,-0.59,0.1,0.99,0.176471,0.17,0.319375,-0.0494737,-0.204737,-0.206842,0.122632,0.0929412,-0.167778,0.39,-0.24,-0.02,-0.21,10.03.02
0.11,-0.03,0.15,-0.16,0.11,0.67,-0.28,0.47,0.51,0.13,-0.15,-0.29,-0.06,-0.06,0.33,-0.43,0.03,-0.05,11.02.03.04
0.28,0.08,0.05,0.17,0.09,0.08,0.2,0.11,0.21,0.03,0.05,-0.11,-0.07,0.03,0.18,0.16,-0.28,-0.07,11.02.03.04
-0.15,0.39,-0.12,0.51,0.16,0.93,0.38,-0.28,0.24,0.14,-0.37,0.1,-0.28,-0.29,-1.2,-0.14,-0.09,0.06,14.10
0.3,-0.01,0.26,0.48,0.26,0.37,-0.24,-0.72,-0.09,-0.18,0.09,0.43,-0.08,0.28,0.11,-0.01,-0.01,-0.01,11.02.03.04
-0.36,-0.08,0.36,1.57,-0.82,-0.63,0.09,-0.36,0.24,0.26,0.03,0.18,-0.24,-0.05,-0.77,-0.35,-0.01,-0.01,11.04.01
-0.49,-0.32,-0.02,-0.33,0.21,0.44,-0.1,-0.38,0.22,-0.09,0.23,0.63,-0.01,0.77,0.58,0.07,0.23,-0.53,20.01.15
-0.42,-0.07,0.18,-0.26,0.11,0.34,0.06,-0.11,-0.48,-0.33,-0.59,1.36,-0.73,0.21,-0.86,-0.31,0.52,-0.11,12.01.01
0.07,-0.12,0.19,-0.09,-0.1,0.42,-0.31,0.84,0.03,0.12,0.13,-0.18,-0.2,0.08,-0.12,-0.3,0.24,0.2,11.02.03.04
-0.22,-0.07,0.23,-0.09,-0.37,0.29,-0.15,0.22,0.46,0.02,0.04,-0.37,-0.06,0.26,-0.85,-0.66,0.28,0.12,01.04
1.48,-0.2,-0.21,1.08,-0.53,-0.58,0.25,0.37,-0.2,-0.59,-0.63,0.78,-0.12,-0.47,-0.31,-0.52,0.04,-0.31,10.03.02
-0.86,-0.08,0.14,-0.5,-0.03,0.05,0.25,0.12,-0.27,-0.24,-0.25,0.67,-0.22,0.27,-0.27,-0.48,-0.2,0.24,01.01.06
-0.45,0.12,0.37,-0.11,0.18,0.15,0.03,0.18,0.31,0.18,0.13,0.14,-0.04,0,0.68,-0.04,-0.32,-0.13,11.02.03.04
0.44,-0.22,-0.16,0.17,-0.02,0.36,0.09,0.03,0,-0.07,-0.09,-0.65,0.2,0.64,0.26,-0.24,-0.24,-0.14,11.02.03.04
0.18,0.06,0.23,-0.1,0.34,0.16,0.29,-0.00818182,-0.19,-0.61,0.21,0.73,-0.02,0.37,-0.03,-0.46,0.15,-0.15,11.04.03.01
-0.49,0.28,-0.12,-0.03,0.03,0.23,0.06,0.29,-0.08,0.16,-0.04,0.24,-0.16,0.3,0.14,0.11,0.63,-0.00964286,10.01.09.05
3.43,-0.25,0.11,0.62,0.02,-0.14,-0.38,-0.31,-0.67,0.29,0.02,1.32,-0.41,-0.11,-0.73,-0.05,-0.21,0.25,43.01.03.05
0.03,0.3,0.07,-0.151507,-0.11,0.1,-0.39,0.39,-0.54,0.1,0.06,0.77,0.47,0.47,0.85,0.09,-0.58,0.18,01.05
0.3,0.0145181,-0.00580838,0.14,0.45,0.38,0.14,0.0456129,-0.0409357,0.0198246,0.0125731,0.119643,0.0202516,0.0873494,0.0559763,-0.131437,0.00597633,0.0455952,14.04
0.73,0.61,-0.23,-0.48,0.46,0.3,0.12,0.37,-0.37,0.06,-0.15,0.36,0.01,0.01,-0.18,-0.18,-0.23,0.02,16.01
0.4,0.45,-0.4,-0.03,0.28,0.6,-0.06,0.84,-0.66,-0.04,0.19,-0.34,-0.23,0.03,0.21,-0.25,-0.05,-0.05,10.01.05.01
-0.29,0.1,0.09,1.06,0.96,0.98,1.54,1.06,0.55,0.62,0.45,-1.05,0.51,0.11,-0.22,-0.65,-0.12,0.14,14.10
0.14,-0.5,0.15,0.14,0.37,0.26,-0.12,-0.08,0.35,0.42,0.36,0.11,0.2,-0.57,-0.09,-0.11,-0.03,-0.2,43.01.03.05
-2.56,0.21,0.65,-1.48,-0.2,0.98,-1.67,-1.39,-2.56,-1.01,1.03,1.72,-0.1,0.9,0.24,-0.28,-0.45,0.57,32.01
-0.32,-0.07,0.2,0.1,-0.3,-0.23,-0.07,-0.22,0.15,0.31,0.19,-0.52,0.21,0.11,0.56,-0.37,-0.18,0.11,43.01.03.09
0.39,-0.0233333,-0.13,-0.37,0.3,0.32,0.08,0.43,-0.02,0.38,0.18,0.8,-0.06,-0.06,0.32,-0.21,-0.41,0.03,43.01.03.09
-0.6,0.28,0.12,0.01,0.22,-0.02,-0.62,0.67,0.13,0.41,-0.03,0.02,-0.26,-0.09,0.84,0.16,-0.23,0,11.04.01
-0.64,-0.07,0.21,0.38,0.23,0.31,-0.36,-0.07,0.05,0.24,-0.11,-0.35,0.13,-0.05,0.15,-0.58,-0.22,-0.12,11.02.03.04
-0.89,0.24,0.41,0.03,-1.26,0.6,-1.18,-1.47,-0.83,0.17,0.89,1.04,-0.46,0.68,-1.2,-0.62,-0.13,0.19,10.03.01
