@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha91                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc28_10                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu120                                  numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.32,-0.42,0.32,-0.21,0.05,0.23,-0.52,-0.49,0.23,-0.03,-0.06,0.45,-0.72,0.4,-0.41,-0.33,-0.41,-0.3,-0.23,0.11,0.28,0.55,0.13,-0.21,0.02,0.17,0.14,-0.37,02.13.03
0.6,-1.15,0.56,-0.07,-0.49,0.21,0.29,0.19,-0.06,0.07,-0.43,0.42,0.05,0.14,-0.19,-0.1,0.25,0.11,-0.18,-0.19,0.0572674,-0.06,0.67,-0.09,0.22,0.04,-0.81,-0.14,01.04
-0.36,-1.4,0.23,-0.05,-0.05,0.11,-0.59,-1.1,-0.82,0,-0.07,0.49,0.0359375,0.09,0.58,0.62,-0.19,0.08,0.1,0.09,0.32,0.98,0.05,-0.3,-0.07,0.1,0.18,-0.05,34.01.01.01
-0.74,-0.56,0.14,-0.32,-0.32,0.11,-0.54,-0.94,0.11,0.19,-0.12,0.2,-0.35,-0.42,0.04,-0.45,0.01,0.12,0.03,0.07,-0.16,0.15,-0.51,0.39,-0.07,0,-0.02,0.2,01.06.06.11
-0.17,-0.42,0.24,-0.21,-0.31,0.19,-0.51,-0.35,-0.04,-0.21,-0.43,0.17,0.000743243,-0.53,0.5,-0.12,-0.2,-0.22,-0.06,-0.01,-0.08,0.0912651,0.75,0.01,-0.08,0.17,0.07,-0.06,14.04
-0.32,-0.54,-0.18,-0.01,0.02,-0.06,0.01,0.1,0.04,0.27,0.19,0.16,-0.17,0.45,0.67,0.14,-0.37,0.13,-0.08,0.09,0.27,0.0720703,0.36,0.07,0.49,0.01,0.25,0.18,16.01
-0.17,0.52,0.42,-0.24,-0.06,-0.21,-0.3,-0.09,-0.28,-0.16,0.08,0,0.12,-0.39,0.88,-0.08,-0.24,0.05,0.01,-0.01,0.11,0.41,-0.93,-0.06,0.08,-0.38,-0.14,0.44,01.01.09
0.15,-0.338947,-0.29,-0.1,0.04,-0.21,-0.22,-0.12,0.55,0.55,0.41,0.125,0.47,-0.04,0.316667,1.65,0.29,-0.97,-0.97,-0.65,-0.27,-1.16,0.52,-0.24,0.04,0.27,-0.08,0.11,10.03.02
-0.42,-0.79,-0.62,-0.02,0.08,-0.3,0.3,0.64,0.4,0.22,0.32,-0.27,-0.3,-0.1,-0.1,0.24,-0.11,0.17,-0.19,-0.65,-0.52,0.0488514,-0.12,0.21,-0.1,0.19,0.01,-0.1,01.05
-1.29,-0.62,-0.18,0.92,-0.34,-0.27,2.65,2.53,-2.13,-2.02,-0.3,-1.02,0.86,0.24,1.14,0.71,-0.77,-1.15,-0.97,-0.53,0.062,-0.24,1.45,2.03,-0.41,-0.49,0.52,-0.36,01.06
-0.76,-0.74,-0.07,-0.31,-0.2,0.33,-0.19,-0.73,-1.05,-0.43,-0.1,0.48,-1.32,-0.41,-0.06,-0.11,0.21,0.04,-0.12,-0.13,-0.09,0.09,-0.1,-0.41,-0.42,0.08,0.26,0.04,12.01.01
0.34,-0.12,-0.43,-0.2,-0.03,-0.03,-0.45,-0.06,-0.29,-0.16,-0.21,0.09,0.08,-0.31,0.24,-0.04,-0.24,-0.17,-0.09,-0.07,0.00829787,0.26,0.37,0.11,0.18,-0.19,-0.19,-0.02,11.02.03.04
0.08,0.26,-0.17,-0.3,-0.07,0.12,-0.85,-0.96,0.46,0.41,0.31,-0.16,0.21,0.34,0.79,-0.47,0.08,0.03,0.38,0.41,0.43,0.41,0.16,0.06,0.26,-0.2,0.23,-0.06,01.05
-0.04,0.07,-0.54,-0.08,-0.08,-0.11,0.12,0.31,0.06,0.15,-0.08,-0.02,-0.54,-0.1,-0.43,0.02,0,0.04,0.06,-0.22,0.0572674,-0.02,0.99,0,0.2,0.09,-0.11,-0.03,01.04
-0.45,-0.29,0.21,0.03,-0.03,0.48,-0.41,-0.24,0.42,0.45,-0.13,-0.01,-0.39,0.26,-0.78,0.12,0.06,-0.08,-0.16,0.2,0.01,0.56,-0.49,-0.02,-0.15,0.7,0.18,-0.38,12.01.01
-0.15,0.08,0.01,-0.28,0.46,-0.2,-0.2,0.16,0.09,0.1,0.07,0.67,-0.07,0.4,-0.26,-0.2,0.03,0.07,-0.05,-0.16,-0.12375,-0.11,0.74,0.13,0.21,-0.09,0.08,0.02,11.04
0.2,-0.25,-0.45,-0.26,-0.08,-0.1,-0.0845,0.135,0.0825,0.0965,0.009,-0.13,-0.0288235,-0.1205,0.259444,-0.48,0.34,0.34,0.15,-0.35,-0.03,-0.03,0.59,-0.03,0.24,0.06,-0.37,0.08,99
0.06,-0.56,-0.22,0.53,0.01,0.07,-0.26,-0.07,-0.11,-0.04,-0.18,-0.18,0.16,0.66,0.17,-0.08,0.16,-0.01,0.25,0.07,0.19,0.24,0.48,0.06,0.01,0.23,-0.25,-0.11,11.02.03.04
-0.2,-0.3,-0.29,-0.15,-0.08,0.09,-0.0630769,-0.06,0.12,0.16,0.05,-0.04,0.31,0.31,0.08,0.29,-0.15,-0.16,0.07,-0.21,0.0602326,0.14,0.36,0.14,-0.31,0.25,0.31,-0.12,01.07.01
0.04,0.1,0.4,-0.25,-0.08,-0.02,-0.75,-0.81,0.47,0.29,0.34,-0.02,0.37,0.29,-0.02,-0.45,-0.48,-0.22,0.11,0.31,0.24,0.249444,0.14,0.14,0.3,-0.1,0.46,0.1,34.01.01.01
0.138182,-1.84,0.69,-0.14,-0.17,0.04,-0.01,-0.23,0.26,0.35,0.03,-0.23,0.27,0.23,0.16,0.38,0.39,0.75,0.57,-0.39,0.17,0.26,0.37,0.38,0.68,0.19,-0.04,-0.02,11.02.03.04
-0.58,-0.07,0.36,-0.08,-0.04,-0.25,-0.28,-0.4,0.26,0.21,0.32,-0.2,0,-0.01,0.72,-0.15,-0.06,-0.05,-0.16,-0.11,0.25,0.58,-0.88,-0.33,-0.01,-0.19,0.13,0.39,01.01
-0.38,-0.4,0.34,-0.25,-0.11,0.25,0.42,0.43,0.05,0.12,-0.52,-0.11,0.17,-0.2,0.21,-1.39,0.69,1.03,0.91,-1.25,-0.58,-0.01,0,-0.3,-0.21,-0.13,-0.09,0.07,11.02.03.04
0.21,-0.42,0.26,-0.11,-0.06,0.25,-0.04,0.12,-0.47,0.14,-0.24,0.47,0.51,-0.42,-0.14,-0.69,-0.09,-0.16,0,0.24,0.69,0.18,0.57,-0.45,-0.2,0.23,0.14,0.24,20.09.13
0.68,-0.12,-0.43,0.08,0.37,-0.36,-0.32,0.07,0.25,0.22,0.29,0.06,-0.24,0.25,0.65,0.05,-0.55,-0.47,0.18,0.41,-0.03,0.28,0.57,0.02,0.03,-0.27,-0.06,-0.01,02
0.28,-0.89,0.18,-0.1,-0.1,0.03,-0.0651613,-0.0419355,-0.172903,-0.132903,-0.27871,0.0545455,-0.242667,0.0846875,-0.00903226,-0.121515,-0.0684848,-0.09,-1.68,1.32,-0.0542857,0.154062,-0.24,-0.22,-0.14,-0.12,0.19,0.47,14.13.01.01
0.59,0.08,-0.18,-0.57,0.01,0.03,-0.15,-0.01,-0.15,-0.05,0.14,-0.13,-0.07,0,-0.01,0.11,-0.05,-0.04,0.09,0.13,-0.07,-0.03,-0.08,-0.08,0.08,0.16,-0.02,-0.02,14.04
-0.6,0.03,-0.2,-0.03,0.12,-0.24,0.05,-0.16,0.07,-0.22,0.06,-0.05,-0.48,0.21,0.01,-0.4,-0.06,0.06,-0.01,0.08,0.0438927,-0.19,0.34,-0.07,0.4,-0.27,0.01,0.28,01
0.04,0.03,-0.54,-0.04,0.08,-0.27,1.58,0.18,0.09,0.27,0.18,-0.13,0.65,-0.39,0.06,0.61,0.18,0.16,0.01,-0.4,-0.15,-0.17,-0.16,-0.01,-0.07,-0.09,0.07,0.18,01.04
0.55,-0.14,-0.36,0.59,0.34,0.0157554,-0.02,1.01,-0.44,-0.65,0.7,0.35,-0.46,-0.05,0.11,-0.06,-0.55,-0.87,-0.48,0.92,0.17,-0.55,-0.73,-0.05,0.11,-0.31,0.17,0.72,43.01.03.05
0.28,0.62,-0.15,0,-0.24,-0.47,0.78,0.41,-0.02,-0.15,-0.55,0.15,-0.88,-0.42,-1.34,-0.43,-0.23,-0.33,-0.19,-0.13,0.0624242,0.13,-0.18,0.02,0.07,0.16,0.28,0.08,10.03.01
-0.01,-0.69,-0.4,-0.13,-0.1,0.22,-0.34,-0.12,-0.38,-0.04,-0.49,-0.11,-0.17,0.7,-0.12,-0.17,-0.04,0.05,-0.06,-0.11,0.229435,0.14,0.83,-0.26,-0.11,-0.04,0.14,-0.09,12.01.01
-0.3,-0.29,0.24,-0.21,-0.04,-1.31,-0.18,-0.16,-0.18,-0.41,-0.43,0.05,-0.21,0.5,0.05,-0.2,-0.16,-0.13,0.01,0.25,0.09,0.3,0.6,0.01,-0.01,-0.17,0.03,0.24,16.01
-0.18,0.16,-0.45,-0.02,0,-0.27,-0.23,-0.69,0.02,-0.16,0.37,0.22,0.21,0.27,0.02,0,0.04,-0.04,-0.18,0.06,-0.0189583,0.17,-0.9,-0.23,-0.07,0.31,0.12,0.13,14.04
-0.45,-0.45,0.2,-0.11,0.17,0,-0.17,0.22,0.01,0.15,0.47,-0.07,0.11,0.45,0.32,0.27,0.06,0.12,0.23,0.09,0.18,0.13,0.18,0.31,0.18,0.09,0.22,0.19,11.04.03.01
-1.36,0.07,0.73,-0.24,0.15,-0.27,0.5,0.24,-0.19,-0.44,-0.16,0.06,-0.54,0.12,0.07,-0.05,0.01,-0.23,-0.1,-0.12,-0.093,0.27,-0.85,0.19,-0.16,0.17,0.16,-0.04,01.01.09
-0.12,0.14,0.28,-0.36,-0.14,0.16,0.08,0.08,-0.87,-0.7,-0.54,0.59,-0.75,0.4,-0.59,-0.37,0.05,-0.31,0.14,0.39,0.136667,0.25,0.81,-0.14,-0.17,-0.5,0.05,0.2,40.01
-0.6,0.18,-0.01,-0.19,-0.03,-0.008125,0.06,0.24,0.05,0.02,-0.36,-0.08,-1.26,0.21,0.02,0.05,0.12,0.22,-0.01,-0.13,0.00894737,-0.03,-0.88,-0.2,-0.19,0.61,0.1,-0.01,12.10
-0.09,-0.22,0.29,-0.28,-0.18,0.09,-1.1,-1.67,0.04,0.32,0.27,-0.14,0.76,-0.37,0.42,-0.27,-0.02,-0.25,-0.47,0.0627273,-0.32,0.32,0.1,0.08,0.26,0.06,-0.54,0.13,01.05.02.07
0.39,-0.18,-0.1,-0.17,0.0145181,-0.14,0.21,0.12,0.23,0,0,-0.33,0.000743243,0.3,-0.14,-0.1,0.2,-0.08,0.27,0.15,-0.0189583,-0.16,0.17,0.06,-0.03,-0.2,-0.01,-0.69,14.04
0.61,-0.47,0.19,-0.31,-0.12,-0.04,-0.17,0.07,0.18,0.21,-0.01,-0.05,-0.11,-0.51,0.23,0.19,0.34,0.23,0.96,0.03,-0.11,-0.56,0.07,-0.1,-0.04,0.21,-0.04,-0.21,32.07
-0.07,-0.3,-0.29,0.12,0.02,0.03992,0.38,0.45,0,-0.27,-0.17,0.16,-0.35,-0.08,-0.01,-0.48,0.02,0.23,0.06,-0.23,0.00829787,0.19,0.18,0.24,-0.14,0.39,0.06,-0.29,11.02.03.04
-0.34,-1.43,0.32,-0.04,-0.13,0.05,-0.53,0.27,-0.09,0.54,0.18,-0.12,0.4,0.22,0.55,0.17,0,0.31,0.06,-0.32,-0.28,-0.35,0.54,-0.16,-0.04,-0.04,0.12,-0.4,42.01
-0.4,-0.27,-0.14,-0.5,-0.27,-0.02,-0.75,-1.51,-0.28,-0.19,-0.18,0.32,0.16,0.02,-0.04,-0.55,-0.22,0.08,0.51,0.68,0.49,0.87,-0.62,0.03,-0.2,-0.18,-0.21,0.21,01.01
-0.45,-0.04,0.15,-0.184815,-0.00481481,0.0633333,-0.22,0.32,-0.08,0.12,-0.26,0.54,-0.8,1.16,0.07,-0.226296,-0.0777778,-0.0688889,-0.00925926,0.087037,0.0782353,0.0676923,0.183704,-0.057037,-0.0265385,-0.115556,-0.0125926,0.0211111,20.09.13
0.4,-1.12,-0.15,0.15,-0.29,-0.35,0.05,0.56,0.36,0.3,-0.27,-0.21,0.21,-0.85,0,1.05,0.1,-0.16,-0.12,-0.37,-0.2,-0.04,0.01,-0.13,0.08,0.03,-0.15,0.14,32.07
-0.2,-0.17,-0.42,0.08,0.12,-0.44,-1.41,-0.32,-0.84,-0.64,-0.04,0.29,-0.2,0.2,-0.24,-0.3,0.04,0.03,-0.55,-0.21,-0.2,0.13,4.38,2.2,-0.02,-0.79,-0.71,-0.32,32.07
-0.62,-0.42,-0.22,-0.21,0.02,0.04,0.521081,0.579189,-0.154737,0.0513158,-0.412105,0.0112821,-0.272162,0.0105263,-0.284211,0.5,0.23,0.21,0.26,0.01,-0.15,-0.13,-0.64,-0.47,-0.16,0.3,0.06,-0.01,11.04.01
-0.6,-0.22,0.04,-0.23,0.14,0.27,-0.181158,-0.105625,0.0172487,1.26,-0.151526,0,-0.256995,0.131164,-0.0840107,0.15,0.49,0.47,0.03,-0.3,0.229435,-0.22,-0.63,-0.46,-0.33,0.6,0.02,0.13,12.01.01
-0.67,-0.4,0.48,-0.26,-0.13,0.01,-0.181158,-0.08,-0.08,1.25,0.18,-0.54,-0.68,-0.31,0.6,0.22,-0.34,-0.26,0.74,0.43,-0.52,0.03,0.28,-0.23,-0.17,-0.11,-0.11,0.45,12.01.01
0.23,-0.25,0.06,0.09,0.07,0.01,0.05,0.18,-0.25,-0.41,0.05,0.09,0.04,-0.06,0.09,0.35,-0.33,-0.26,0,0.3,-0.07,-0.31,-0.09,-0.04,-0.14,-0.1,-0.14,0.09,01.02
-0.12,0.95,0.21,-0.14,0.01,0.3,-0.0725984,0.12,0.0827407,0.81,0.2,0.0686466,-0.0183871,0.39,0.17008,-0.11,0.12,0.07,-0.08,-0.22,0.0317442,-0.32,-0.83,-0.53,-0.42,0.1,-0.08,0.38,43.01.03.05
0.15,0.63,-0.22,-0.21,-0.07,0.03,0.13,-0.09,-0.08,-0.6,-0.15,0.34,-0.11,0.26,0.14,0.16,-0.49,-0.59,-0.43,0.33,-0.12,0.07,0.38,0.14,0.12,0.26,-0.12,0.16,01.02
-0.09,0.23,0.46,-0.03,0.04,-0.11,-0.47,-0.47,-0.09,1.1,0.17,0.37,-0.49,-0.07,-0.07,-0.2,-0.3,-0.28,-0.23,0.44,0.0308333,0.04,-0.49,-0.39,-0.15,-0.15,0.18,0.49,20.01.10
0.28,-0.04,0.1,-0.08,0.26,-0.27,-0.45,-0.2,0.27,0.33,0.27,0.3,0.41,0.48,-0.03,-0.15,0.14,-0.07,0.08,0.12,0.0624242,-0.22,-0.55,-0.28,-0.07,0.08,0.1,0,10.03.01
0.12,-0.09,-0.15,-0.14,0.35,-0.27,0.28,0.11,-0.1,-0.29,-0.36,0.28,-0.32,-0.32,0.14,0.08,0.03,-0.16,0.04,0.21,0.31,-0.11,-0.62,-0.25,-0.2,0.23,-0.01,-0.01,16.19.03
-0.04,-0.09,-0.17,0.05,-0.1,-0.35,-0.49,0.17,0.17,0.06,0.7,0.04,0.19,-0.45,0.39,0.05,-0.27,-0.59,0.05,0.52,-0.28,-0.22,-1.07,0.09,0.21,-0.02,0.31,0.2,01.04
-0.03,0.01,0.1,-0.15,-0.1,0.24,-0.22,-0.05,0.1,1.33,0.11,0.29,-0.22,-0.52,-0.12,-0.22,-0.16,-0.28,-0.03,0.57,0.38,-0.16,0.19,-0.32,-0.14,0.26,0.29,0.08,43.01.03.05
-0.01,0.19,-0.18,-0.37,-0.05,0.1,-0.21,-0.19,0.1,-0.26,-0.16,0.03,1.12,0.06,-0.22,-0.23,0.1,0.02,0.12,-0.13,-0.07,-0.06,0.29,-0.2,-0.26,-0.24,-0.03,0.07,42.01
1.17,0.06,-0.17,-0.09,-0.09,-0.06,0.03,0.53,-0.07,-0.26,0.29,0.03,0.182,-0.26,0.46,-0.2,-0.65,-1.52,-0.86,1.74,0.06,-0.86,-0.14,-0.48,0.08,0.54,0.15,-0.25,43.01.03.09
0.38,-0.218,0.07,-0.17,0.04,0.17,-0.52,-0.25,-0.05,-0.23,-0.09,0.19,-0.12,0.25,-0.02,-0.5,-0.27,0.03,0.23,0.11,-0.22,-0.03,0.93,0.25,-0.03,0,-0.23,0.09,16.01
-0.25,-0.89,-0.09,-0.09,-0.23,0.25,0.07,-0.38,0.13,0.35,-0.05,-0.07,0.07,-0.21,0.13,-0.04,0.11,0.25,0.27,-0.05,0.133333,-0.03,-0.79,0.04,0.1,0.48,0.12,-0.06,11.04
0.7,-0.58,-0.23,-0.07,0.2,-0.28,0.2,-0.07,0.83,0.44,0.07,0.76,0.0525,0.19,1.38,-0.24,0.21,0.34,0.45,0.11,-0.37,-0.3,-0.11,-0.38,0.61,-0.26,0.02,-0.03,16.19.03
-0.23,0.04,-0.03,0.14,-0.17,-0.36,-0.06,-0.01,0.02,0.05,0.77,-0.37,0.43,-0.08,1.12,0.23,0.23,0.44,0.17,-0.19,0.0624242,-0.32,0.16,-0.2,-0.24,0.41,-0.05,0.11,10.03.01
0.12,-0.43,-0.15,-0.17,0.25,-0.29,-0.21,0.01,0.08,0.02,0.24,0.63,0.19,0.07,0.92,-0.3,0,-0.16,0.12,0.49,0.26,-0.09,-0.39,-0.35,0.65,-0.17,-0.09,0.31,16.01
-0.29,-0.09,-0.49,-0.05,0.2,-0.02,1.31,0.91,0.06,-0.3,-0.41,0.13,0.17,-0.07,-0.53,0.51,0.34,0.23,0.26,-0.15,-0.02,-0.15,-0.93,-0.23,0.75,0.66,-0.02,-0.15,16.19.03
0.37,0.89,-0.42,-0.26,-0.23,0.12,0.88,0.23,0.33,0.09,-0.52,0.1,-0.29,-0.22,-0.86,0.02,-0.21,-0.16,-0.09,0.16,0.07625,-0.02,-0.76,0,0.13,0.48,0.02,-0.58,20.01.15
-0.3,-0.43,0.07,-0.17,-0.07,0.39,-0.33,-0.11,0.25,0.18,-0.45,0.17,-0.22,0.12,-0.29,-0.16,-0.06,-0.04,-0.42,0.03,-0.24,0.28,-1.09,-0.28,0.15,0.37,-0.07,-0.15,12.01.01
-0.17,0.26,-0.04,-0.05,0.24,0.39,0.00308357,0.0985319,-0.00599432,0.0155398,-0.0980737,0.116083,-0.0210703,0.0642286,0.0624332,0.02,0.16,0.06,-0.13,-0.21,0.00829787,-0.04,-0.07,-0.25,-0.21,0.12,-0.34,0.12,11.02.03.04
-0.79,-0.56,0.03,-0.48,-0.03,0.31,-0.163357,-0.151507,0.0475,0.0659574,0.0421277,0.035137,0.0476336,-0.0907801,0.272336,-0.46,0.35,0.23,0.08,-0.34,-0.23,-0.27,-0.05,-0.03,0.1,0.14,-0.17,0.27,01.05
-0.22,0.06,-0.34,-0.15,-0.08,0.47,-0.95,-0.71,0.17,0.39,0.18,-0.1,0.08,-0.91,0.56,-1.02,0.71,0.47,0.26,-0.33,-0.2,0.14,-0.72,-0.44,0.11,-0.32,0.33,-0.05,32.01
0.15,-0.32,-0.54,-0.19,0.16,-0.1,0.08,0.29,0.12,0.08,-0.06,0.08,0.12,-0.23,-0.53,0.01,0.41,0.57,0.08,-0.24,0.04,-0.14,-0.39,-0.12,0.09,0.07,0.04,0.18,01.01.09
0.08,0.52,0.32,0.01,0.37,-0.17,0.38,-0.07,0.63,0.52,0.24,-1.57,0.36,-0.26,0.33,0.16,0.12,-0.15,-0.13,0.03,0.0317857,0.02,-0.68,-0.22,0.51,0.24,-0.14,0.23,34.11.03.07
0.21,-0.54,0.52,-0.25,0.05,0.13,0.23,0.2,-0.75,-0.05,-0.47,0.09,-0.1,-0.05,-0.5,-0.27,-0.22,0.29,0.28,0.13,0.13,0.0720703,0.31,-0.39,-0.41,-0.08,0,-0.16,16.01
-0.2,0.16,0.39,-0.16,0.12,0.15,0.04,0.17,0.28,-0.02,-0.22,-0.81,0.15,0.37,-0.33,-0.14,-0.49,-0.11,0.2,0.22,0.08,0.16,0.04,-0.19,-0.09,0.37,0.08,-0.07,01.05
-0.84,-0.51,0.11,0.04,0.25,0.36,-0.69,-0.74,0.41,0.45,-0.47,0.04,-0.69,0.34,-0.1,-0.33,0.26,0.13,0.2,0.03,0.17,0.15,-0.27,-0.14,0.24,0.65,-0.01,-0.42,16.21.07
0.25,0.44,0.46,-0.01,0.18,0.23,-0.95,0.08,0.38,0.72,-0.47,0.36,-0.36,-0.34,-0.22,-0.09,0.11,-0.02,0.56,0.26,0.34,0.15,0.43,-0.16,0.11,-0.32,-0.24,-0.18,42.04
-0.49,-0.76,1.05,-0.36,0.13,0.74,0.17,-0.43,0.2,0.64,-0.86,-0.3,-0.55,-0.24,0,-0.7,0.94,0.79,1.09,-0.23,0.16,0.21,-0.17,-0.27,-0.12,-0.38,0.11,0.44,11.02.03.04
-0.09,-0.62,0.03,-0.243333,-0.28,0.06,0.4,-1.4,-0.24,-0.56,-0.19,0.22,0.48,0.86,0.03,0.1,-0.69,-0.47,0.21,0.7,-0.08,0.36,0.82,0.31,0.46,0.16,-0.19,-0.08,20.01.15
0.14,-1.51,0.25,-0.27,-0.05,0.07,-0.06,-0.18,0.16,0.11,0.08,-0.4,0.69,0.5,0.38,0.08,-0.36,-0.31,0.18,0.08,-0.14,-0.1,1.38,0.24,-0.0752055,-0.17,-0.19,0.15,01.04
-0.54,-0.36,-0.12,-0.12,0.01,-0.11,-0.38,-0.25,-0.08,0.11,-0.09,0.67,-0.44,0.51,0.77,-0.41,0.09,-0.12,-0.17,0.11,0.04,0.36,0.14,0.23,0.02,-0.51,0.18,0.48,01.01.09
-0.04,-2.25,-0.17,0.14,0.1,0.18,0.15,0.08,0.72,-0.23,-0.15,-0.41,0.64,0.23,0.7,-0.71,0.43,0.52,0.33,-0.41,0.31,1.02,0.55,0.63,0.4,0.48,0.18,0.01,01.05.25
1.22,1.96,-1,0.45,0.72,0.22,-2.04,-1.17,1.09,0.93,-0.24,0.52,0.66,-0.38,-0.51,-0.8,0.56,0.57,0.1,0.05,0.05,0.03,-1.76,-1.71,-1.48,-0.38,0.61,0.36,10.03.01
0.25,-0.06,-0.42,-0.35,0.15,-0.48,-0.28,-0.35,-0.07,-0.26,0.01,0.02,0.19,0.49,-0.01,-0.51,-0.11,-0.06,0.26,0.23,0.0386667,-0.03,-0.13,-0.36,-0.26,-0.32,-0.17,0.06,01.05.02.07
-0.27,0.08,-0.43,-0.1,0.26,-0.23,0.59,0.44,0.04,-0.12,-0.44,-0.15,-0.09,-0.24,-0.29,0.15,0.1,0.23,0.27,-0.03,0.00829787,-0.26,0.0701562,-0.03,0.05,-0.17,-0.22,0,11.02.03.04
-0.2,0.04,-0.18,-0.13,0.3,0.09,-0.68,0.09,0.02,-0.22,0.05,0.88,0.14,0.47,0.18,-0.38,0.43,0.04,0.32,0.32,0.32,-0.24,0.07,0.1,0.16,-0.12,-0.03,0.05,10.03.04
1.21,-1.06,0.37,-0.6,-0.18,-0.32,-1.22,-0.83,-0.16,-1.2,-0.21,0.18,-0.22,0.06,0.68,-0.45,-0.29,0.02,0.45,-0.2,-0.29,-0.93,0.24,0.11,-0.37,-0.6,-0.32,0.31,01.05
-1.94,-3.32,0.88,-0.41,0.19,-0.13,-0.73,-0.53,0.21,0.56,-0.21,-0.72,0.58,-0.27,1.32,-0.47,0.39,0.74,0.72,-0.13,-0.34,0.05,-0.42,-0.01,-0.25,-0.47,0.2,0.77,01.05.02.07
0.25,0.21,0.12,-0.07,0.23,-0.05,-0.19,-0.28,0.28,0.2,0.07,0.24,-0.04,0.01,0.54,0.34,-0.34,-0.39,0.41,0.13,0,-0.09,-0.32,-0.45,-0.33,-0.18,-0.22,0.24,16.01
0.49,0.26,-0.32,-0.25,-0.23,-0.38,0.2,0.39,-0.14,-0.17,-0.09,0.16,-0.14,-0.24,-0.15,0.05,-0.11,-0.19,0.09,0.25,-0.098125,-0.3,0.05,0.03,-0.28,0.29,0.25,0.03,10.03.02
0.39,-1.22,-0.45,-0.120963,-0.34,-0.59,-0.29,-0.21,0.68,0.54,0.67,-0.06,0.32,0.4,0.77,-0.32,-0.02,-0.56,0.15,0.38,-0.11,-0.69,0.54,-0.17,0.25,0.35,-0.21,0.45,43.01.03.05
0.1,0.08,1.17,0.17,0.35,0.23,0.45,0.31,0.07,-0.58,-0.72,0.32,-0.12,-0.31,-1.14,-0.42,0.32,0.04,0.04,-0.26,0.00829787,-0.06,-0.24,-0.13,-0.31,0.01,-0.15,-0.02,11.02.03.04
0.12,-0.43,-0.42,-0.17,-0.28,0.21,0.02,0.22,-0.16,0.13,-0.52,-0.15,-0.04,0.14,0.32,0.03,0.02,0.03,0.16,0.11,-0.07,-0.0277528,0.81,-0.09,-0.12,0.08,0.02,-0.12,10.03.01
-0.06,-1.69,-0.43,-0.05,-0.11,0.06,-0.37,-0.21,-0.08,0.38,-0.43,-0.4,0.01,-0.1,0.05,0.43,-0.05,-0.09,0.24,0.07,-0.07,-0.46,0.13,-0.13,-0.26,0.24,0.16,-0.01,42.01
-0.07,-0.92,-0.12,-0.12,-0.07,0.21,-0.45,-0.37,-1.01,-0.06,-0.25,-0.02,-0.11,-1.18,-0.33,-0.1,0.15,-0.1,0.4,0.12,0.22,0.15,-0.39,0.25,0.05,-0.47,0.18,0.22,01.05
0.16,-0.12,0.06,-0.05,0.22,0.0266667,-0.2,-0.03,0.01,0.09,0.21,0.07,0.12,0.07,0.27,-0.64,0.27,0.39,0.05,-0.24,0.41,0.05,0.02,-0.01,0.18,0.04,0.17,0.18,10.03.01
-0.43,0.5,-0.29,-0.02,0.34,-0.3,0.33,0.4,-0.09,-0.02,-0.47,0.04,-0.45,-0.09,-1.13,-0.12,0.28,0.35,0.12,0.02,-0.0329412,-0.16,-0.33,-0.29,-0.31,0.01,0.11,-0.02,16.01
-0.1,-0.36,-0.43,-0.04,0.1,-0.27,0.15,0.11,0.07,0.25,-0.24,0.1,-0.12,0.02,-0.14,0.09,0.06,0.12,0,-0.28,0,-0.18,0.36,-0.24,0.18,0.14,-0.19,-0.05,20.09.18
