@relation 'cellcycle0.names'
@attribute cln3-2                                  numeric
@attribute alpha7                                  numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_60                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_160                               numeric
@attribute elu30                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu210                                  numeric
@attribute elu300                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.07,-0.19,-0.02,0.15,0.5,0.24,-0.02,-0.42,0.3,-0.16,0.11,-0.54,0.12,0.01,0.46,-0.28,-0.093,0.12,0.19,0.1,0.17,0.2,0.25,0.16,-0.43,-0.04,01.01.09
0.14,-0.12,0.11,-0.14,0.08,0.08,0.37,-1.31,0.33,-0.54,-0.11,-0.75,0.4,0.05,0.3,-0.21,0.136667,-0.15,-0.14,-0.37,-0.5,-0.39,-0.04,0.05,0.27,0.2,40.01
2.27,-0.65,0.15,-0.39,1.06,1.62,-0.55,-0.64,1.48,1.18,0.08,-1.37,-1.66,-0.17,0.51,-0.1085,-0.24,0.1,-1.68,-0.8,0.44,0.43,0.7,0.48,1.07,0.96,99
-0.22,-0.05,0.29,-0.18,-1.1,-1.67,0.06,0.63,0.16,0.27,-0.29,0.76,-0.37,-0.02,1.02,-0.28,-0.32,0.25,0.08,0.48,0.06,-0.36,-0.25,-0.54,0.43,0.13,01.05.02.07
-0.34,0.02,0.29,0.09,-0.04,-0.52,-0.52,-0.12,-0.11,0.23,0.66,0.65,-0.07,-0.24,0.54,-0.17,0.0624242,0.3,0.84,0.16,-0.3,-0.43,-0.23,-0.23,0.09,0.21,10.03.01
-0.29,-0.3,0.43,-0.19,0.13,0.26,-0.2,-0.1,0.32,-0.06,0.6,0.4,0.05,0.3,-0.11,-0.09,-0.06,-0.41,0.32,0.57,0.24,0.29,-0.13,-0.02,-0.34,-0.24,34.11.03.07
-0.18,-0.33,0.18,0.0145181,0.21,0.12,0.02,0.23,-0.03,0,-0.43,0.000743243,0.3,0.2,0.05,-0.13,-0.0189583,-0.34,0.06,0.25,-0.2,-0.24,0.13,-0.01,0.04,-0.69,14.04
-0.06,-0.08,-0.08,-0.24,-0.05,-0.5,-0.12,-0.76,0.17,-0.33,-0.26,-0.22,0.7,-0.15,-0.13,-0.19,-0.33,-0.2,0.09,-0.07,-0.15,-0.73,0.28,-0.11,0.36,0.08,16.19.03
0.19,-0.101117,0.31,0.29,-0.21,-0.03,-0.06,-0.46,-0.05,-0.02,0.37,0.28,0.38,0.27,-0.5,0.43,0.00829787,0.14,-0.2,0.03,-0.18,0.03,0.13,-0.18,-0.08,0.1,11.02.03.04
0.37,-0.36,0.27,0.08,0.21,0.21,0.21,0.06,0.06,-0.16,-0.84,-0.24,0.4,-0.02,-0.17,0.26,0.00894737,0.18,-0.28,0.27,0.81,0.43,0.07,0.24,-0.55,-0.16,12.10
-0.47,0.81,0.31,-0.12,-0.17,0.07,0.02,0.17,-0.18,-0.01,0.04,-0.11,-0.51,0.34,0.23,0.11,-0.11,-0.26,-0.1,0.3,0.21,0.7,-0.57,-0.04,-0.66,-0.21,32.07
-0.42,-0.09,-0.16,-0.46,0.05,0.49,0.07,0.04,0.37,0.17,-0.08,-0.09,-0.49,-0.37,-0.09,-0.32,-0.16,0.08,-0.38,-0.29,-0.31,-0.22,0.12,0.12,-0.18,0.52,20.01.03
-0.54,0.02,0.22,0.08,-0.12,0,-0.46,-0.03,0.28,0.07,0.28,0.33,-0.33,0.06,-1.56,-0.28,0.17,0.21,-0.18,0.37,0.1,0.35,0.69,-0.03,0.09,-0.1,12.01.01
-0.23,-0.11,-0.2,0.19,-0.5,-0.26,0.28,0.23,-0.48,0,0.28,-0.16,-0.16,0.33,0.74,-0.1,-0.1,-0.13,-0.12,0.13,0.04,0.01,-0.06,-0.21,-0.21,-0.03,20.03
-0.3,-0.08,-0.13,0.02,0.38,0.45,0.19,-0.46,0.08,-0.17,-0.15,-0.35,-0.08,0.02,-0.01,0.21,0.00829787,0.46,0.24,0.09,0.39,0.17,0.05,0.06,-0.4,-0.29,11.02.03.04
-0.409319,-0.29,0.21,0.24,-0.26,-0.12,0.29,-0.05,0.19,-0.09,-0.21,-0.43,0.59,0.08,0.82,-0.187812,-0.18,0.06,-0.31,0.2,0.56,0.48,0.48,0.03,-0.44,-0.04,12.01.01
-1.43,-0.0283721,-0.02,-0.13,-0.53,0.27,0.13,-0.39,-0.16,0.18,0.38,0.4,0.22,0,-0.09,-0.18,-0.28,0.19,-0.16,0.19,-0.04,1.36,-0.32,0.12,-0.4,-0.4,42.01
0.5,0.17,0,0.34,0.03,0.09,0.08,-0.44,0.26,-0.39,-0.48,-0.33,-0.62,0.38,-0.5,0.08,0.0572674,0.2,0.11,-0.04,-0.22,-0.02,0.07,-0.14,0.23,0.05,01.04
-0.27,-0.08,0.07,-0.27,-0.75,-1.51,0.15,-0.26,0.19,-0.18,0.06,0.16,0.02,-0.22,0.26,0.43,0.49,0.83,0.03,0.08,-0.18,-0.14,-0.01,-0.21,0.34,0.21,01.01
-0.04,-0.117037,0.0944444,-0.00481481,-0.22,0.32,-0.36,-0.18,0.29,-0.26,0.07,-0.8,1.16,-0.0777778,0.212222,0.0770833,0.0782353,0.1028,-0.057037,-0.0677778,-0.115556,-0.108462,0.0222222,-0.0125926,0.0366667,0.0211111,20.09.13
-0.34,0.44,-0.13,-0.24,-0.14,-0.1,-0.25,0.09,0.06,0.01,0.04,0.24,-0.33,-0.18,-0.96,0.04,-0.09,-0.09,-0.24,0.16,-0.03,0.06,0.45,-0.06,-0.49,-0.03,01.04
-1.12,0.43,0.1,-0.29,0.05,0.56,0.1,0.18,0.15,-0.27,-0.17,0.21,-0.85,0.1,-0.37,-0.8,-0.2,-0.37,-0.13,0.23,0.03,0.14,-0.09,-0.15,-0.49,0.14,32.07
-0.42,-0.401842,-0.06,0.02,0.521081,0.579189,0.0910811,-0.232895,0.0705405,-0.412105,-0.302368,-0.272162,0.0105263,0.23,-0.52,-0.1,-0.15,-0.21,-0.47,-0.13,0.3,0.47,0.46,0.06,-0.28,-0.01,11.04.01
-0.22,-1.15,-0.1,0.14,-0.181158,-0.105625,0.00963918,-0.0545989,-1.26,-0.151526,-0.145815,-0.256995,0.131164,0.49,0.07,-0.37,0.229435,-0.36,-0.46,0.25,0.6,0.46,0.12,0.02,-0.25,0.13,12.01.01
-0.4,-0.04,-0.17,-0.13,-0.181158,-0.08,-0.31,-0.2,0.12,0.18,0,-0.68,-0.31,-0.34,-0.18,-0.73,-0.52,-0.03,-0.23,0.05,-0.11,-0.19,-0.05,-0.11,0.12,0.45,12.01.01
0.95,-0.45,0.09,0.01,-0.0725984,0.12,-0.0427612,0.0165414,0.172615,0.2,0.0965116,-0.0183871,0.39,0.12,-0.33,0.23,0.0317442,-0.1,-0.53,-0.53,0.1,-0.15,0.71,-0.08,0.27,0.38,43.01.03.05
0.63,0.11,-0.2,-0.07,0.13,-0.09,-0.28,-0.23,0.45,-0.15,-0.56,-0.11,0.26,-0.49,-0.09,-0.26,-0.12,0.09,0.14,0.21,0.26,-0.3,-0.15,-0.12,-0.15,0.16,01.02
0.23,-0.24,-0.08,0.04,-0.47,-0.47,0.02,-0.7,0.29,0.17,-0.02,-0.49,-0.07,-0.3,0.18,0.46,0.0308333,0.13,-0.39,-0.44,-0.15,-0.26,0.31,0.18,0.16,0.49,20.01.10
-0.04,-0.27,-0.16,0.26,-0.45,-0.2,0,-0.02,-0.24,0.27,0.34,0.41,0.48,0.14,-0.38,0.17,0.0624242,-0.17,-0.28,-0.17,0.08,0.07,0.28,0.1,-0.23,0,10.03.01
-0.09,-0.27,0.24,0.35,0.28,0.11,-0.13,2.05,0.57,-0.36,0.17,-0.32,-0.32,0.03,-0.46,0.15,0.31,-0.16,-0.25,0.2,0.23,0.23,0.17,-0.01,0.07,-0.01,16.19.03
-0.09,0.24,-0.02,-0.1,-0.49,0.17,-0.56,0.52,0.32,0.7,1.37,0.19,-0.45,-0.27,0,-0.22,-0.28,-0.26,0.09,-0.48,-0.02,-0.02,0.32,0.31,-0.02,0.2,01.04
0.01,-0.56,-0.24,-0.1,-0.22,-0.05,-0.07,0.25,0.15,0.11,0.52,-0.22,-0.52,-0.16,-0.52,0.4,0.38,-0.03,-0.32,-0.08,0.26,0.25,0.11,0.29,-0.27,0.08,43.01.03.05
0.19,0.06,0.06,-0.05,-0.21,-0.19,0.15,-0.29,0.17,-0.16,-0.28,1.12,0.06,0.1,-0.04,0.12,-0.07,-0.01,-0.2,-0.26,-0.24,-0.3,0.2,-0.03,0.11,0.07,42.01
0.06,-0.0143902,-0.38,-0.09,0.03,0.53,0.47,-0.38,0.62,0.29,0.45,0.182,-0.26,-0.65,0.54,0.73,0.06,-0.58,-0.48,-0.02,0.54,0.36,-0.02,0.15,-0.35,-0.25,43.01.03.09
-0.58,-0.02,-0.04,0.2,0.2,-0.07,-1.84,0.16,2.06,0.07,0.99,0.0525,0.19,0.21,0.14,-0.15,-0.37,-0.62,-0.38,-0.06,-0.26,-0.25,-0.02,0.02,-0.128947,-0.03,16.19.03
-0.43,0,0.01,0.25,-0.21,0.01,-0.66,0.36,-0.18,0.24,0.54,0.19,0.07,0,-0.69,0.47,0.26,-0.12,-0.35,-0.3,-0.17,-0.24,0.1,-0.09,-0.14,0.31,16.01
-0.09,-0.09,-0.16,0.2,1.31,0.91,0.42,-0.51,-0.04,-0.41,-0.34,0.17,-0.07,0.34,-0.87,0.22,-0.02,-0.4,-0.23,0.42,0.66,0.5,0.13,-0.02,-0.17,-0.15,16.19.03
-0.17,-0.36,0.08,0.25,0.96,0.92,0.21,-0.86,-0.02,-0.56,0.34,0.12,0.33,0.16,-0.42,-0.4,-0.0329412,-0.14,-0.26,0.13,0.8,0.75,0.22,0.02,-0.74,-0.16,16.01
-1.06,-0.0918797,-0.07,0.02,-0.19,-0.12,-0.33,0.2,0.45,0.28,0.8,0.3,0.53,0.14,0.35,0.2,0.07,-0.11,0.16,-0.03,-0.64,-0.15,-0.01,-0.03,0.06,0.32,43.01.03.05
0.63,0.02,0.09,-0.08,-0.44,-0.44,-0.25,-0.03,0.5,0.51,0.6,0.03,-0.14,-0.13,0.21,-0.09,-0.03,-0.05,-0.05,-0.3,-0.29,0.03,0.41,-0.19,0.13,0.36,14.07
-0.09,-0.14,0.01,-0.07,0.26,0.23,0.17,-0.69,0.33,-0.58,-0.37,-0.43,0.24,0.21,-0.15,-0.13,0.0572674,-0.19,0.16,-0.29,-0.27,-0.17,0.13,0.05,0.16,-0.01,01.04
-0.43,-0.19,0.31,-0.07,-0.33,-0.11,0.39,-0.06,0.3,-0.45,-0.35,-0.22,0.12,-0.06,0.214172,-0.31,-0.24,0.4,-0.28,-0.25,0.37,0.06,0.69,-0.07,-0.13,-0.15,12.01.01
0.26,-0.65,-0.05,0.24,0.00308357,0.0985319,-0.0460724,-0.150625,0.109713,-0.0980737,0.027194,-0.0210703,0.0642286,0.16,-0.16,0.34,0.00829787,-0.18,-0.25,-0.1,0.12,0.28,0.36,-0.34,-0.32,0.12,11.02.03.04
-0.56,0.05,0.02,-0.03,-0.163357,-0.151507,-0.0834266,-0.00971429,0.186596,0.0421277,0.126838,0.0476336,-0.0907801,0.35,-0.54,-0.23,-0.23,-0.17,-0.03,0.22,0.14,-0.17,0.05,-0.17,-0.75,0.27,01.05
0.06,-0.61,0.27,-0.08,-0.95,-0.71,0.38,0.41,0.07,0.18,0.06,0.08,-0.91,0.71,0.65,-0.08,-0.2,0.22,-0.44,-0.46,-0.32,-0.01,0.5,0.33,0.19,-0.05,32.01
-0.32,0.04,0.18,0.16,0.08,0.29,0.05,0.21,0.1,-0.06,-0.15,0.12,-0.23,0.41,-0.56,-0.05,0.04,-0.18,-0.12,0.02,0.07,0.24,0.15,0.04,0.07,0.18,01.01.09
0.52,-0.43,0.18,0.37,0.38,-0.07,0.28,0.49,0.07,0.24,0.26,0.36,-0.26,0.12,-0.46,0.06,0.0317857,0.03,-0.22,0.04,0.24,0.1,0.16,-0.14,-0.26,0.23,34.11.03.07
-0.67,0.27,0.07,0.1,-0.27,0.15,-0.38,0.04,0.0769565,-0.02,0.74,0.67,0.48,-0.15,-0.33,-0.27,-0.15,-0.33,-0.19,0.37,0.53,-0.1,0,-0.08,-0.19,-0.06,16.03.01
-0.121,0.127,0.038,0.015,-0.21,-0.15,-0.3,-0.55,0.44,0.15,0.26,-0.22,-0.76,-0.35,-0.45,0.3,0.32,0.54,0.181,0.108,0.046,-0.051,0.119,0.005,-0.126,-0.094,16.21.07
-0.51,-0.1,0.26,0.25,-0.69,-0.74,0.69,0.38,-0.12,-0.47,-0.47,-0.69,0.34,0.26,0.15,-0.21,0.17,0.16,-0.14,0.19,0.65,0.4,0.18,-0.01,-0.6,-0.42,16.21.07
-0.89,0.35,-0.41,-0.12,-0.69,-0.33,-0.25,-0.61,0.32,-0.11,0.04,-0.75,0.67,-0.18,0.18,0.18,0.1,0.56,-0.13,0.17,0.04,-0.03,0.04,-0.07,-0.2,0.08,14.10
0.44,-0.55,0.28,0.18,-0.95,0.08,0.43,-0.66,0.05,-0.47,-0.09,-0.36,-0.34,0.11,-0.46,-0.42,0.34,-0.09,-0.16,-0.11,-0.32,-0.21,-0.13,-0.24,0.32,-0.18,42.04
-0.76,-0.101117,0.03,0.13,0.17,-0.43,1.13,0.02,-0.39,-0.86,-0.95,-0.55,-0.24,0.94,0.27,-0.4,0.16,0.12,-0.27,-0.38,-0.38,-0.46,-0.16,0.11,0.57,0.44,11.02.03.04
-0.6,-0.5,-0.02,0,0.16,-0.03,0.02,0.26,-0.27,0.46,0.18,0.47,0.11,0.21,0.11,0,0.108,-0.26,-0.04,-0.2,0.1,0.18,0.06,-0.01,-0.03,0.01,20.09
-0.36,0.37,0.03,0.01,-0.38,-0.25,-0.3,-0.97,0.1,-0.09,0.67,-0.44,0.51,0.09,-0.26,0.25,0.04,0.52,0.23,0.02,-0.51,-0.4,-0.32,0.18,0.21,0.48,01.01.09
-2.25,0.78,-0.12,0.1,0.15,0.08,0.07,0.59,-0.66,-0.15,0.09,0.64,0.23,0.43,-0.29,0.03,0.31,0.93,0.63,0.21,0.48,-0.29,-0.4,0.18,-0.53,0.01,01.05.25
-0.06,0.0636842,0.33,0.15,-0.28,-0.35,0.07,-0.02,0.11,0.01,-0.16,0.19,0.49,-0.11,-0.21,0.4,0.0386667,0.25,-0.36,0.16,-0.32,-0.08,0.01,-0.17,0.1,0.06,01.05.02.07
0.08,-0.101117,-0.04,0.26,0.59,0.44,0.18,-0.08,0,-0.44,-0.41,-0.09,-0.24,0.1,0.52,-0.08,0.00829787,-0.31,-0.03,0.2,-0.17,-0.05,-0.14,-0.22,0.15,0,11.02.03.04
0.04,-0.22,0.22,0.3,-0.68,0.09,-0.08,-0.51,0.15,0.05,0.59,0.14,0.47,0.43,-0.63,-0.27,0.32,-0.75,0.1,-0.35,-0.12,0.2,0.13,-0.03,-0.04,0.05,10.03.04
-3.32,0.01,0.02,0.19,-0.73,-0.53,0.16,-0.12,-0.19,-0.21,0.8,0.58,-0.27,0.39,0.02,-0.15,-0.34,0.152368,-0.01,-0.57,-0.47,-0.3,0.24,0.2,0.43,0.77,01.05.02.07
0.21,-0.05,-0.09,0.23,-0.19,-0.28,0.25,-0.02,-0.26,0.07,0.09,-0.04,0.01,-0.34,0.28,-0.24,0,-0.54,-0.45,-0.12,-0.18,-0.16,0.39,-0.22,0.45,0.24,16.01
0.26,-0.04,0.02,-0.23,0.2,0.39,0.02,-0.42,0.47,-0.09,-0.53,-0.14,-0.24,-0.11,0.21,0.04,-0.098125,-0.12,0.03,-0.26,0.29,-0.28,0.2,0.25,0.24,0.03,10.03.02
-1.22,2.68,0.62,-0.34,-0.29,-0.21,-0.41,0.57,0.08,0.67,0.37,0.32,0.4,-0.02,0.63,0.0768841,-0.11,-0.02,-0.17,0.82,0.35,0.08,-0.26,-0.21,-1.15,0.45,43.01.03.05
0.08,-0.37,0.04,0.35,0.45,0.31,0.43,-0.18,0.12,-0.72,-0.35,-0.12,-0.31,0.32,-0.06,0.12,0.00829787,0.03,-0.13,-0.26,0.01,0.04,0.28,-0.15,0.26,-0.02,11.02.03.04
-0.43,-0.05,0.0365306,-0.28,0.02,0.22,-0.2,-0.4,0.13,-0.52,-0.3,-0.04,0.14,0.02,0,-0.35,-0.07,-0.0610112,-0.09,0.19,0.08,-0.11,0.08,0.02,0.26,-0.12,10.03.01
-0.92,0.04,-0.07,-0.07,-0.45,-0.37,0.17,-0.65,0.53,-0.25,0.63,-0.11,-1.18,0.15,-0.75,0.43,0.22,-0.47,0.25,-0.47,-0.47,-0.47,0.31,0.18,0.22,0.22,01.05
-0.4,0.64,-0.35,-0.38,0.49,0.05,-0.55,-0.24,0.17,0.04,0.24,0.37,-0.65,-0.64,-0.18,0.5,0.26,0.145,0.62,0.47,-0.16,-0.36,-0.42,-0.52,0.05,0.31,32.01.01
-0.62,-0.0986667,-0.15,-0.32,-0.32,-0.91,-0.28,0.31,-0.07,0.35,0.55,-0.86,0.36,-0.14,-0.54,0.42,0.02,0.21,0.09,-0.51,-0.43,-0.32,0.02,0.22,0.17,0.24,14.13.01
-0.12,-0.34,-0.23,0.22,-0.2,-0.03,-0.04,0.64,-0.12,0.21,0.4,0.12,0.07,0.27,-1.09,0.12,0.41,0.17,-0.01,-0.45,0.04,0.01,0.08,0.17,-0.38,0.18,10.03.01
0.5,-0.44,0.1,0.34,0.33,0.4,0.31,-0.15,0.07,-0.47,-0.78,-0.45,-0.09,0.28,0.07,-0.24,-0.0329412,-0.16,-0.29,-0.13,0.01,0.11,0.22,0.11,0.05,-0.02,16.01
-0.36,0,0.02,0.1,0.15,0.11,-0.14,-0.16,-0.14,-0.24,0.19,-0.12,0.02,0.06,0.08,0.0296296,0,-0.25,-0.24,-0.03,0.14,0.11,0.15,-0.19,-0.26,-0.05,20.09.18
-0.49,-0.36,0.05,-0.09,0.15,0.62,0.26,-0.59,0.2,-0.39,-0.44,-0.22,-0.91,-0.03,-0.19,-0.64,-0.46,-1.24,-0.1,-0.43,0.18,0.3,0.29,0.32,-0.31,0.03,11.06.02
-0.36,-0.6,-0.04,0.2,0.71,0.43,0.28,-0.07,-0.13,0.1,-0.46,-0.29,-0.11,0.09,-0.51,-0.28,-0.1,-0.34,-0.21,0.04,0.21,0.27,-0.14,-0.05,-0.05,0.14,16.19.03
1.21,-0.42,0.21,0.19,0.27,0.29,0.59,-0.14,0.2,-0.21,-0.34,-0.37,-1.12,0.07,0.06,-0.03,0.0624242,-0.15,-0.67,-0.35,-0.15,0.19,0.35,0.23,-0.23,0.07,10.03.01
-0.03,-0.0397802,0.17,0.13,-0.26,0.19,-0.31,0.87,0.152283,0.39,0.114633,0.0252632,0.77,-0.18,-0.83,-0.01,-0.31,-0.24,-0.08,0.17,-0.19,0,-0.13,-0.02,-0.21,0.15,01.04
-0.58,0.05,-0.07,-0.12,0.08,-0.22,-0.6,-0.17,0.37,0.05,0.41,-0.15,0.78,-0.28,0.02,-0.13,-0.2,0.21,-0.04,0.15,0.16,0.09,0.12,0.35,-0.39,0.02,12.01.01
0.31,0.13,0.04,-0.12,-0.31,-0.15,-0.21,-0.08,0.14,-0.17,-0.01,0.06,-0.4,-0.42,-0.77,0.45,0.09,0.73,0.41,-0.08,-0.35,-0.37,-0.05,-0.03,0,-0.09,01.07.01
0.14,0.02,-0.04,-0.18,-0.51,-0.8,0.05,-0.74,-0.55,-0.49,0.19,0.53,1.05,0.06,-0.11,0.04,0.18,0.22,-0.49,-0.26,-0.34,0.18,0.43,-0.06,0.03,-0.19,12.04
0.03,-0.46,0.1,-0.06,0.31,0.05,-0.53,0.07,-0.06,-0.36,-0.18,0.05,-0.26,0.28,-0.49,0.31,0.15,0.32,0.07,0.06,-0.1,-0.15,-0.07,-0.05,0.19,-0.12,20.09.18
0.31,-0.0397802,0.23,0.24,-0.49,-0.87,0.44,-0.7,0.11,0.09,1.05,0.4,-0.27,0.01,-0.3,0.21,0.35,-0.04,0.14,-0.15,0.04,0.1,0.31,0.24,-0.42,-0.02,01.04
-0.1,0.2,-0.13,0.09,-0.33,-0.23,-0.38,0.4,0.59,-0.06,0.32,-0.0060301,0.25,-0.02,-0.24,0.31,-0.08,0.0742143,-0.46,-0.4,0.18,-0.06,0.04,0,-0.03,0.07,18.02
-2.56,0.13,-0.27,-0.03,0.39,0.36,-0.66,0.67,0.19,-0.58,-0.66,0.02,0.98,-0.31,1.75,0,-0.0329412,1.16,0.05,0.1,-0.02,-0.27,-0.1,0.29,0.65,0.32,16.01
1.54,-2.32,0.72,0.37,-0.36,-0.54,0.84,0.08,0.13,-0.13,0.39,0.31,-1.33,-0.06,0.78,-0.26,0.57,-0.03,-2.25,-1.43,-0.13,0.79,1.13,0.6,0.47,0.65,43.01.03.05
-0.14,0.56,-0.26,0.05,-0.63,-0.54,-0.76,0.27,0.21,0.57,0.64,-0.0210703,0.59,-0.78,0.68,0.37,0.00829787,0.62,0.17,-0.26,-0.74,-0.81,-0.07,-0.23,0.64,0.58,11.02.03.04
-0.6,0.56,-0.18,-0.32,-0.87,-0.94,0.18,-0.11,0.17,-0.36,0.27,-0.4,0.45,0.04,0.28,-3.3,0.46,0.73,0.17,-0.3,-0.09,-0.1,-0.09,0.03,-0.21,-0.1,02.13.03
1.17,-0.56,0.42,-0.21,0.1,0.11,0.06,-0.7,0.84,0.33,-0.14,-0.07,-0.89,-0.42,0.49,-0.0155072,0.23,-0.32,-0.09,0.01,0.04,0.28,0.37,0.14,-0.13,-0.05,16.03.01
0.24,-0.04,0.06,0.14,0.06,0.25,0.23,-0.72,0.36,-0.07,0.34,0.07,-0.03,0.02,-0.03,0.14,0.00829787,-0.24,-0.37,-0.2,-0.2,0.04,0.22,0.07,0.23,-0.02,11.02.03.04
-0.49,-0.22,0.31,-0.19,0.12,0.26,-0.03,-0.19,0.04,-0.52,-0.56,-0.38,0.28,0.01,-0.63,-0.13,-0.0329412,0.45,0.26,0.09,0.27,0.12,-0.01,0.17,-0.4,-0.27,16.01
-0.27,0.13,-0.06,-0.31,-0.15,-0.33,-0.03,-0.66,0.57,-0.41,-0.02,-0.38,0.1,0.03,0.12,0.27,-0.0329412,0.63,-0.54,-0.44,0.13,0.07,0.13,0.45,-0.22,0.04,16.01
-0.97,0.02,0.26,0.14,-0.25,-0.04,0.3,-0.22,0.22,-0.38,-0.44,-0.78,0.13,-0.16,-1.85,-0.56,0.67,0.26,-0.06,0.55,0.3,0.33,-0.17,0.32,-0.52,-0.5,12.01.01
-0.51,-0.02,0.28,0.01,-0.67,-0.49,0.16,0.52,0.23,0.36,0.72,-0.07,0.22,-0.28,0.214172,-0.25,0.76,0.41,-0.11,-0.01,0.72,0.62,0.27,0.36,-0.67,-0.23,12.01.01
-0.47,0.02,-0.22,-0.09,-0.49,0.02,-0.37,-0.22,0.95,0.03,0.51,-0.04,-0.08,0.27,-0.22,-3.23,0.61,0.52,0.14,-0.21,-0.03,0.01,0,0.14,-0.25,0.24,20.09
0.18,0.0636842,0.01875,-0.07,-0.45,0.01,-0.48,-0.18,0.48,0.38,0.48,0.27,0.07,-1.03,-0.12,0.22,1.06,-0.12,-0.47,-0.36,-0.13,-0.52,0.27,-0.11,0.27375,0.58,01.05.02.07
0.92,-0.07,0.02,-0.16,-0.29,-0.03,0.02,-0.23,-0.02,-0.23,-0.04,0.19,0.04,0.01,-1.75,0.05,0.0386667,0.1,-0.01,-0.37,-0.07,-0.51,0.12,0,0.34,0.25,01.05.02.07
-0.12,-0.22,0.12,0.18,0.29,0.03,-0.01,-0.16,-0.41,-0.32,0.06,0.67,0.38,0.13,0.39,-0.12,0.29,0.13,-0.37,0.39,0.53,0.36,0.03,-0.05,-0.31,-0.18,12.04.01
-0.86,0.41,-0.08,-0.38,0.07,0.05,-0.26,-0.83,0.53,-0.43,-0.28,-0.25,0.24,-0.91,0.17,0.14,0.0602326,0.86,-0.16,-0.2,-0.28,-0.32,-0.26,0.07,0.34,0.41,01.07.01
0.16,-0.13,0.09,-0.23,-0.56,-0.64,0.06,0.37,-0.13,0.03,0.63,0.68,-0.07,0.68,0.6,-0.71,0.23625,-1.21,-0.47,0.13,0.09,0.12,0.09,-0.08,0.34,-0.07,12.04.01
-0.32,-0.19,-0.23,0.06,-0.42,-0.39,-0.04,0.28,0.52,0.57,0.41,0.01,-0.72,-0.02,0.3154,0.22,-0.034,0.06,-0.02,0.52,0.75,0.31,-0.35,0.33,-0.79,0.1,32.01
-0.56,0.53,-0.04,-0.14,0.1,0.32,-0.11,-0.57,0.3,-0.23,-0.05,-0.23,-0.21,-0.19,0.35,-0.07,0.148286,0.24,0.05,0.01,-0.32,0.02,-0.01,0.13,-0.06,0.07,14.10
-0.29,0.08,0.06,-0.05,0,0.15,-0.16,0.18,0.87,0.33,0.39,0.09,-0.45,-0.33,-0.26,-0.02,0.0572674,-0.09,0.06,0.09,-0.23,-0.62,-0.28,-1.17,0.64,0.6,01.04
-1.6,0.54,-0.18,-0.15,0.51,0.28,0.28,-0.19,-0.08,-0.26,-0.02,-0.08,-0.36,-0.6,-0.32,-0.13,-0.0271429,-0.06,-0.11,-0.04,-0.08,0.06,0.08,-0.29,0.32,0.13,01.06.02.01
0.07,-0.13,0,-0.15,-0.03,0.24,-0.31,0.02,0.07,0.02,0.57,-0.0183871,0.46,-0.07,0.24,0.09,0.0317442,0.14,-0.1,0.28,0.25,0.2,0.22,0.08,-0.04,-0.06,43.01.03.05
0.1,0.11,-0.06,-0.19,-0.45,-0.28,-0.02,0.14,-0.08,0.01,0.14,0.0255172,0.56,-0.08,0.41,-0.36,0,-0.24,0.18,-0.02,0.09,0.18,0.37,0.07,0.01,0.11,20.09.04
-0.36,-0.36,0.02,0.04,-0.34,0.42,-0.022,-0.17,1.48,0.11,-0.0892308,0.81,0.24,-0.1,0.038871,0.36,0.0378049,0.05,0.01,-0.33,-0.26,-0.43,-0.01,-0.08,0.35,0.02,16.03.03
-0.47,-0.09,0.32,0.34,0.78,0.25,-0.4,0.22,0.46,-0.18,0.45,0,0.18,-0.26,0.18,0.0558633,0.35,0.1,0.04,0.32,0.13,0.44,0.18,0.03,-0.16,-0.16,01.04
