@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha91                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc28_10                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu120                                  numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.82,-0.94,-0.47,-0.178207,0.02,-0.2,-0.163357,-0.151507,0.0475,0.0659574,0.0421277,-0.14,0.0476336,-0.0907801,0.272336,0.08,-0.22,-0.32,0.02,-0.59,-0.25,0.05,-0.36,-0.25,-0.0776821,0.25,-0.23,0.17,01.05
0.04,-0.218,0,-0.25,-0.21,0.09,0.32,-0.02,-0.29,-0.06,-1.22,0.08,-0.15,-0.53,0.29,-0.24,0.43,-0.01,-0.01,-0.17,0,0.0720703,0.56,-0.38,-0.42,-0.21,0.12,0.15,16.01
-0.76,-0.64,0.5,0.01,-0.28,-0.19,0.1,0.3,-0.2,0.52,-0.34,0.08,-0.31,-0.18,0.26,0.35,0.44,0.27,-0.07,-0.59,-0.18,-0.384783,0.24,-0.72,-0.36,0.21,0.13,0.16,10.01.05.01
0.19,-1.06,-0.29,-0.23,-0.25,0.09,0.39,0.55,0.43,0.25,0.41,-0.05,0.29,0.01,0.88,0.59,-0.21,-0.5,-0.26,-0.32,0.25,-1.15,-0.07,-0.17,-0.12,0.36,-0.17,-0.1,43.01.03.09
-0.07,-0.97,-0.56,-0.29,-0.02,-0.17,0.45,0.23,0.2,0.34,-0.03,-0.42,0.31,0.14,0.563143,0.32,-0.07,-0.15,0.01,-0.55,0.14,-0.28,0.23,0.25,0.09,-0.08,-0.02,-0.11,43.01.03.09
0.2,-0.89,0.14,-0.34,-0.11,0.13,0.05,0.25,-0.01,0.48,0.19,0.76,0.32,-0.01,1.13,0.05,0.28,0.1,0.31,-0.12,-0.09,-0.33,0,-0.08,-0.34,0.21,-0.02,-0.13,01.04
0.29,-0.22,-0.01,-0.13,-0.07,0.18,0.34,0.15,0.36,0.54,0.25,-0.03,-0.45,-0.63,0.33,-0.16,0.35,0.42,0.16,-0.57,-0.22,-0.74,-0.42,-0.21,-0.27,-0.1,-0.23,0.26,20.09.18
0.42,0.69,0.11,-0.27,-0.38,-0.01,0.31,0.38,0.06,-0.48,-0.1,0.1,-0.05,-0.22,0,-0.25,-0.02,-0.15,0.05,0.53,0.0572674,0.04,0.43,-0.54,-0.16,0.1,-0.14,-0.26,01.04
0.01,-0.09,-0.18,-0.16,0.03,-0.12,0.57,0.48,-0.21,-0.31,-0.25,0.17,-1.62,0.49,0,-0.14,-0.08,0,0.3,-0.29,0.00894737,-0.14,-0.62,0.02,0.37,0.12,0.2,0.04,12.10
-0.56,-0.81,0.11,-0.19,-0.17,0.29,0.1,0.12,-0.42,0.19,-0.62,0.38,-0.48,-0.05,-0.67,0.18,-0.12,-0.09,-0.13,0.24,0.51,0.6,0.13,-0.13,0.44,0.71,0.34,-0.38,12.01.01
0.73,0.7,-0.56,-0.09,0.13,-0.25,-0.36,0.41,-0.23,-0.45,0.2,0.45,0.08,-0.04,0.0972527,-0.3,0.14,-0.23,-0.79,0.47,0.44,-0.45,-0.21,-0.35,0.02,0.58,0.25,-0.27,10.03.01
-0.22,0.14,0.37,-0.28,-0.28,0.14,-0.26,-0.28,0.06,0.31,-0.02,0.18,0.24,-1.24,-0.06,0.2,0.05,0.12,0.17,-0.12,0.23625,-0.04,-0.32,-0.06,-0.24,0.23,0.16,0.15,12.04.01
-0.45,0.38,-0.23,-0.14,0,0.08,0.11,-0.09,-0.16,-0.13,-0.4,-0.13,0.26,-0.07,0.39,-0.07,-0.07,-0.07,0.02,-0.27,-0.04,-0.09,-0.95,-0.55,-0.01,0.95,0.03,-0.2,20.01.03
0.1,-0.489091,0.44,-0.33,-0.08,0.11,-0.17,-0.47,0.1,-0.14,0.08,0.06,0.1,-0.9,0.58,0.35,0.33,0.57,0.49,-0.38,0.00875,-0.36,0,-0.29,-0.36,0.02,-0.08,0.24,11.06.02
1.28,1.22,-0.47,0.02,-0.07,-0.17,0.08,0.47,-0.43,0.14,-0.3,0.15,-0.06,-0.45,0.08,-0.52,-0.34,-0.33,-0.37,0.58,0.0399099,-0.17,-0.57,-0.17,-0.16,-0.11,0.01,-0.06,01.05
0.44,-0.14,-0.81,0.14,0.26,0.05,0.56,0.5,-0.19,-0.4,-0.48,0.28,-0.21,-1.01,-0.45,-0.4,0.4,0.38,0.07,-0.04,-1.2,0.23,0.12,-0.21,-0.62,-0.19,0.02,0.04,10
-0.01,-0.54,0.11,-0.19,-0.05,-0.06,-0.13,0.04,0.01,0.44,-0.38,0.35,-0.07,0.2,-0.27,-0.27,0.32,0.34,0.15,-0.1,0.27,0.39,-0.73,0.38,-0.32,-0.26,-0.2,0.18,16.03.01
0.42,0.03,-0.1,-0.37,-0.08,0.12,0.45,0.66,-0.48,-0.45,-0.29,0.83,-1.26,0.41,-0.16,0.49,0,0.09,0.28,-0.01,0.0438927,-0.05,0.61,0.19,0.07,0.18,0.14,-0.12,01
-0.0158364,0.29,0.15,-0.22,-0.38,0.38,-0.12,0.03,0.4,0.51,0.15,0.0603516,0.25,-0.33,0.65,-0.28,-0.09,-0.11,-0.32,-0.05,0.18,-0.01,0.06,-0.04,-0.28,-0.08,0.12,0.06,16.01
0.23,0.06,0.23,-0.23,-0.32,0.1,0.35,0.28,0.06,0.29,-0.53,0.19,-0.53,-0.45,-0.27,-0.28,-0.56,-0.31,-0.31,-0.35,0.22,0.07,-0.48,-0.17,-0.28,0.12,-0.21,0.36,01.06.06.11
0.28,-0.43,-0.17,-0.14,0.12,0.08,-0.0577124,0.11,-0.13,-0.06,-0.12,-0.01,0.17,0.19,0.23,-0.52,0.11,0.24,0.32,0.23,-0.0189583,-0.35,0.18,-0.21,0.14,0.3,-0.15,-0.09,14.04
-0.4,-1.43,-0.36,-0.17,-0.06,0.09,-0.14,0.19,-0.09,-0.11,0.09,0,0.13,0.25,0.53,-0.01,0.03,0.08,-0.1,-0.18,-0.15,-0.22,0.96,0.13,0.09,0.3,-0.04,-0.18,14.04
-0.09,0.1,0.06,-0.05,-0.11,-0.33,0.13,-0.43,0.3,-0.04,-0.01,-0.33,0.43,-0.08,0.21,0.05,-0.5,-0.18,0.18,-0.67,-0.0329412,-0.46,-0.58,-0.47,-0.13,-0.13,-0.43,0.14,16.01
-0.07,0.25,0.32,-0.19,0.11,0.27,0.71,0.52,-0.81,-0.39,-0.64,0.21,-1.05,-0.85,-1.05,-0.64,0.17,0.04,0.01,-0.35,0.21,-0.24,0.08,-0.36,-0.52,-0.1,-0.34,0.04,99
-0.03,0.25,0.18,-0.05,0.05,0.25,-0.43,-0.2,0.53,-0.25,-0.15,-0.01,0.23,0.17,-0.33,-0.14,-0.27,-0.36,-0.53,0.152155,-0.05,0.19,-0.85,-0.7,-0.36,0.29,-0.42,-0.14,12.01.01
-0.36,-0.58,-0.42,0.04,0.14,0.14,0.00308357,0.02,0.38,0.05,-0.1,0.03,0.34,0.41,0.26,-1.06,0.09,0.32,0.13,-0.38,0.45,-0.57,0.64,-0.09,0.23,-0.06,-0.01,0.01,11.02.03.04
0.1,-0.4,-0.38,-0.3,-0.3,-0.09,-0.00844961,-0.89,0.65,0.67,0.08,-0.38,0.62,-0.29,0.44,-0.68,-0.03,0.07,0.05,0.36,0.3,0.65,-0.71,0.15,0.27,0.07,-0.32,0.16,16.01
-0.23,-0.25,0.04,0.12,-0.23,0.07,-0.2075,0.28,0.2525,0.3025,0.203333,-0.16,0.54,0.2375,0.7375,-0.11,0.31,0.35,0.3,-0.14,-0.24,-0.4,0.31,-0.03,0.12,0.44,0.27,0.1,20.01.03
-0.25,0.03,-0.3,-0.22,0.01,-0.02,-0.24,0.34,-0.26,0.00370787,-0.0568045,0.01,0.0252632,0.28,0.189368,-0.11,-0.29,-0.75,-0.5,0.08,0.26,-0.88,-0.48,-0.35,-0.24,0.35,0.02,-0.24,01.04
-0.09,-0.45,0.19,-0.27,-0.37,-0.0371429,-0.6,-0.41,0.34,-0.07,0.35,0.02,0.54,-0.47,-0.15,-0.31,-0.18,-0.36,-0.01,-0.04,0.148286,0.23,0.34,-0.21,-0.07,-0.32,0.14,0.13,14.10
0.77,-0.12,0.03,0.17,0.17,0.32,-0.83,-0.06,0.09,-0.49,0.15,0.74,0.15,-0.28,0.41,-0.31,-0.08,-0.82,-0.31,0.69,0.83,1.05,-0.121327,-0.22,-0.15,0.12,0.09,-0.19,10.03.01
-0.01,-0.81,-0.01,-0.28,-0.24,0.04,-0.61,-0.51,0.49,0.2,0.06,0.0316129,0.45,-0.01,0.59,-0.35,-0.01,-0.03,-0.08,0.121333,-0.04,0.24,-0.09,-0.55,-0.09,-0.34,0.03,0.01,20.09.04
-0.62,-0.18,-1,-0.29,0.15,0.18,0.01,-0.45,0.0255172,0.156207,-0.137241,0.19,0.00586207,0.0313793,0.228966,-0.32,0.05,-0.14,0.04,-0.48,0.23,-0.04,-0.38,-0.24,-0.28,-0.06,0.23,0.09,42.16
-0.06,-0.17,0.01,-0.23,-0.19,0.36,0.34,0.43,0.09,-0.2,-0.85,0.27,-0.3,-1,-0.54,-0.05,-0.19,-0.28,-0.07,0.11,0.25,0.44,-0.21,-0.19,-0.34,-0.19,-0.09,-0.06,01.02
-0.1,0.7,0.14,-0.23,-0.08,0.3,0.34,0.42,-0.2,-0.24,-0.84,0.16,-0.26,0.01,-0.66,0.23,-0.11,-0.07,-0.24,0.25,-0.0329412,0.73,0.37,-0.14,-0.16,0.14,-0.02,0.05,16.01
0.33,-0.01,-0.07,-0.21,-0.19,-0.21,0,-0.14,0.48,0.74,0.31,0.116083,-0.0210703,-0.12,0.0624332,-0.14,-0.04,0.11,0.02,-0.56,-0.16,-0.73,0.25,-0.65,0.14,-0.09,0.14,-0.12,11.02.03.04
0.34,0.44,0.44,-0.28,-0.34,0.07,1.11,0.62,-1.27,-0.55,-0.64,0.13,-0.52,-0.34,-0.39,0.32,-0.14,-0.21,0.09,0.35,-0.11,-0.04,-0.34,-0.36,-0.13,0.45,0.09,-0.01,16.01
0.07,0.07,0.11,-0.21,-0.13,-0.04,0.31,0.08,-0.06,0.08,-0.43,0.26,0.09,0.16,0.11,0.11,0.2,0.1,0.26,-0.77,0.05,-0.05,0.3,-0.44,-0.28,-0.13,0.02,-0.3,14.13.01
0.75,-0.51,0.04,-0.28,-0.35,-0.42,0.34,0.37,0.39,-0.02,0.3,0.09,0.2,0.04,0.88,0.47,-0.37,-0.51,0,-0.03,-0.55,-0.79,0.61,0.23,0.56,-0.63,-0.49,0.27,02
0.97,-0.14,-0.07,0,0.12,0.22,0.03,0.18,0.05,0.07,-0.05,-0.01,0.39,-0.24,0.38,-0.12,0.3,0.35,0.1,-0.12,0.1,0.1,-0.03,-0.03,-0.05,0.06,-0.17,-0.11,12.07
-0.09,-0.22,-0.79,-0.2,0,-0.26,0.104638,0.37,0.23,0.0340845,-0.126479,-0.09,-0.136825,0.00225352,0.0971212,0.24,0.39,0.43,0.06,-0.63,0.00409091,-0.71,-0.79,-0.26,0.05,0.45,-0.08,-0.23,16.03.01
0.24,0.04,-0.15,-0.22,0.17,-0.32,-1.33,-0.14,0.39,0.29,0.77,0.68,0.95,0.56,0.52,-0.53,-0.66,-0.4,0.18,-0.06,0.71,0.0841667,0.22,0,0.04,0.04,0.04,0.06,20.03
-0.34,-1.06,-0.29,-0.12,0.58,-0.25,0.00308357,0.0985319,0.06,0.01,-0.32,-0.14,-0.02,0.41,-0.11,-0.12,0.38,0.6,0,0.08,0.00829787,-0.26,0.68,-0.14,-0.26,0,-0.33,0.07,11.02.03.04
-0.23,-0.6,-0.18,-0.15,0.33,-0.08,0.134063,0.304242,-0.05,0.09,-0.49,-0.13,0.13,0.32,0.09,-0.27,0.41,0.47,0.19,0.09,-0.44,0.16,0.61,-0.14,-0.02,0.23,-0.23,-0.05,11.04.03.01
-0.01,-0.64,-0.32,-0.26,0.37,0.32,-0.33,0.11,-0.04,-0.31,-1.19,0.19,0.14,0.32,0.06,-0.17,0,0.23,0.2,-0.06,-0.25,0.03,2.63,-0.15,-0.080274,-0.1,-0.52,-0.1,16.03.01
0.06,-1.22,-0.42,-0.2,0.3,-0.21,0.2175,1.02,-0.01,-0.31,0.43,0.02,-0.21,0.07,0.79,0.29,-0.49,-0.83,-0.41,0.59,0.09,-1.01,0.1,-0.34,-0.14,0.29,0.42,-0.12,11.04
0.07,0.08,0.06,-0.08,-0.35,0.02,-0.286667,-1.87,0.47,1.08,0.58,-0.25,0.2,0.31,0.28,-0.74,0,-0.09,-0.23,0.13,0.0217391,0.12,-1.11,-0.58,-0.25,-0.13,-0.08,0.04,20.09.04
-0.92,-0.81,0.08,0.33,0.77,-0.07,0.67,0.95,0.36,0.66,-0.24,-0.44,-0.22,0.34,-0.12,-0.27,0.31,0.12,-0.22,-0.0354878,-0.02,-0.13,-1.67,-0.46,0.19,0.85,-0.12,0.01,42.01
-0.94,-0.6,0.23,-0.18,1.01,-0.06,0.0207143,-0.186429,-1.49,-0.04,0.04,0.22,0.12,1.13,0.97,0.57,-0.59,-0.42,-0.24,0.22,-0.22,-0.37,0.61,0.31,0.09,-0.55,-0.87,0.46,32.01.01
1.37,-0.92,0,-0.22,-0.2,0.28,-0.13,0.25,0.33,0.5,0.07,-0.57,0.32,0.8,0.58,-0.05,0.23,0.47,0.31,-0.08,-0.01875,-0.3,0.12,-0.29,-0.31,0.1,-0.25,0.03,14.07.05
-0.15,-0.1,0.6,-0.148125,-0.0606452,0.1,-0.92,-1.11,-0.01,-0.23,0.13,-0.06,0.25,-0.45,-0.11,-0.35,0.38,-0.07,-0.09,0.02,0.0217391,0.54,-0.54,-0.52,-0.46,-0.15,-0.36,0.21,20.09.04
0.24,-0.47,0.11,0.02,0.07,0.04,0.24,0.1,-0.24,-0.51,0.13,-0.11,-0.22,0.1,0.04,-0.66,-0.07,0.12,0.08,0.23,-0.23,-0.77,0.77,-0.01,-0.16,-0.6,-0.42,0.1,42.01
-0.81,-0.64,0.08,-0.14,0.19,0.11,0.7,0.4,-0.01,-0.04,-0.34,-0.36,-0.21,0.85,0.08,-0.14,0.11,0.09,-0.02,-0.13,-0.28,-0.74,0.05,0.1,0.31,0.04,-0.18,0.05,42.01
0.138182,1.33,-0.0042328,1.01,0.67,0.08,0.00308357,-1.14,0.61,-1.12,0.79,1.7,-0.35,-0.61,0.0624332,-0.1,0.35,-0.08,-0.46,0.43,0.51,0.69,-1.51,-1.64,-1.33,0.14,0.34,-0.64,11.02.03.04
-0.47,-0.3,-0.1,0.07,0.13,-0.06,-0.160448,-0.066,-0.0836364,0.0722059,-0.0977612,0.112308,-0.0523438,0.122537,0.169077,-0.11,-0.18,0.06,0.04,0.15,0.148286,-0.47,0.38,-0.02,-0.17,-0.34,0.16,0.31,14.10
-0.32,-0.409319,0.32,-0.29,0.17,0.51,-0.63,-0.37,0.63,0.36,-0.01,-0.16,0.4,0.11,0.08,-0.27,0.17,-0.08,-0.51,0.28,0.45,0.24,-0.77,-0.26,0.12,0.56,-0.2,-0.45,12.01.01
0.19,-0.32,0.42,-0.13,-0.05,0.2,0.61,0.46,-0.3,0.26,-0.21,0.22,-0.1,-0.06,0.29,0.31,0.27,0.14,0.1,-0.28,-0.01875,0.2,0.38,0.03,0.01,0.16,0.18,0.18,14.07.05
-0.3,-0.62,0.56,0.14,0.33,0.16,-0.00844961,0.0514885,-0.116275,-0.0674409,-0.200866,0.55,-0.053125,0.175415,0.163586,-0.02,0.63,0.72,0.43,-0.14,-0.67,-0.55,0.03,-0.43,-0.2,0.16,-0.31,0.12,16.01
-0.01,-0.43,0.01,-0.4,-0.22,-0.09,0.00308357,-0.11,-0.25,0.09,0.06,-0.05,-0.34,0.41,-0.38,-0.39,0.21,0.11,-0.1,-0.03,0.17,0.37,0.55,-0.16,-0.05,-0.03,-0.24,-0.06,11.02.03.04
-0.22,0.48,0.12,0.01,0.17,-0.22,0.13,0.21,0.26,-0.12,-0.26,0.17,0.14,-0.31,0.05,-0.3,0.19,-0.33,-0.57,0.06,0.38,0.54,-1.81,-0.44,-0.59,0.13,0,0.32,01.04
0.19,-0.69,-0.38,0.27,0.76,-0.41,-0.27,0.02,0.31,-0.18,0.08,0.31,0.06,0.74,-0.15,-0.36,-0.06,0.38,-0.08,0.21,0.0664286,-0.33,-0.21,-0.43,-0.33,0.01,-0.03,0.01,11.02.03.01
-0.36,0.2,0.33,0.11,0.27,0.13,-0.317083,-0.3,0.04,0.01,-0.1,0.06,-0.34,0.53,-0.15,-0.15,0,0.21,-0.19,0.09,-0.09,0.06,0.1,-0.26,-0.15,-0.15,-0.34,0.24,20.09.13
0.182246,-0.18,-0.0351773,0.22,0.35,0.19,-0.0725984,-0.42,0.47,0.34,-0.21,-0.11,0.28,-0.14,0.15,-1.57,0.57,0.4,0.36,0.11,0.26,-0.12,-0.29,-0.2,-0.39,-0.1,-0.08,0.23,43.01.03.05
0.37,0.33,0.38,0.17,0.11,0.02,0.35,0.26,-0.22,-0.82,-0.02,0.02,0.02,-0.49,-0.04,0.15,0.29,-0.14,-0.08,-0.02,0.0399099,0.46,0.45,-0.7,-0.61,-0.51,-0.53,-0.03,01.05
0.03,0.12,-1.25,-0.03,0.34,0.16,-0.55,-0.41,0.25,0.38,0.12,-0.19,-0.19,0.04,0.77,-0.5,0.11,0.26,0.03,0.16,0.14,0.43,-0.66,-0.07,-0.34,-0.28,0.02,0.24,01.06
-0.49,-0.38,-0.29,-0.13,0.33,-0.19,0.17,-0.23,-0.15,-0.2,0.42,0.11,-0.19,0.39,-0.02,0.13,-0.42,-0.28,-0.38,0.32,-0.13,-0.08,0.64,0.01,0.05,-0.32,-0.13,0.34,32.01.01
0.33,-1.84,0.06,-0.19,-0.21,-0.1,0.22,0.34,0.35,-0.33,-0.18,-0.18,0.28,-0.08,1.04,-0.23,-0.52,-0.3,0.12,0.26,-0.37,0.12,-0.85,0.47,-0.48,-1.82,0.47,0.4,10.03.02
-0.2,-0.4,0.26,-0.39,0.02,-0.04,0.17,-0.66,-0.4,-0.04,-0.52,0.1,0.01,-0.99,0.38,-0.66,0.15,0.08,0.39,0.17,-0.12,0.124839,-0.13,-0.39,-0.28,-0.02,0.27,0.26,12.10
1.18,1.42,-0.58,0.41,0.31,-0.36,-0.33,0.53,0.25,-0.38,0.86,0.54,-0.63,0.2,-0.27,-0.02,-0.35,-0.12,-0.48,0.55,-0.07,-0.6,-1.43,-0.95,-0.19,0.03,0.15,0.08,11.02.03.04
0.04,-0.06,-0.29,-0.17,0.05,-0.09,-0.25,-0.09,0.48,0.17,0.38,-0.05,0,0.54,0.84,-0.09,0.03,0.36,0.16,0.27,-0.139714,-0.46,0.12,-0.01,0,-0.01,-0.63,0.19,10.01.05.01
-0.17,0.0333333,0.11,-0.18,-0.38,-0.04,-1.72,-2.05,-1.36,-0.63,0.46,0.76,1.22,0.47,1.39,2.17,-1.45,-0.81,-0.14,-0.01,0.05,1.06,0.1,1.56,1.31,1.32,-0.42,-1.02,20.01.13
0.08,-0.42,-0.54,0.04,0.31,0.05,0.00308357,0.0985319,-0.00599432,0.0155398,-0.0980737,0.116083,-0.0210703,0.0642286,0.0624332,-0.1,0.18,0.24,-0.06,-0.11,0.32,0.14,0.81,-0.03,-0.15,0.15,-0.21,-0.07,11.02.03.04
-0.42,-0.45,-0.18,-0.18,-0.4,-0.44,0.78,0.71,0.24,0.22,-0.22,-0.49,0.18,-0.42,0.37,0.4,-0.19,0.27,0.15,-0.35,-0.52,-0.45,-0.6,0.46,0.08,0.18,0.16,-0.48,02
-0.81,-0.45,-0.51,-0.19,0.3,0.03,0.95,1.28,0.11,0.22,-0.57,-0.09,-0.99,0.19,-1.02,0.27,0.11,-0.03,-0.12,-0.0517544,0.13,-0.28,-0.67,0.14,0.18,0.25,0.17,-0.23,16.03.03
-0.56,-0.07,0.45,-0.53,-0.26,-0.19,-0.39,-0.54,-0.25,-0.54,-0.2,0.27,-0.06,-0.31,-0.22,-0.13,-0.08,-0.18,-0.17,0.05,0.0399099,0.6,-0.66,-0.34,0.19,0.11,0.03,0.1,01.05
0.46,-0.49,-0.3,-0.19,0.17,0.23,-0.66,-0.8,0.34,0.58,0.17,-0.03,-0.0816667,0.36,0.89,0.14,0.31,0.29,0.07,-0.13,-0.01875,-0.05,0.41,-0.31,-0.14,0.28,-0.11,-0.23,14.07.05
0.21,-0.54,0.16,-0.46,-0.47,0.31,-0.6,-0.3,0.46,-0.28,-0.01,0.33,0.05,0.12,-0.47,-0.0224878,-0.117805,-0.152146,-0.209024,0.152155,0.229435,0.370686,-0.22,-0.55,-0.28,0.15,-0.03,-0.22,12.01.01
-0.09,-0.25,-0.12,-0.07,0.12,0.22,0.14,0.17,-0.1,-0.14,-0.06,0.09,-0.51,0.43,-0.58,-0.41,0.46,0.21,0.27,-0.17,-0.11,0.27,0.47,0.01,-0.08,0.42,0.07,-0.14,20.09
-0.67,-0.86,0.18,-0.21,-0.27,0.1,0.176981,0.298929,-0.186296,-0.0846296,-0.19,0.113818,-0.133469,0.0238889,-0.119038,-0.29,0.03,-0.36,-0.57,-0.0517544,0.31,0.39,-1.3,-0.07,0.07,0.79,0.2,-0.2,16.03.03
0.69,0.36,0.18,-0.25,-0.01,-0.22,0.07,-0.04,0.04,0.1,0,0.35,0.17,-0.82,-0.41,-0.45,-0.08,-0.11,0.04,0.1,0.0905556,0.07,-0.43,-0.25,-0.24,0.18,-0.09,0.22,01.06
0.12,-0.38,0.16,-0.24,-0.09,0.34,-0.94,0.3,-0.04,0.51,0.03,0.1,0.06,-0.06,-0.28,0.03,0.07,0.13,0.15,-0.09,0.26,0.19,0.52,0.11,0.14,0.09,0.11,0.18,43.01.03.09
-0.4,-0.29,-0.56,-0.25,0.06,-0.18,-0.24,-0.33,0.07,-0.03,0.44,0.18,-0.79,0.11,-0.12,0.01,-0.37,-0.23,-0.24,0.02,0.08,0.01,0.05,-0.72,-0.43,-0.02,0.08,0.15,12.01.01
0.21,0.2,-0.36,-0.14,0.22,-0.1,-0.6,0.08,0.13,-0.11,0.63,-0.23,0.03,0.51,0.69,-0.4,-0.22,-0.44,-0.02,0.31,0.0572674,0.21,0.34,0.37,-0.32,-0.21,-0.25,0.17,01.04
-0.04,-0.76,0.19,-0.17,-0.04,0.01,-0.09,0.03,0.16,-0.31,-0.25,0.11,0.03,-0.72,-0.02,-0.43,-0.07,0.36,0.24,-0.07,-0.11,-0.09,0.04,-0.21,-0.42,0.31,-0.29,-0.07,11.02.03.04
-0.25,0.19,-0.04,0.07,0.03,-0.04,-0.24,-0.35,0.21,0.11,0.01,0.42,-0.2,-1.12,-1.09,-0.54,-0.61,-0.07,0.12,0.23,0.07,-0.07,0.27,-0.13,-0.34,-0.32,-0.06,0.48,01.06
-0.45,-0.43,0.29,-0.23,-0.23,0,-0.91,-1.02,-0.03,0.34,-0.24,0.18,0.14,-1.61,-0.13,-0.22,-0.08,-0.33,0.12,0.08,0.0217391,0.45,0.44,-0.24,-0.07,0.09,0.13,0.03,20.09.04
0.25,0.1,0.25,-0.09,0.15,-0.22,0.02,0.24,-0.01,0.45,0.28,-0.03,0.02,0.02,0.78,0.04,-0.1,-0.01,-0.1,-0.11,0.119524,0.05,-0.46,-0.2,-0.37,-0.09,-0.23,0.23,10.01.09.05
-0.79,-0.34,-0.03,-0.17,-0.09,0.03,-0.12,-0.14,0.22,0.32,0.28,0.23,0.09,-0.35,0.4,0.18,-0.32,0.22,0.27,-0.12,0,-0.02,0.5,-0.23,-0.14,-0.09,-0.02,0.18,20.09.07
-0.04,0.34,-0.3,-0.1,0.24,-0.13,-0.06,0.07,-1.36,-0.49,0.44,0.29,0.0979545,-0.175556,0.150222,-0.3,-0.43,-0.25,0.27,0.33,0.42,-0.14,0.39,-0.29,-0.25,-0.07,0.15,-0.07,01.06
0.0964052,0.16,-0.0193464,-0.11,-0.21,-0.09,-0.05,0.23,-0.11,-0.02,-0.07,0.2,-0.62,0.09,0.01,-0.36,-0.31,0.21,0.28,0.33,-0.11,-0.56,-0.05,-0.42,-0.52,-0.05,-0.13,-0.07,01.05
-0.110667,0.19,-0.0419355,0.11,0.52,0,-0.6,-0.49,0.26,-0.18,0.12,0.35,-0.65,0.37,-0.45,-0.77,-0.4,-0.41,-0.49,0.32,0.7,0.35,0.2,0.08,0.12,-0.29,0.04,0.01,16.03.03
0.106944,-0.62,0.00472222,-0.65,0.1,0.24,-0.26,-0.39,0.36,0.44,0.21,0.08,0.48,0.34,0.85,0.18,-0.08,-0.32,0.15,-0.51,0.04,0.31,0.53,0.02,-0.17,-0.22,-0.11,-0.28,01.04
0.106944,-0.43,0.00472222,-0.07,0.02,0.1,-0.29,0.09,-0.31,0.03,-0.33,-0.16,0.24,-0.45,-0.12,-0.31,-0.11,0.1,0.31,0.14,0.18,-0.1,0.44,0.1,-0.34,-0.19,0.1,0.16,01.04
-0.01,-0.49,0.65,-0.5,-0.01,-0.12,-0.73,-0.105625,0.0172487,0.114681,-0.151526,0.114518,-0.256995,0.131164,-0.0840107,-0.31,-0.75,-0.27,0.08,0.36,0.35,0.19,-0.2,-0.01,-0.24,-0.13,0.25,0.14,12.01.01
0.06,-0.47,-0.34,0.01,-0.05,0.42,-0.01,0.25,0.18,1.47,-0.16,-0.02,-0.23,0.47,-0.08,-0.2,-0.01,-0.54,-0.47,0.22,0.5,0.44,-1.16,-0.21,0,0.45,0.04,-0.12,12.01.01
-0.23,-0.2,-0.17,-0.11,0.31,-0.29,-0.71,-0.06,0.27,0.1,0.26,0.17,-0.053125,0.03,0.49,-0.02,-0.32,-0.34,-0.02,0.19,0.16,-0.14,-0.18,-0.08,-0.05,0.03,0,0.09,16.01
1.06,-0.23,0.15,-0.21,-0.18,-0.14,-0.68,-0.75,0.12,-0.11,0.46,0.19,0.0476336,0.05,0.82,-0.27,-0.65,-0.86,-0.26,0.53,0.22,0.0488514,0.42,-0.39,-0.37,-0.97,-0.24,0.47,01.05
0.11,-0.42,0,-0.32,-0.32,0.28,-0.36,-0.2,0.34,0.27,0.36,-0.31,0.23,0.02,0.36,-0.3,0.05,-0.36,-0.24,0.15,-0.034,-0.32,-0.27,0.02,-0.09,-0.21,0.16,0.06,32.01
