@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute clb2-2                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_250                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.7,-0.32,0,0.16,0.18,-0.02,-0.28,-0.27,-0.26,-0.31,0.09,0.29,0.28,0.01,-0.22,-0.12,0.06,-0.01,-0.08,-0.11,0.03,0.05,0.0583333,-0.68,0.45,0,0.38,-0.11,01.07.01
0.7,-0.42,-0.22,0.07,-0.04,0.1,0.41,-0.11,0.78,0.52,-0.65,0.11,-0.4,-0.15,-0.12,-0.39,-1.04,-0.19,0.25,0.49,-0.12,0.15,0.17,0.0122946,0.03,-0.36,0.24,-0.16,11.02.03.04
-0.79,0.4,0.03,0.16,-0.29,0.18,-0.11,1.84,1.25,1.31,-0.6,-0.97,-0.22,0.05,-0.47,0.34,-0.58,-0.18,-0.4,0.13,0.18,0.0228,0.21,0.74,0.71,-0.03,-0.13,0.04,11.02.03.04
-0.09,-1,-0.19,-0.25,-0.44,0.2,0.01,0.34,0.16,0.12,-0.15,0.09,-0.14,0.23,0.13,-0.7,-0.35,0.55,0.2,-0.41,0.14,0.2,-0.010463,0.14,-0.78,-0.57,-0.25,-0.21,43.01.03.05
0.58,-0.43,-0.03,0.24,-0.4,0.02,-0.5,-0.163357,0.8,-0.24,0.44,0.126838,0.0476336,0.24,-0.41,-0.41,-0.65,0.24,0.1,-0.17,-0.38,-0.01,0.16,-0.39,0.32,-0.19,-0.09,-0.22,01.05
0.24,0.21,0.52,0.33,0.12,-0.3,0.2,0.59,0.54,0.24,-0.37,-0.48,-0.87,-0.44,-0.12,0.150962,-2.62,-0.45,0.27,1.55,0.24,0.8,-0.000535714,0.59,0.33,1.06,0.17,0.1,01.05
-1.84,1.16,-0.06,1.63,0.04,-0.51,-0.4,-2.11,-2.47,-3.96,-0.39,-0.28,0.79,0.78,0.08,-0.18,0.46,-1.19,-0.51,0.57,0.54,-0.34,0.36,0.6,-1.08,0.43,0.58,-0.5,02
0.11,-0.6,-0.11,0.01,-0.39,-0.01,-0.18,0.12,0.44,0.07,-0.0295238,0.129524,-0.0255,-0.07,0,-0.02,0.04,0.25,0.32,0.4,0.13,0.19,-0.19,-0.19,0.02,0.3,0.21,-0.11,01.06
-0.89,-0.253056,0.46,0.94,-0.46,-0.5,-0.23,-0.68,-1.11,-0.26,0.46,0.48,0.44,0.09,-2.25,0.65,-0.17,-0.39,-0.29,0.44,-0.64,0.79,0.0996154,-0.16,-0.88,-0.57,0.41,0.75,32.07
0.8,-0.54,-0.0318705,-0.12,0.1,-0.33,-0.1,0.15,0.18,0.31,0.02,-0.04,0.31,-0.26,-0.08,0.03,-0.23,0.17,-0.18,0.02,-0.61,0.12,-0.12,0.00666667,-0.02,0.13,0.36,0,43.01.03.05
0.58,-0.49,0.1,0.14,0.02,-0.28,0.35,0.53,0.69,0.61,-0.37,-0.2,0.24,-0.2,0.1,0.01,0.14,0.09,0.03,-0.15,-0.02,-0.15,0.0113043,0.12,0.31,0.11,0.18,-0.03,11.02.03.04
0.45,0.15,0.15,0.09,-0.07,0.2,0.06,0.05,0.28,0.28,-0.43,0.07,0.25,0.06,0.36,-0.25,0.02,-0.19,-0.13,-0.24,0.3,-0.32,-0.14,0.29,0.11,-0.51,0.08,-0.11,11.02.03.04
-0.06,0.16,0.09,0.55,-0.13,-0.6,-0.2,0,-0.45,-0.66,0.36,-0.12,0.69,0.17,0.11,0.32,0.07,-0.2,-0.34,-0.31,-0.31,0.0920833,0.09,-0.19,0.48,-0.04,-0.33,0.34,43.01.03.09
0.59,-0.36,-0.13,0.14,0.17,0.27,-0.09,-0.34,0.19,0.25,-0.08,0.3,0.51,-0.08,-0.02,0.28,0.04,0.15,0.07,0.04,0.1,-0.18,-0.15,-0.36,0.13,-0.27,0.04,-0.07,43.01.03.05
0.51,-0.07,0.12,0,-0.13,0.24,-0.05,0.64,0.1,-0.08,0.05,0.32,0.57,-0.11,-0.42,-0.24,0.41,0.19,-0.12,-0.1,-0.19,-0.2,-0.25,-0.51,0.6,-0.08,0.15,-0.22,01.04
0.18,-0.03,0.19,-0.49,-0.17,0.12,-0.08,0.44,0.68,0.59,-0.151526,-0.145815,-0.256995,-0.4,-0.42,-0.57,-0.22,-0.1,-0.27,-0.03,-0.9,-0.03,0.223313,-0.23,-0.82,-0.03,0.58,-0.2,12.01.01
0.44,-0.22,0.07,-0.46,-0.15,0.56,0.12,0.16,0.46,0.37,-0.72,-0.3,-0.11,0.06,0.1,-0.18,0.35,-0.01,-0.19,-0.33,-0.15,-0.107778,-0.14,0.73,-0.87,-0.16,0.39,-0.15,01.03.04
-0.03,0.83,-0.94,-0.78,0.14,0.55,0.94,-0.2,-0.06,-0.55,-0.09,0.37,0.24,-0.68,-1.12,-0.71,-0.49,0.38,0.63,0.36,-0.23,-0.33,0.0111165,0.34,-0.79,-0.02,-0.61,0.14,16.01
-0.12,-0.22,-0.05,-0.03,-0.01,-0.005,-0.03,0.33,0.32,0.22,-0.48,-0.51,-0.01,0.09,0.4,-0.74,-0.01,0.01,0.17,-0.17,0.18,-0.00847656,0.11,0.44,0.38,-0.21,0.34,-0.43,16.01
-0.38,-0.27,0.36,-0.3,0.07,-0.19,0.66,0.32,0.38,-0.17,0.18,-0.13,-0.27,-0.1,-0.68,-0.54,0.23,-0.11,0.03,-0.12,-0.34,-0.38,-0.13,0.11,-0.57,-0.29,0.24,0.11,11.04.01
0.1,0.01,0.3,0.18,-0.05,0.08,-0.02,0.54,0.64,0.58,-0.5,-0.69,-0.05,0.41,0.31,-0.5,-0.22,-0.1,-0.05,0.01,0.07,-0.06,-0.03,0.12,-1.19,-0.25,-0.38,0.16,12.10
-0.79,0.1,0.72,0.73,0.02,-0.2,0.04,0.49,-0.1,0.13,-0.23,-0.65,-0.57,0.23,0.79,-0.23,-0.14,-0.46,-0.48,-0.16,0.017931,-0.19,-0.06,0.42,1.1,-0.7,-0.18,0.1,01.02
0,-0.228509,0.31,0.13,-0.16,0.06,-0.3,-0.21,-0.65,-0.87,0.07,0.54,-0.02,-0.18,0.47,0.64,-0.26,-0.09,-0.06,0.09,0.34,0.25,0.0774797,0.41,0.02,-1.01,-0.31,0.33,14.04
-0.09,0.21,0.06,-0.09,-0.39,0.31,-0.1,-0.28,-0.3,-0.26,-0.18,-0.18,0.07,0.23,0.01,-0.23,-0.14,-0.61,-0.46,-0.56,0.2,-0.55,-0.09,0.2,-0.58,-0.14,0.02,-0.23,12.04
-0.32,0.19,0.07,0,-0.23,0.07,-0.16,-0.34,-0.14,0.08,-0.34,-0.145815,-0.256995,0.04,0.01,-0.28,-0.21,-0.33,-0.23,-0.22,-0.07,-0.06,0.45,0.06,-0.83,0.01,0.18,-0.35,12.01.01
-0.38,0.14,-0.26,0.01,-0.09,0.46,-0.11,-0.255714,-0.84,-0.52,-0.1,-0.02,0.59,-0.02,-0.42,0.01,-0.2,-0.32,-0.16,0.24,-0.03,0.12,0.0333333,0.47,1.07,0.12,-0.23,-0.13,20.01.01.01
-0.62,-0.2,0.355714,1.81,-0.48,-0.74,-0.58,-0.55,0.05,-0.22,0.31,0.214,0.176667,-0.298333,-0.41,0.71,-0.34,-0.23,-0.87,-0.23,0.79,0.53,-0.06,0.4,1.52,-0.06,-0.68,0.62,02
1.03,-0.97,-0.41,1.15,0.64,-0.08,-0.57,0.02,0.93,0.85,-0.09,0.09,-0.23,-0.5,0.68,-0.02,0.76,-0.43,-0.35,-0.51,-0.2,0.07,-0.6,-1.06,-0.75,-0.61,0.12,-0.21,10.01.05.01
1.04,-0.54,0.08,0.38,-0.01,-0.08,-0.19,0.41,0.35,0.43,0.41,-0.24,0.25,0.22,0.04,-0.3,-0.22,-0.07,-0.46,-0.1,0.37,-0.02,-0.05,0.1,-0.2,-0.32,-0.25,-0.1,01.06.02.01
-0.18,-0.03,0.23,0.43,-0.34,0.13,-0.15,-0.02,-0.2,0.08,0.07,-0.64,0.53,-0.17,-0.23,0.09,-0.33,0.07,0.14,0.04,0.37,-0.19,0.01,0.5,-0.02,-0.2,0.09,0.25,16.19.03
0.14,-0.27,-0.09,-0.06,-0.2,0.1,-0.27,-0.4,-0.21,-0.26,-0.12,0.2,0.49,-0.04,-0.23,0.26,0.4,-0.04,-0.25,-0.04,-0.53,-0.17,0.45,-0.25,0.28,0.24,0.45,-0.09,32.07
0.65,-0.29,-0.6,-0.13,0.23,-0.01,-0.21,-0.0577124,-0.025414,-0.0236943,0.4,0.24,0.26,-0.39,-0.37,-0.59,-0.16,-0.33,0.41,-0.51,0.32,0.01,0.0774797,-0.21,-0.17,-0.16,0.2,-0.41,14.04
0.26,-0.23,-0.24,-0.23,0.35,0.23,0.09,0.1575,0.36,0.06,-0.35,-0.08,0.09,-0.42,-0.42,0.18,0.06,-0.29,0.41,-0.1,0.03,-0.12,-0.33,-0.75,-0.93,-0.11,0.23,-0.28,42.10
-0.47,-0.14,-0.38,-0.23,0.24,0.31,0.29,-0.27,0.19,0.09,0.06,0.52,0.26,-0.14,-0.75,-0.29,-0.04,-0.47,0.45,-0.08,-0.12,-0.28,0.34,-0.2,0.12,-0.0712821,0.49,-0.06,11.04.01
0.04,-0.18,-0.14,-0.09,0.15,0.17,-0.11,-0.0725984,-0.16,0,-0.26,-0.06,-0.43,-0.04,0,0.03,-0.32,-0.35,0.34,0.02,-0.13,0.2,0.19,-0.08,0.46,-0.05,0.23,0.01,43.01.03.05
0.21,-0.25,-0.13,-0.48,0.09,0.21,0.02,-0.49,-0.01,0.02,0.02,-0.05,-0.01,-0.25,-0.25,0.1,-0.72,0,0.55,0.28,0.32,0.87,-0.56,-1.81,0.56,-0.0265385,-0.04,0.01,20.09.13
-0.64,0.04,0.2,-0.17,-0.1,0.31,-0.06,0.23,0.45,0.18,0.7,-0.38,-0.14,-0.0107143,0.48,-0.34,0.01,-0.23,-0.2,0.15,0.02,0.23,0.0774797,0.46,0.07,-0.49,0.17,-0.39,14.04
0.41,-0.62,-0.3,0.75,0.3,0.11,-0.1,0.194,-0.09,0.23,0.57,0.28,0.23,-0.42,0.1,-0.14,0.21,-0.1,-0.03,0,0.29,0.55,-0.0242857,-0.25,-0.44,-0.2,-0.22,0.05,10.01.09.05
0.77,-0.94,-0.48,0.87,0.8,-0.11,-0.35,-0.09,0.99,1.53,0.85,0.15,-0.66,-0.85,0.79,-0.65,0.01,-0.71,-0.58,-0.6,0.88,0.61,-0.36,-0.71,-0.83,-0.69,-0.24,-0.14,34.11.03.07
-0.6,-0.2,0.07,-0.71,0.43,0.21,0.4,-0.28,0.35,0.34,0.02,-0.03,0.26,-0.21,-0.76,-0.53,-0.14,-0.26,0.45,-0.14,0.14,-0.01,0.75,-0.58,-1.62,0.06,0.12,0.06,99
-0.01,-0.47,-0.15,-0.05,-0.18,-0.15,0.26,-0.1,-0.22,-0.34,0.29,1.25,0.83,-0.45,-0.63,0.5,-0.6,-0.08,0.23,0.15,0.23,0.28,-0.05,-0.12,-0.58,0.38,-0.26,0.27,11.02.03.01
-0.81,-0.42,0.37,-0.85,0.15,0.37,0.06,0.00308357,-0.09,0.84,-0.32,-0.07,-0.02,0.18,-0.05,-0.08,0.42,-0.01,0.5,-0.17,-0.23,-0.38,-0.14,-0.5,-0.12,-0.26,0.89,-0.41,11.02.03.04
-0.07,-0.25,-0.17,-0.28,0.08,0.23,0,0.3,0.06,-0.18,-0.22,-0.11,0.21,0.04,-0.01,-0.29,-0.45,0.3,0.43,0.28,0.12,0.28,-0.33,-0.98,-0.1,-0.39,-0.1,-0.02,14.04
-0.69,0.1,-0.09,0.09,0.16,-0.17,0.08,-0.181158,-0.105625,-0.0440415,0.62,-0.05,-0.22,0.07,1.02,0.23,-0.58,-0.42,0.04,0,0.52,0.04,0.223313,-0.24,0.11,-0.23,0.19,-0.03,12.01.01
1.07,-0.38,-0.31,0.17,0.06,-0.01,0.22,-0.163357,-0.151507,-0.154759,0.0421277,0.126838,0.0476336,-0.11021,-0.0885333,-0.46,-0.22,-0.05,0.14,-0.24,0.21,0.23,0.04,-0.59,-0.68,-0.01,-0.18,-0.09,01.05
4.97,-0.241054,-0.33,0.03,0.04,0.29,0.14,-0.05,0.04,-0.08,0.22,0.51,0.33,-0.23,-0.58,-0.29,0.78,0.32,0.05,-0.1,-0.4,-0.36,0.2,-0.13,-0.2,1.11,0.22,-0.03,11.02.03.04
0.15,0.06,0.02,-0.17,0.31,0.31,-0.55,0.29,0.22,-0.19,-0.09,0.54,0.21,-0.41,0.02,-0.15,-0.09,0.27,-0.03,0.22,-0.09,-0.12,0.09,0.2,0.29,-0.04,-0.17,-0.25,11.02.03.04
-1.12,-0.2,0.55,-0.68,0.16,0.19,0.29,-0.28,-0.03,0.01,0.28,0.5,-0.39,-0.19,-0.44,-0.4,-0.18,-0.28,0.3,-0.24,-0.06,-0.29,0.23,0.13,-1.04,-0.51,-0.02,-0.04,20.01
-2.12,0.78,-0.06,-0.63,0.5,-0.06,0.62,-0.386735,-0.29,-0.2828,0.01,-0.48,0.21,-0.06,-0.69,-0.28,-0.18,-0.2,0.44,0.29,-0.18,0.07,0.41,0.44,-1.62,-0.24,-0.05,0.14,20.09.18
-0.18,0.08,-0.04,-0.29,0.4,0.19,0,-0.0185714,0.66,0.0785417,-0.3,-0.58,-0.38,-0.03,0.19,-0.85,0.03,-0.29,0.22,-0.18,-0.02,-0.25,0.18,-0.22,-0.7,-0.08,0.06,0.05,10.03.01
-0.29,-0.17,-0.63,-0.15,0.19,0.14,-0.22,-0.34,-0.15,0.06,-0.03,-0.32,0.06,0.21,-0.11,-0.35,-0.36,0.58,0.23,-0.2,0.13,0.31,-0.00318841,-0.82,-0.7,-0.26,0.01,-0.1,10.03.01
0.45,-0.1,-0.04,0.2,-0.2,0.08,-0.49,-0.69,-0.86,-0.5,0.3,0,0.45,0,-0.32,-0.22,-0.41,-0.66,0.23,-0.31,0.0627273,-0.19,0.53,0.28,0.06,0.33,0.14,0.19,01.05.02.07
0.19,-0.42,-0.18,-0.13,0.21,-0.16,0.45,-0.08,0.06,0.06,0.15,0.2,-0.02,-0.25,-0.07,-0.1,0.2,-0.16,0.11,-0.11,0.01,0.1,0.06,-0.2,0.32,0.13,0.05,0.05,11.02.03.04
0.2,-0.51,0.37,0.53,0.05,-0.39,-0.04,-0.27,0.74,-0.06,-0.32,0.86,0.84,-0.01,0.56,-0.59,-0.73,-0.07,-0.15,0.47,-0.05,-0.09,-0.13,-0.11,-0.63,0.03,0,-0.09,11.02.03.04
-1.06,-0.43,0.54,0.85,-0.12,-0.15,-0.3,0.21,0.01,0.1,-0.14,-0.08,0.15,0.18,0.01,-1.15,-0.51,-0.31,0.31,-0.5,0.223333,-0.19,0.73,0.87,-1.01,-0.14,0.03,0.56,01.01
0.5,-0.07,-0.29,-0.24,0.12,-0.11,0.12,-0.67,-0.79,-0.12,0.49,-0.03,-0.01,0.27,-0.12,-0.53,-0.26,0.12,0.09,-0.18,-0.06,0.34,0.0996154,0.77,0.28,0.07,-0.1,0.11,32.07
-0.18,-0.23,-0.03,0.13,-0.07,0,0.03,-0.78,-0.68,-0.73,0.49,0.58,-0.94,0.18,0.21,-0.18,-0.35,-0.11,-0.68,0.3,-0.07,0.65,0.186818,0.79,-0.76,0.16,-0.33,0.5,34.01.01.01
-0.79,0.21,2.38,0.69,-0.89,-0.22,-0.03,1.87,0.26,-1.53,-0.52,0.2,1.04,0.15,-2.2,3,2.72,-0.37,-0.26,1.13,0.0813158,-0.5,-1.96,-0.96,0.24,-0.28,-0.04,-0.2,01.05
-0.03,0.0290476,0.0646701,-0.148041,-0.0894271,0.120773,-0.0271204,-0.74,-0.35,-0.65,1.5,0.42,-0.15,0.14,-1.04,-0.156765,-0.0224878,-0.308341,-0.117805,-0.209024,0.152155,-0.187812,0.223313,0.370686,-0.504286,-0.0580612,0.163959,-0.17066,12.01.01
-0.32,-0.29,-0.02,0.01,-0.04,-0.02,-0.12,0.15,0.09,0.02,-0.45,0,-0.26,-0.02,0.28,0.67,0.18,0.06,0.0758065,-0.51,-0.27,-0.22,0.18,0.14,0.22,0.12,-0.16,0.25,16.03.03
-0.38,-0.27,-0.12,-0.0758333,0.01,-0.07,0.07,0.37,0.38,0.22,-0.24,0.23,0.14,-0.44,0.05,0.57,0.77,0.05,-0.34,0.03,0.05,-0.24,-0.14,0.075,-0.08,0.03,-0.13,0.05,11.04.03.01
-0.45,-0.27,0.22,0.14,-0.11,-0.16,-0.09,-0.04,0.03,0.35,-0.42,-0.18,-0.02,0.19,0.36,0.26,-0.26,-0.02,-0.33,0.02,0.23,-0.32,0.186818,-0.23,-0.46,-0.13,-0.44,0.19,34.01.01.01
-0.54,-0.14,0.27,0.1,-0.02,0.23,0.03,-0.46,-0.5,-0.59,0.07,0.57,0.07,-0.11,0.3,0.24,-0.53,0.02,-0.25,0.07,0.19,0.1,0.0111165,0.04,0.25,-0.11,-0.16,0.08,16.01
-0.49,-0.07,-0.29,-0.9,0.24,0.24,0.65,-0.29,-0.32,-0.36,-0.19,-0.0892308,-0.133469,0.14,0.69,-0.52,0.37,0.31,0.19,0.24,-0.2,0.03,0.055,-0.15,-0.82,0.25,0.21,-0.12,16.03.03
-0.1,-0.3,0.28,0.09,0,0.18,-0.01,-1.32,0.0514885,-0.0166284,-0.200866,-0.0293117,-0.053125,0.00596899,0.158598,-0.54,-0.24,0.3,0.3,0.05,-0.01,0.12,-0.21,0.43,0.73,-0.27,-0.42,0.23,16.01
-0.89,-0.43,0.07,0.039963,-0.21,0.45,-0.14,-0.02,-0.02,-0.04,0.43,0.4,0.33,0.00596899,-0.88,-0.4,-0.33,-0.29,0.03,-0.22,0.1,-0.00847656,0.22,0.08,-0.18,-0.11,-0.34,0.04,16.01
0.58,0.19,-0.32,0.15,-0.2,0.26,0.46,-0.11,-0.33,-0.35,-0.09,0.51,0.32,0.03,0.34,0.15,0.54,0.27,0.05,0.06,-0.22,-0.15,0.18,0.07,-0.85,-0.69,-0.5,0.48,01.02
0.12,-0.71,0.75,0.4,0.05,-0.2,-0.14,-0.51,-0.23,-0.26,0.16,0.02,-0.02,2.25,-1.71,0.43,-0.91,0.19,0.13,0.1,0.29,0.1,0.0890476,-0.18,1.51,-0.16,-0.11,0.17,20.09.13
0.42,-0.38,-0.26,-0.66,0.1,0.13,0.36,-0.11,-0.45,-0.53,0.05,0.46,-0.07,0.33,-0.57,-1.03,-0.73,0.63,0.18,0.32,-0.02,0.59,0.24,0.000470588,-0.27,-0.35,-0.29,0.14,42.01
-0.64,-0.25,0.01,-0.06,0.11,-0.11,0.47,-0.47,0.12,0.04,0.95,0.4,0.44,-0.78,-1.29,-0.21,0.27,0.26,0.49,0.09,-0.38,0.16,-0.102,0.4,-0.63,0.37,0.01,0.12,01.03.01
0.46,0.04,0.35,-0.01,-0.05,-0.72,-0.02,0.29,0.47,-0.53,-0.05,-0.16,0.59,-0.28,-0.28,-0.41,-0.21,-0.32,-0.1,-0.36,0.0157143,-0.23,0.27,0.34,-1.62,-0.17,0.33,-0.11,12.10
0.73,-0.06,0.05,0.25,0.13,-0.15,-0.25,-0.2,0.06,-0.11,0.4,-0.22,0.41,0.86,-0.71,-0.27,0.48,0.1,0.15,-0.1,-0.24,-0.4,0.06,0.42,-0.64,-0.24,-0.29,0.28,20.01.01.01
-0.27,-0.14,0.06,-0.28,0,0.03,-0.22,0.47,0.62,0.39,-0.53,-0.36,-0.38,-0.04,0.11,-0.47,-0.07,-0.21,0.37,-0.26,-0.05,-0.22,0.0301493,0.18,-0.24,0.31,0.43,-0.12,16.03.01
0.39,0.03,-0.08,-0.15,0.09,-0.28,-0.13,0.29,0.33,-1,-0.6,-0.2,-0.58,-0.15,0.16,-0.25,-0.58,-0.13,-0.23,0.06,0.54,0.25,0.0583333,-0.26,-0.53,-0.01,0.09,0.22,01.07.01
-0.22,0.04,0.16,-0.42,-0.25,0.38,-0.33,1.31,0.87,0.64,-0.69,-1.01,-0.47,0.27,0.39,-0.39,-0.07,0.08,0.15,0.05,-0.08,-0.04,-0.0172222,-0.1,-0.42,0.12,0.42,-0.11,11.04.01
0.45,-0.38,0.02,0.21,-0.03,0.21,-0.26,-0.36,0.32,0.46,-0.1,-1.01,0.02,-0.17,0.23,0.03,-0.34,0.3,0.07,0.34,0.06,-0.13,0.05,-0.0277528,0.5,-0.28,0.07,0.16,10.03.01
-0.03,-0.03,0,-0.28,-0.23,0,0,0.54,0.44,0.09,-0.05,-0.21,0.02,-0.46,-0.24,-0.42,0.54,0.01,-0.17,-0.06,-0.03,-0.25,0.11,0.18,-0.35,0.05,-0.07,0.25,16.01
-0.49,-0.12,0.23,0.19,-0.3,-0.15,-0.3,-0.59,-0.31,-0.27,0.12,0.17,0.6,0.34,0.27,-0.08,0.11,-0.41,-0.74,-0.59,0.0346,-0.6,0.49,0.2,-0.12,0.26,0.06,0.31,32.01
-0.32,0.18,0.41,0.02,-0.26,-0.02,-0.31,-0.4,-0.57,-0.55,0.35,-0.23,-0.23,0.06,-0.26,-0.41,0.06,-0.23,-0.14,-0.2,-0.0288889,-0.38,0.47,0.46,-0.21,-0.13,-0.05,0.16,99
0.59,-1,0.6,0.41,0.67,-0.71,-0.34,-0.41,1.5,0.25,0.016194,0.0965116,-0.0183871,-0.7,0.23,-0.87,0.84,-0.16,-0.54,-0.32,0.64,-0.12,-0.010463,-0.07,-1.09,0.07,0.47,0.2,43.01.03.05
-0.58,-0.67,0.13,-0.148041,0.04,0.22,-0.21,-0.05,-0.43,-0.42,-0.32,0.05,-0.76,0.4,0.62,0.16,0.35,0.15,-0.28,0.21,0.18,-0.19,0.223313,0.39,0.18,-0.03,-0.3,0.15,12.01.01
-0.393202,0.25,-0.15,-0.24,-0.3,0.2,0.08,-0.93,-0.62,-0.51,0.58,0.91,0.48,-0.21,-0.66,-0.09,-0.23,-0.45,-0.14,-0.41,0.52,-0.52,0.94,0.62,-0.65,-0.57,-0.06,-0.23,12.01.01
-0.0826923,-0.34,-0.05,0.02,-0.19,-0.1,0.06,-0.52,-0.31,-0.05,0.3,-0.19,-0.45,-0.07,-0.05,0.51,0.04,0.33,-0.49,0.23,-0.18,-0.09,-0.07,0.0841667,0,0.19,-0.08,0.26,20.03
-0.62,-0.15,0.1,-0.13,-0.28,0.26,-0.11,-0.4,-0.32,-0.37,0.32,0.94,0.58,-0.1,-0.33,-0.25,-0.07,0.02,-0.13,0.03,0.18,0.02,0.23,0.08,0.07,0.05,-0.03,-0.09,01.06
-0.0027381,-0.228509,-0.19,0.07,-0.08,-0.1,-0.2,-0.27,-0.05,0.2,0.07,-0.03,0.32,-0.18,-0.05,0.16,0.42,0.32,-0.29,0.11,-0.06,0.02,0.0774797,-0.16,-1.06,-0.38,-0.26,0.2,14.04
-0.286111,0.23,0.07,0.54,0.07,-0.22,-0.07,0.5,0.61,0.54,-0.52,-1.03,-1.96,0.33,0.72,-0.82,0.08,-0.16,0.09,-0.29,-0.23,-0.124118,0.14,0.46,-0.38,-0.02,1.17,-0.25,12.04.01
-0.14,-0.17,-0.23,-0.04,0,0.24,-0.11,0.36,0.5,-0.16,-0.32,-0.06,0.24,-0.26,-0.18,-0.42,0,0.07,-0.3,0.02,-0.18,-0.29,0.13,0.36,0.7,-0.17,-0.09,0,11.02.03.04
-0.89,-0.3,-0.1,0.12,-0.07,-0.06,-0.04,-0.0577124,0.33,-0.36,-0.104277,1.43,0.000743243,-0.38,-0.16,0.34,-0.03,0.4,0.08,0.41,-0.2,0.29,0.25,0.01,0.28,-0.08,0.14,0.03,14.04
-0.25,-0.67,-0.33,0.44,-0.23,-0.05,-0.59,-0.21,0.09,0.08,-0.16,0.58,0.315102,-0.25,-0.85,0.19,-0.1,0.06,-0.1,-0.2,0.02,0.0296296,0,-0.01,-1.39,-0.3,-0.17,-0.17,20.09.18
-0.49,-0.305,-0.3,0.21,0.05,-0.02,0.13,-0.16,0.06,-0.08,0.82,0.231622,0.0359375,-0.44,-0.49,0.77,-0.05,-0.05,0.12,-0.21,0.24,-0.05,0.18,-0.05,-0.14,0.23,0.03,0.32,34.01.01.01
-0.69,0.4,0.07,0.63,-0.22,0.22,-0.37,-0.56,-0.98,-0.79,0.43,-0.34,-0.93,0.17,0.31,0.48,0.26,-0.07,-0.61,0.03,0.37,0.04,0.34,0.16,1.25,0.31,-0.17,0.15,20.01.15
1.7,-0.22,0.13,0.15,0.24,-0.05,-0.12,-0.28,-0.18,-0.23,0.23,0.0866667,0.18,-0.34,-0.3,0.13,-0.32,-0.07,-0.28,-0.35,0.13,-0.06,0.124,0.42,-0.29,-0.27,-0.27,0.11,10.03.01
-0.2,-0.27,-0.04,-0.42,-0.16,0.12,0.03,0,0.15,-0.05,0.21,0.66,0.22,0.02,-0.71,-0.48,0.33,-0.28,-0.25,-0.38,-0.12,-0.08,-0.15,0.53,-1.41,0.45,-0.04,-0.18,11.04.03.01
-0.23,-0.208194,0.06,-0.36,-0.23,0.33,-0.1,0.74,0.15,0.28,-0.64,0.16,0.0476336,0.41,0.03,-0.34,-0.18,-0.06,0.28,-0.09,-0.35,0.09,-0.08,-0.01,-0.48,-0.24,-0.14,0.12,01.05
0.08,-0.51,0.03,-0.19,-0.14,0.14,-0.11,0.63,0.17,-0.1,-0.6,-0.85,-0.6,0.54,0.67,0.11,0.14,-0.66,0.01,0.12,-0.27,0.14,0.18,-0.27,0.24,-0.18,-0.18,0.14,42.01
0.18,-0.34,0.16,0.28,0.14,-0.42,-0.36,0.87,0.58,-0.05,0.16,0.09,0.06,-0.27,-0.15,0.25,0.13,-0.22,-0.08,-0.35,-0.36,-0.18,-0.33,-0.27,-0.14,0.15,0.09,0.04,32.01
0.458,-0.84,-0.45,0.4,0.14,0.08,-0.31,-0.41,0.27,0.5,0.52,0.272,0.108,-0.36,-0.52,-0.84,-0.48,0.75,0.39,-0.94,0.06,0.74,0.16,-0.35,-0.63,-0.27,-0.42,-0.16,10.03.01.01
