@relation 'spo0.names'
@attribute t0_green                                numeric
@attribute t0_green_bkg                            numeric
@attribute t0_red                                  numeric
@attribute t0_red_bkg                              numeric
@attribute t0_flag                                 numeric
@attribute t0point5_green                          numeric
@attribute t0point5_green_bkg                      numeric
@attribute t0point5_red                            numeric
@attribute t0point5_red_bkg                        numeric
@attribute t0point5_flag                           numeric
@attribute t2_green                                numeric
@attribute t2_green_bkg                            numeric
@attribute t2_red                                  numeric
@attribute t2_red_bkg                              numeric
@attribute t2_flag                                 numeric
@attribute t5_green                                numeric
@attribute t5_green_bkg                            numeric
@attribute t5_red                                  numeric
@attribute t5_red_bkg                              numeric
@attribute t5_flag                                 numeric
@attribute t7_green                                numeric
@attribute t7_green_bkg                            numeric
@attribute t7_red                                  numeric
@attribute t7_red_bkg                              numeric
@attribute t7_flag                                 numeric
@attribute t9_green                                numeric
@attribute t9_green_bkg                            numeric
@attribute t9_red                                  numeric
@attribute t9_red_bkg                              numeric
@attribute t9_flag                                 numeric
@attribute t11point5_green                         numeric
@attribute t11point5_green_bkg                     numeric
@attribute t11point5_red                           numeric
@attribute t11point5_red_bkg                       numeric
@attribute t11point5_flag                          numeric
@attribute gal_ndt80_green                         numeric
@attribute gal_ndt80_green_bkg                     numeric
@attribute gal_ndt80_red                           numeric
@attribute gal_ndt80_red_bkg                       numeric
@attribute gal_ndt80_flag                          numeric
@attribute ndt80_delete_early_green                numeric
@attribute ndt80_delete_early_green_bkg            numeric
@attribute ndt80_delete_early_red                  numeric
@attribute ndt80_delete_early_red_bkg              numeric
@attribute ndt80_delete_early_flag                 numeric
@attribute ndt80_delete_mid_green                  numeric
@attribute ndt80_delete_mid_green_green_bkg        numeric
@attribute ndt80_delete_mid_green_red              numeric
@attribute ndt80_delete_mid_green_red_bkg          numeric
@attribute ndt80_delete_mid_green_flag             numeric
@attribute t0_correlation                          numeric
@attribute t0point5_correlation                    numeric
@attribute t2_correlation                          numeric
@attribute t5_correlation                          numeric
@attribute t7_correlation                          numeric
@attribute t9_correlation                          numeric
@attribute t11point5_correlation                   numeric
@attribute ndt80_delete_early_correlation          numeric
@attribute ndt80_delete_mid_correlation            numeric
@attribute t0_regression                           numeric
@attribute t0point5_regression                     numeric
@attribute t2_regression                           numeric
@attribute t5_regression                           numeric
@attribute t7_regression                           numeric
@attribute t9_regression                           numeric
@attribute t11point5_regression                    numeric
@attribute ndt80_delete_early_regression           numeric
@attribute ndt80_delete_mid_regression             numeric
@attribute t0_g.r_ratio                            numeric
@attribute t0point5_g.r_ratio                      numeric
@attribute t2_g.r_ratio                            numeric
@attribute t5_g.r_ratio                            numeric
@attribute t7_g.r_ratio                            numeric
@attribute t9_g.r_ratio                            numeric
@attribute t11point5_g.r_ratio                     numeric
@attribute ndt80_delete_early_g.r_ratio            numeric
@attribute ndt80_delete_mid_g.r_ratio              numeric
@attribute failed_pcr                              {0,1,2,3,4,5}
@attribute blast_homology_within_genome            {0,1}
@attribute overlaps_another_orf                    {0,1}
@attribute class {42.01,01.05,11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,14.07.02,10.01.05.01,20.09.13,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
1915,1027,1467,571,0,2890,1066,2439,451,0,1812,1251,1197,663,0,2941,1767,2909,1178,0,2328,1477,5028,1041,0,2178,1210,3593,1002,0,2737,1069,6422,767,0,4134,1361,6670,3551,0,1766,567,2196,427,0,1960,985,2676,535,0,0.928,0.936,0.918,0.952,0.92,0.166,0.823,0.976,0.954,0.868,0.853,0.978,0.578,0.195,0.19,0.355,0.641,0.423,0.99,0.91,1.05,0.67,0.21,0.37,0.29,0.88,0.67,1,1,0,01.04
1666,1266,900,611,0,2057,1272,925,480,0,1399,1138,770,579,0,2323,1648,3663,1432,0,3540,1960,21895,4870,0,2066,1509,5506,1450,0,1697,1115,7313,1576,0,3581,1640,10946,3637,0,1147,646,984,452,0,1476,980,2337,520,0,0.556,0.728,0.573,0.707,0.836,0.765,0.873,0.867,0.852,0.679,1.213,0.834,0.214,0.076,0.097,0.094,0.811,0.212,1.38,1.76,1.36,0.3,0.09,0.13,0.1,0.26,0.94,1,1,0,10.03.02
3230,1416,2291,704,0,4448,1394,3851,661,0,2701,1220,1820,648,0,3625,1722,2559,936,0,5914,2356,4282,1650,0,3105,1694,2663,1486,0,2764,1223,2253,800,0,13304,1598,9050,3517,0,5215,1238,4426,1018,0,4052,948,3799,526,0,0.838,0.914,0.86,0.898,0.914,0.89,0.937,0.862,0.942,0.864,0.863,1.08,1.038,1.168,0.998,1.028,0.987,0.875,1.14,0.95,1.26,1.17,1.35,1.19,1.06,2.11,1.16,1,1,0,14.04
3091,1436,2008,782,0,3934,1193,2975,483,0,2076,1128,1520,578,0,2684,1522,1430,812,0,4298,1728,2281,970,0,1890,1375,1271,916,0,1814,1135,1129,745,0,10688,1990,9314,3954,0,3716,750,3154,544,0,2492,977,1585,495,0,0.765,0.843,0.904,0.902,0.927,0.649,0.896,0.954,0.957,0.919,0.978,0.928,1.613,1.881,0.95,1.666,1.081,1.369,1.34,1.09,1,1.88,1.96,1.45,1.76,1.62,1.13,1,1,0,42.16
3606,1529,2609,898,0,4950,1569,2983,685,0,2817,1314,2008,667,0,4340,2001,2826,1186,0,4671,1686,2675,1046,0,3436,1541,1988,1192,0,2256,1198,1301,804,0,9977,1301,8657,3231,0,4826,686,3824,484,0,7629,1083,3231,498,0,0.867,0.937,0.956,0.924,0.958,0.9,0.894,0.956,0.847,1.071,1.378,1.041,1.324,1.801,2.502,1.943,1.211,1.866,1.21,1.47,1.12,1.42,1.83,2.38,2.12,1.59,1.23,1,1,0,20.09.07.03
1798,1167,1371,671,0,1888,1099,2874,563,0,1805,1335,2259,762,0,2339,1741,2220,1145,0,2752,1873,4302,1504,0,1914,1270,3748,1076,0,3094,1649,7884,2659,0,4088,1450,6498,3922,0,2184,709,6054,539,0,2257,1081,4342,668,0,0.835,0.829,0.797,0.801,0.893,0.909,0.824,0.949,0.944,0.764,0.256,0.253,0.384,0.278,0.198,0.265,0.25,0.275,0.9,0.34,0.31,0.55,0.31,0.24,0.27,1.02,0.26,1,1,0,11.02.03.04
3054,1134,2704,609,0,3632,1090,2469,473,0,2784,1366,2918,751,0,3178,1666,2465,1078,0,4987,1846,4048,1268,0,3016,1210,2498,938,0,6933,1564,7354,1013,0,3790,1362,8559,3638,0,4349,689,3897,507,0,4024,1044,2496,579,0,0.898,0.927,0.884,0.905,0.926,0.912,0.885,0.954,0.966,0.834,1.235,0.587,1.009,1.02,1.06,0.749,1.005,1.579,0.91,1.27,0.65,1.09,1.12,1.15,0.84,0.49,1.07,2,1,0,10.01.05.01
2750,1112,2194,590,0,2809,1138,3358,480,0,2497,1334,1800,730,0,3159,1630,3764,1044,0,3299,1456,8343,1093,0,2403,1256,5418,916,0,3264,1021,11130,771,0,1695,1037,4768,3291,0,903,485,833,358,0,1524,974,1324,455,0,0.945,0.912,0.955,0.92,0.947,0.944,0.941,0.914,0.896,1.006,0.525,1.012,0.507,0.247,0.245,0.205,0.82,0.583,1.02,0.58,1.08,0.56,0.25,0.25,0.21,0.44,0.88,1,1,0,20.01.03
2638,1226,2074,627,0,2780,1094,2598,479,0,2369,1382,2207,824,0,2928,1653,2039,916,0,3767,1713,2712,1239,0,2026,1160,1580,893,0,5236,1153,4945,824,0,2271,1628,4511,3730,0,2722,693,3407,489,0,2335,1048,1889,547,0,0.87,0.925,0.853,0.921,0.893,0.86,0.927,0.953,0.954,0.854,0.744,0.652,1.071,1.193,1.146,0.852,0.663,0.948,0.97,0.79,0.71,1.13,1.39,1.26,0.99,0.82,0.69,2,1,0,10.03.01
2435,1645,1472,961,0,3123,1653,1816,750,0,1967,1355,1578,705,0,2634,1656,2482,960,0,2854,1758,2716,1138,0,2348,1607,2231,1233,0,1509,1204,1085,804,0,2622,1091,4454,3146,0,1301,636,1212,414,0,2566,1014,2741,488,0,0.637,0.886,0.89,0.871,0.862,0.854,0.636,0.952,0.935,0.965,1.235,0.608,0.553,0.559,0.638,0.775,0.771,0.648,1.54,1.37,0.7,0.64,0.69,0.74,1.08,1.17,0.83,1,1,0,16.01
2757,1127,2249,554,0,2640,1284,1679,532,0,2222,1333,1574,754,0,2625,1526,1757,954,0,3240,1534,2260,985,0,2129,1182,1617,878,0,4497,1037,3535,700,0,2243,1127,4343,3195,0,1352,539,1384,400,0,1814,940,1127,432,0,0.909,0.931,0.93,0.915,0.932,0.899,0.951,0.964,0.955,0.883,1.142,0.97,1.309,1.312,1.227,1.15,0.828,1.21,0.96,1.18,1.08,1.36,1.33,1.28,1.22,0.97,0.82,1,1,0,16.01
6276,1503,6738,1109,0,9325,1439,6249,691,0,4164,1422,6379,871,0,3890,1925,7182,1461,0,5984,2074,22128,3367,0,3818,1292,9936,1255,0,6533,2260,16818,4276,0,2296,1385,5019,3455,0,8253,663,9894,505,0,5873,1006,8541,558,0,0.912,0.953,0.94,0.887,0.907,0.945,0.933,0.955,0.958,0.792,1.417,0.464,0.309,0.183,0.278,0.318,0.777,0.58,0.84,1.41,0.49,0.34,0.2,0.29,0.34,0.58,0.8,1,1,0,01.05.02.07
12465,1296,14593,714,0,8694,1082,6777,420,0,12116,1671,5178,988,0,14602,1655,7373,976,0,19415,1533,7174,975,0,11818,1356,3027,962,0,23185,1155,5431,760,0,2902,1036,6897,3240,0,2161,460,2956,367,0,2981,973,7162,479,0,0.941,0.952,0.975,0.92,0.94,0.927,0.97,0.977,0.971,0.77,1.179,2.574,1.892,2.705,4.839,4.733,0.653,0.294,0.8,1.19,2.49,2.02,2.88,5.06,4.71,0.51,0.65,1,1,0,16.01
4290,1421,3833,926,0,3775,1142,2739,479,0,3709,1431,2440,813,0,3932,1602,3056,919,0,7081,1964,4954,1452,0,2897,1214,2251,919,0,9753,1288,7815,1160,0,9521,1395,6369,3830,0,4825,633,5040,471,1,4034,1077,5000,581,0,0.913,0.906,0.966,0.896,0.913,0.935,0.932,0.873,0.968,0.878,1.042,1.355,0.963,1.347,1.229,1.179,0.401,0.646,0.98,1.16,1.4,1.09,1.46,1.26,1.27,3.2,0.91,1,1,0,42.16
3774,1480,2506,798,0,4775,1540,2762,681,0,2412,1287,1813,653,0,3877,2094,3742,1550,0,4087,2336,5602,2338,0,2936,1667,3437,1391,0,1763,1119,1696,834,0,4044,1241,6318,3254,0,1478,632,1763,462,0,2206,964,2923,482,0,0.814,0.8,0.931,0.886,0.677,0.935,0.826,0.939,0.957,1.039,1.305,0.916,0.687,0.309,0.541,0.568,0.61,0.471,1.34,1.55,0.96,0.81,0.53,0.62,0.74,0.91,0.65,1,1,0,42.04
1558,1103,928,591,0,1825,1299,1037,586,0,1709,1241,1265,791,0,2510,1610,12069,1211,0,2508,1625,37217,3025,0,2041,1312,18008,1321,0,1763,1083,45378,4200,0,3244,1378,25004,4349,0,945,625,1764,479,0,1132,937,5888,549,0,0.666,0.841,0.799,0.525,0.84,0.875,0.855,0.89,0.722,0.872,0.927,0.689,0.061,0.024,0.029,0.017,0.197,0.021,1.35,1.16,0.98,0.08,0.02,0.04,0.01,0.09,0.24,1,1,0,43.01.03.05
2202,1234,1583,654,0,2284,1225,1601,535,0,2334,1592,2077,994,0,2795,1593,2842,987,0,2818,1635,2472,1241,0,2600,1456,2263,1104,0,3215,1227,2552,903,0,2696,1133,4525,3159,0,1130,457,1232,349,0,2436,905,2253,453,0,0.914,0.896,0.861,0.865,0.849,0.884,0.938,0.917,0.946,1.036,0.84,0.522,0.536,0.808,0.844,1.088,0.712,0.827,1.04,0.99,0.68,0.64,0.96,0.98,1.2,1.14,0.76,1,1,0,11.02.03.04
3397,1168,2780,624,0,3966,1091,3619,394,0,3176,1388,3212,826,0,3583,1524,4284,910,0,4177,1400,4570,1044,0,3050,1410,2594,1090,0,5384,1013,4633,718,0,2278,1059,4625,3160,0,1205,519,1607,368,0,1953,958,3912,415,0,0.933,0.922,0.914,0.94,0.943,0.956,0.934,0.939,0.94,0.99,0.868,0.679,0.58,0.728,1.03,1.047,0.528,0.266,1.03,0.89,0.74,0.61,0.78,1.09,1.11,0.83,0.55,1,1,0,16.01
3169,1420,2062,775,0,3374,1670,2567,845,0,2111,1207,1708,633,0,3331,1906,3565,1368,0,3475,1940,4361,1404,0,2938,1719,3665,1385,0,1516,1154,1260,824,0,4886,1202,5126,3071,0,3291,664,3981,496,0,4633,971,6576,508,0,0.855,0.902,0.873,0.856,0.929,0.833,0.687,0.977,0.947,1.105,0.899,0.733,0.583,0.511,0.409,0.558,0.732,0.61,1.35,0.98,0.84,0.64,0.51,0.53,0.83,1.79,0.75,1,1,0,01.04
5113,1512,3593,900,0,3644,1629,2031,735,0,3108,1243,2040,652,0,4791,1694,2582,858,0,6977,1966,2583,1214,0,5346,1736,2535,1261,0,2181,1171,1149,765,0,6375,1161,7069,3153,0,6699,696,2314,502,0,13547,1139,1504,500,0,0.911,0.892,0.932,0.939,0.915,0.945,0.811,0.969,0.935,1.199,1.4,1.256,1.814,3.252,2.866,2.087,3.143,12.197,1.33,1.55,1.34,1.79,3.66,2.83,2.63,1.33,3.31,1,1,0,01.03.01.03
1732,1225,1143,640,0,2165,1562,1228,790,0,2103,1612,1591,1096,0,2170,1518,1512,876,0,2366,1573,6140,1246,0,2295,1213,22744,984,0,1778,1129,36450,1239,0,1436,1159,4863,3229,0,724,395,680,311,0,1510,911,1211,427,0,0.851,0.706,0.683,0.912,0.856,0.942,0.776,0.915,0.934,0.938,0.947,0.577,0.916,0.113,0.044,0.015,0.787,0.657,1,1.37,0.99,1.02,0.16,0.04,0.01,0.16,0.89,1,1,0,43.01.03.09
3782,1122,3049,609,0,5064,1221,4366,494,0,4041,1306,4090,706,0,4244,1556,4735,893,0,6578,1779,8098,1174,0,3711,1251,3195,920,0,7952,1126,5574,737,0,5253,1291,7096,3469,0,2994,573,5147,402,0,2437,962,5681,509,0,0.907,0.955,0.974,0.962,0.957,0.947,0.978,0.973,0.966,0.972,0.963,0.773,0.69,0.659,1.041,1.412,0.483,0.267,1.09,0.99,0.8,0.69,0.69,1.08,1.41,1.09,0.51,1,1,0,14.13.01.01
2129,1225,1376,640,0,2555,1123,1864,408,0,1649,1166,1301,570,0,2213,1644,2391,1038,0,3098,1754,4379,1352,0,1761,1425,1531,1136,0,1352,1056,958,676,0,3120,1196,4398,3107,0,1480,640,2792,492,0,1445,1012,2995,532,0,0.841,0.908,0.865,0.73,0.945,0.521,0.628,0.942,0.908,0.957,0.898,0.553,0.298,0.42,0.366,0.582,0.345,0.148,1.22,0.98,0.66,0.42,0.44,0.85,1.04,1.49,0.36,1,1,0,11.02.03.04
4022,1078,3932,639,0,4860,1230,3754,459,0,3954,1252,3836,741,0,4872,1579,2448,916,0,7412,1639,3984,1044,0,3723,1278,2338,924,0,8227,1114,4902,693,0,3956,1166,8470,3278,0,3312,582,2711,451,0,2762,1008,1226,477,0,0.94,0.975,0.917,0.918,0.953,0.93,0.939,0.965,0.954,0.841,1.085,0.753,1.998,1.981,1.666,1.631,1.181,2.319,0.89,1.1,0.87,2.14,1.96,1.72,1.68,0.53,1.2,1,1,0,20.09.13
1790,1260,1030,646,0,2366,1420,2376,717,0,1992,1213,1456,571,0,2076,1415,1414,768,0,4313,1908,6582,1524,0,2403,1602,3639,1436,0,1662,1055,2487,731,0,3049,1566,5021,3416,0,1314,591,1037,420,0,1434,966,1509,572,0,0.513,0.847,0.793,0.805,0.916,0.885,0.883,0.881,0.789,0.696,0.476,0.635,0.841,0.42,0.286,0.306,1.057,0.351,1.38,0.57,0.88,1.02,0.47,0.36,0.34,0.92,1.17,1,1,0,01.05
2069,1102,1425,520,0,2512,1243,1950,492,0,1919,1440,1378,798,0,2252,1533,1445,901,0,2216,1457,1622,919,0,1806,1262,1574,934,0,1834,1048,1391,657,0,1275,1016,3458,2966,0,1025,493,1244,384,0,1281,930,884,418,0,0.919,0.949,0.876,0.921,0.921,0.883,0.923,0.932,0.899,1.005,0.834,0.749,1.176,0.981,0.78,0.941,0.551,0.684,1.06,0.87,0.82,1.32,1.07,0.85,1.07,0.52,0.61,1,1,0,01.06.02.01
2210,1442,1440,841,0,2978,1310,2381,593,0,2049,1376,1276,767,0,2216,1442,1300,748,0,5362,2040,3650,1318,0,1967,1531,1537,1080,0,1747,1096,1851,700,0,4168,1213,4382,3056,0,1556,632,1346,499,0,1494,944,1088,487,0,0.718,0.84,0.755,0.833,0.939,0.419,0.731,0.934,0.851,0.817,0.759,1.097,1.148,1.266,0.26,0.189,0.986,0.762,1.28,0.93,1.32,1.4,1.42,0.95,0.56,2.22,1.09,1,1,0,11.02.03.04
2645,1464,1776,799,0,5667,1392,4090,612,0,2190,1301,2273,801,0,2502,1510,1618,822,0,6853,2204,4548,1509,0,2081,1543,1269,969,0,1873,1140,826,646,0,15023,1356,9615,3380,0,3872,674,2410,526,0,2556,982,1423,502,0,0.864,0.869,0.874,0.891,0.909,0.145,0.703,0.954,0.899,1.08,1.083,0.52,1.04,1.252,0.229,3.073,1.593,1.514,1.2,1.22,0.6,1.24,1.52,1.79,4.07,2.19,1.69,1,1,0,20.09.13
2926,1617,2346,888,0,4689,1592,2911,672,0,2332,1580,1607,752,0,2469,1762,1997,1002,0,5686,2316,5346,1601,0,1886,1562,1377,1015,0,1851,1391,1488,904,0,3800,1208,13983,3324,0,1688,657,2267,546,0,1385,926,1296,508,0,0.818,0.868,0.789,0.824,0.937,0.616,0.801,0.937,0.871,0.69,1.137,0.623,0.601,0.797,0.623,0.598,0.553,0.478,0.89,1.38,0.87,0.71,0.89,0.89,0.78,0.24,0.59,1,1,0,14.04
2684,1209,2245,634,0,3588,1177,2383,542,0,2460,1232,1535,653,0,3062,1633,2073,892,0,4663,1579,3056,1060,0,2347,1305,1791,1016,0,5366,1171,3862,724,0,5693,1370,6191,3342,0,3820,603,2756,445,0,4136,1057,2382,529,0,0.809,0.932,0.904,0.92,0.935,0.89,0.978,0.956,0.977,0.763,1.189,1.26,1.165,1.455,1.351,1.339,1.346,1.643,0.91,1.3,1.39,1.2,1.54,1.34,1.33,1.51,1.39,2,1,0,10.01.05.01
1822,1102,1202,591,0,1850,1145,1146,491,0,1785,1291,1109,709,0,2198,1480,2543,949,0,3225,1809,14001,1751,0,1744,1300,3839,1104,0,3324,1348,17519,1865,0,2143,1510,6986,4146,0,1442,624,1347,425,0,1457,970,1244,527,0,0.61,0.868,0.741,0.886,0.922,0.882,0.86,0.956,0.888,0.624,0.857,0.863,0.365,0.1,0.124,0.126,0.824,0.56,1.17,1.07,1.23,0.45,0.11,0.16,0.12,0.22,0.88,1,1,0,20.01.03
2825,1640,2114,947,0,4118,1322,4926,602,0,2154,1262,1536,711,0,2538,1638,1678,884,0,6120,2280,4908,1640,0,1954,1540,1422,1064,0,1800,1061,1331,699,0,4168,1343,4144,3217,0,1619,686,1576,564,0,1766,1024,1434,515,0,0.808,0.925,0.848,0.847,0.958,0.695,0.828,0.915,0.906,0.769,0.589,0.873,0.964,1.153,0.922,0.884,0.819,0.972,1.01,0.64,1.08,1.13,1.17,1.15,1.16,3.04,0.92,1,1,0,11.02.03.04
2522,1169,2116,607,0,4149,1304,2522,644,0,2626,1440,2020,873,0,2823,1569,2568,1139,0,4664,1630,4398,1196,0,2046,1308,1576,936,0,5349,1227,4242,960,0,7348,1470,7349,3689,0,6108,792,8178,632,0,3823,1107,4958,679,0,0.788,0.927,0.932,0.943,0.948,0.825,0.977,0.946,0.964,0.723,1.437,0.987,0.778,0.915,1.12,1.201,0.617,0.615,0.89,1.51,1.03,0.87,0.94,1.15,1.25,1.6,0.7,1,1,0,14.04
9620,2125,8328,1532,0,12681,1815,10898,1111,0,5417,1314,9669,981,0,6489,2246,12444,2596,0,11760,2716,28455,4444,0,5174,1730,6601,1457,0,4182,1175,4493,853,0,36275,1826,17755,4015,0,9014,794,11431,726,0,7993,1088,10759,570,0,0.837,0.906,0.884,0.921,0.928,0.942,0.937,0.964,0.982,0.937,0.925,0.407,0.384,0.331,0.597,0.766,0.738,0.668,1.1,1.11,0.47,0.43,0.37,0.66,0.82,2.5,0.76,1,1,0,02.13.03
3344,1352,2279,696,0,10025,1888,2482,672,0,6175,1454,2010,604,0,5724,1924,1374,726,0,29661,3298,3086,989,0,11192,1904,1978,1093,0,6627,1241,1106,646,0,13020,1502,4701,3350,0,6813,733,1943,500,0,6444,1218,1110,576,0,0.825,0.885,0.886,0.847,0.939,0.891,0.854,0.961,0.909,0.959,4.268,2.971,4.55,11.925,9.648,10.153,4.057,9.411,1.25,4.49,3.35,5.86,12.57,10.49,11.7,8.52,4.21,1,1,1,34.01.01.01
2116,1336,1400,690,0,2128,1333,1841,554,0,1557,1086,1477,570,0,2056,1563,2971,958,0,1991,1304,3663,890,0,1881,1515,2491,1156,0,1123,906,914,624,0,1985,1154,4185,3054,0,1124,557,3445,430,0,1544,1006,3049,471,0,0.839,0.926,0.892,0.82,0.922,0.686,0.678,0.967,0.921,0.982,0.473,0.378,0.191,0.215,0.133,0.451,0.171,0.196,1.09,0.61,0.51,0.24,0.24,0.27,0.74,0.73,0.18,2,1,0,10.03.01.01
2609,1187,1922,615,0,3830,1159,2282,479,0,2314,1240,1694,655,0,2712,1492,2017,754,0,4503,1889,4760,1297,0,1823,1263,1579,989,0,4847,1619,5751,1464,0,5133,1467,6302,3755,0,3229,633,3912,473,0,2646,1037,3511,526,0,0.872,0.936,0.886,0.931,0.946,0.85,0.908,0.965,0.954,0.922,1.38,0.945,0.892,0.716,0.832,0.734,0.694,0.501,1.08,1.48,1.03,0.96,0.75,0.94,0.75,1.43,0.75,1,1,0,01.05
3042,1240,2490,708,0,3581,1341,2856,586,0,2815,1304,2614,833,0,3283,1365,3479,721,0,3460,1495,3789,959,0,2623,1354,2831,1062,0,4280,1157,5214,822,0,3368,1203,5120,3175,0,1703,431,2292,362,0,2845,913,4565,474,0,0.891,0.965,0.936,0.96,0.933,0.913,0.943,0.933,0.931,0.951,0.976,0.765,0.666,0.63,0.647,0.664,0.596,0.465,1.01,0.98,0.84,0.69,0.69,0.71,0.71,1.11,0.65,1,1,0,01.04
3246,1642,2084,891,0,3271,1461,2221,612,0,2435,1432,1560,739,0,2828,1586,1616,816,0,3975,2118,2595,1416,0,3970,1721,2928,1272,0,1404,1044,816,598,0,5964,1270,5263,3089,0,3336,674,2682,440,0,5558,1136,3717,452,0,0.824,0.882,0.888,0.842,0.835,0.84,0.629,0.954,0.95,1.024,1.005,1.121,1.213,1.26,0.795,0.962,1.141,1.215,1.34,1.12,1.22,1.55,1.57,1.35,1.65,2.15,1.18,1,1,0,11.02.03.04
1760,1124,1274,588,0,2373,1201,1239,518,0,1816,1274,1001,660,0,2378,1852,2648,1394,0,3188,1724,14601,2215,0,2000,1418,6702,1389,0,3171,1364,18641,4684,0,1877,1480,4062,3499,0,1768,604,1191,421,0,1493,895,1510,517,0,0.811,0.892,0.747,0.672,0.871,0.887,0.854,0.967,0.94,0.759,1.402,1.206,0.269,0.102,0.085,0.116,1.486,0.485,0.92,1.62,1.58,0.41,0.11,0.1,0.12,0.7,1.51,1,1,0,11.02.03.04
2387,1325,1508,657,0,2216,1155,1542,431,0,1568,1071,1293,520,0,2173,1470,2179,847,0,3097,1567,6403,1044,0,1804,1396,2010,1073,0,1313,1050,1181,689,0,2394,1382,3853,3138,0,1133,575,1989,438,0,1379,926,1591,419,0,0.857,0.879,0.872,0.906,0.908,0.832,0.822,0.941,0.906,1.105,0.794,0.529,0.481,0.252,0.312,0.432,0.317,0.298,1.24,0.95,0.64,0.52,0.28,0.43,0.53,1.41,0.35,1,1,0,10.03.02
5465,1143,4892,568,0,4194,1128,9743,411,0,4200,1350,6182,795,0,5062,1309,7005,660,0,5990,1482,14485,1074,0,3483,1352,10030,1106,0,4417,951,21686,719,0,1894,1303,5647,3357,0,2257,510,4166,393,0,2569,949,4790,449,0,0.947,0.926,0.956,0.951,0.95,0.948,0.921,0.97,0.902,1.004,0.316,0.505,0.557,0.321,0.216,0.149,0.441,0.342,0.99,0.32,0.52,0.59,0.33,0.23,0.16,0.25,0.46,1,1,0,01.06
3021,1153,2422,597,0,3987,1482,3961,618,0,2697,1211,2615,671,0,2942,1391,3473,830,0,4226,1564,19477,1574,0,2065,1310,5064,1200,0,4206,1285,22299,2133,0,7177,1471,13049,3804,0,4098,673,5914,470,0,2875,1009,3811,569,0,0.885,0.882,0.927,0.956,0.945,0.921,0.95,0.977,0.94,0.914,0.658,0.701,0.526,0.142,0.148,0.141,0.613,0.538,1.02,0.74,0.76,0.58,0.14,0.19,0.14,0.61,0.62,1,1,0,12.10
7310,1368,7295,864,0,7166,1502,2976,663,0,9539,1553,3719,834,0,13336,1746,4179,906,0,13461,1736,4119,1097,0,11073,1542,4135,1089,0,18846,1244,4326,921,0,4411,1085,4344,3169,0,3558,397,782,293,0,14354,1075,2881,469,0,0.885,0.908,0.95,0.926,0.931,0.946,0.951,0.96,0.953,0.834,2.47,2.633,3.316,3.729,3.01,4.705,6.523,5.267,0.92,2.44,2.76,3.54,3.87,3.12,5.16,2.83,6.46,1,1,0,01.04
4888,2342,3537,1515,0,5961,1717,2384,674,0,2519,1214,1672,631,0,3253,1680,1759,906,0,7016,2668,3708,1497,0,2543,1522,1556,1029,0,1894,1180,1034,644,0,7972,1257,6868,3262,0,1765,888,1167,576,0,1588,940,820,459,0,0.865,0.91,0.912,0.847,0.94,0.822,0.832,0.888,0.812,0.982,2.178,1.158,1.483,1.986,1.559,1.552,1.403,1.375,1.25,2.48,1.25,1.84,1.96,1.93,1.83,1.86,1.48,1,1,0,01.04
1222,991,732,537,0,1203,999,550,396,0,1300,1141,723,587,0,1923,1494,1147,842,0,1546,1279,1086,837,0,1536,1279,1389,1060,0,1188,1006,845,674,0,2537,1783,4291,3607,0,604,501,490,403,0,910,804,568,467,0,0.487,0.599,0.623,0.673,0.502,0.423,0.347,0.086,0.185,0.461,0.644,0.557,0.858,0.501,0.333,0.334,0.102,0.235,1.18,1.32,1.16,1.4,1.07,0.78,1.06,1.1,1.18,1,1,0,32.07
3433,1450,2353,798,0,7819,1460,3052,484,0,4733,1486,2360,755,0,4445,1553,3081,848,0,13499,1870,7406,1038,0,6481,1615,3783,1124,0,4069,1293,2410,783,0,14393,1317,8186,3217,0,2958,678,987,428,0,3466,1019,1636,526,0,0.829,0.916,0.904,0.906,0.939,0.897,0.921,0.944,0.928,0.991,2.19,1.856,1.171,1.758,1.616,1.561,3.95,2.055,1.27,2.47,2.02,1.29,1.82,1.83,1.7,2.63,4.07,2,1,0,12.01.01
1962,1063,1415,533,0,3289,1113,2369,386,0,2387,1337,1728,740,0,2688,1291,1952,695,0,3211,1469,2533,975,0,2270,1259,2010,996,0,2668,1014,2388,644,0,3503,1513,5050,3542,0,1799,500,1634,383,0,2548,901,1802,389,0,0.903,0.959,0.984,0.957,0.964,0.938,0.965,0.959,0.96,0.887,1.034,1.056,1.02,1.061,1.003,0.894,0.99,1.128,1.01,1.09,1.06,1.11,1.11,0.99,0.94,1.31,1.03,1,1,0,12.01.01
